Fecha;Lugar;Precio_m2;Variacion_mensual;Variacion_trimestral;Variacion anual
oct-15;Moratalaz;8,5;-0,9;-0,3;3,1
sept-15;Moratalaz;8,6;0;1;3,9
ago-15;Moratalaz;8,6;0,6;-1,3;3,1
jul-15;Moratalaz;8,5;0,3;-3,7;2,3
jun-15;Moratalaz;8,5;-2,2;-1,3;1,2
may-15;Moratalaz;8,7;-1,8;1,1;4,4
abr-15;Moratalaz;8,9;2,8;5;8,3
mar-15;Moratalaz;8,6;0,2;4,8;6,1
feb-15;Moratalaz;8,6;2;4,4;7,7
ene-15;Moratalaz;8,4;2,6;2,3;5,5
dic-14;Moratalaz;8,2;-0,2;-0,5;1,6
nov-14;Moratalaz;8,2;-0,1;-1;1,4
oct-14;Moratalaz;8,3;-0,2;-1,1;0,8
sept-14;Moratalaz;8,3;-0,8;-1,7;-0,3
ago-14;Moratalaz;8,3;-0,2;0;-0,1
jul-14;Moratalaz;8,3;-0,7;2;-1,4
jun-14;Moratalaz;8,4;0,9;3,5;-1,1
may-14;Moratalaz;8,3;1,8;4,4;-2,8
abr-14;Moratalaz;8,2;0,7;2,4;-5,4
mar-14;Moratalaz;8,1;1,8;0,4;-5,3
feb-14;Moratalaz;8;-0,1;-1,8;-7,6
ene-14;Moratalaz;8;-1,2;-2,3;-7,5
dic-13;Moratalaz;8,1;-0,4;-2,4;-6,7
nov-13;Moratalaz;8,1;-0,7;-2,5;-5,3
oct-13;Moratalaz;8,2;-1,3;-3,3;-5,1
sept-13;Moratalaz;8,3;-0,6;-2,5;-5,1
ago-13;Moratalaz;8,3;-1,5;-2,8;-5,1
jul-13;Moratalaz;8,5;-0,4;-2,1;-5,4
jun-13;Moratalaz;8,5;-0,8;-0,9;-5,5
may-13;Moratalaz;8,6;-0,8;-0,8;-5,9
abr-13;Moratalaz;8,6;0,8;0;-6,3
mar-13;Moratalaz;8,6;-0,7;-1,1;-7
feb-13;Moratalaz;8,6;0;0,8;-6,3
ene-13;Moratalaz;8,6;-0,3;0,2;-6,3
dic-12;Moratalaz;8,7;1,1;-0,7;-5,1
nov-12;Moratalaz;8,6;-0,6;-2,3;-7,6
oct-12;Moratalaz;8,6;-1,2;-3,5;-6,7
sept-12;Moratalaz;8,7;-0,5;-2,9;-4,6
ago-12;Moratalaz;8,8;-1,8;-3,6;-4,8
jul-12;Moratalaz;8,9;-0,6;-3,1;-3,4
jun-12;Moratalaz;9;-1,2;-2,5;-1,5
may-12;Moratalaz;9,1;-1,3;-1,3;0,2
abr-12;Moratalaz;9,2;0;0;3,2
mar-12;Moratalaz;9,2;0;1;2,6
feb-12;Moratalaz;9,2;0;-0,6;3,4
ene-12;Moratalaz;9,2;1;-0,2;NA
dic-11;Moratalaz;9,1;-1,6;-0,3;NA
nov-11;Moratalaz;9,3;0,4;0,6;NA
oct-11;Moratalaz;9,3;0,9;-0,2;NA
sept-11;Moratalaz;9,2;-0,7;0,3;NA
ago-11;Moratalaz;9,2;-0,4;1,5;NA
jul-11;Moratalaz;9,3;1,4;3,6;NA
jun-11;Moratalaz;9,1;0,5;1,6;NA
may-11;Moratalaz;9,1;1,6;1,8;NA
abr-11;Moratalaz;8,9;-0,6;NA;NA
mar-11;Moratalaz;9;0,8;NA;NA
feb-11;Moratalaz;8,9;NA;NA;NA
ene-11;Moratalaz;NA;NA;NA;NA
dic-10;Moratalaz;NA;NA;NA;NA
nov-10;Moratalaz;NA;NA;NA;NA
oct-10;Moratalaz;NA;NA;NA;NA
sept-10;Moratalaz;NA;NA;NA;NA
ago-10;Moratalaz;NA;NA;NA;NA
jul-10;Moratalaz;NA;NA;NA;NA
jun-10;Moratalaz;NA;NA;NA;NA
may-10;Moratalaz;NA;NA;NA;NA
abr-10;Moratalaz;NA;NA;NA;NA
mar-10;Moratalaz;NA;NA;NA;NA
feb-10;Moratalaz;NA;NA;NA;NA
ene-10;Moratalaz;NA;NA;NA;NA
dic-09;Moratalaz;NA;NA;NA;NA
nov-09;Moratalaz;NA;NA;NA;NA
oct-09;Moratalaz;NA;NA;NA;NA
sept-09;Moratalaz;NA;NA;NA;NA
ago-09;Moratalaz;NA;NA;NA;NA
jul-09;Moratalaz;NA;NA;NA;NA
jun-09;Moratalaz;NA;NA;NA;NA
may-09;Moratalaz;NA;NA;NA;NA
abr-09;Moratalaz;NA;NA;NA;NA
mar-09;Moratalaz;NA;NA;NA;NA
feb-09;Moratalaz;NA;NA;NA;NA
ene-09;Moratalaz;NA;NA;NA;NA
dic-08;Moratalaz;NA;NA;NA;NA
nov-08;Moratalaz;NA;NA;NA;NA
oct-08;Moratalaz;NA;NA;NA;NA
sept-08;Moratalaz;NA;NA;NA;NA
ago-08;Moratalaz;NA;NA;NA;NA
jul-08;Moratalaz;NA;NA;NA;NA
jun-08;Moratalaz;NA;NA;NA;NA
may-08;Moratalaz;NA;NA;NA;NA
abr-08;Moratalaz;NA;NA;NA;NA
mar-08;Moratalaz;NA;NA;NA;NA
feb-08;Moratalaz;NA;NA;NA;NA
ene-08;Moratalaz;NA;NA;NA;NA
dic-07;Moratalaz;NA;NA;NA;NA
nov-07;Moratalaz;NA;NA;NA;NA
oct-07;Moratalaz;NA;NA;NA;NA
sept-07;Moratalaz;NA;NA;NA;NA
ago-07;Moratalaz;NA;NA;NA;NA
jul-07;Moratalaz;NA;NA;NA;NA
jun-07;Moratalaz;NA;NA;NA;NA
may-07;Moratalaz;NA;NA;NA;NA
abr-07;Moratalaz;NA;NA;NA;NA
mar-07;Moratalaz;NA;NA;NA;NA
feb-07;Moratalaz;NA;NA;NA;NA
ene-07;Moratalaz;NA;NA;NA;NA
dic-06;Moratalaz;NA;NA;NA;NA
nov-06;Moratalaz;NA;NA;NA;NA
oct-06;Moratalaz;NA;NA;NA;NA
sept-06;Moratalaz;NA;NA;NA;NA
ago-06;Moratalaz;NA;NA;NA;NA
jul-06;Moratalaz;NA;NA;NA;NA
jun-06;Moratalaz;NA;NA;NA;NA
may-06;Moratalaz;NA;NA;NA;NA
abr-06;Moratalaz;NA;NA;NA;NA
mar-06;Moratalaz;NA;NA;NA;NA
feb-06;Moratalaz;NA;NA;NA;NA
ene-06;Moratalaz;NA;NA;NA;NA
abr-24;Puente de Vallecas;15,3;0,6;7;14,7
mar-24;Puente de Vallecas;15,2;4,5;6,7;13,6
feb-24;Puente de Vallecas;14,6;1,8;2,9;10,9
ene-24;Puente de Vallecas;14,3;0,3;3;8,9
dic-23;Puente de Vallecas;14,3;0,8;2,8;10,7
nov-23;Puente de Vallecas;14,1;1,9;2,6;11,2
oct-23;Puente de Vallecas;13,9;0,1;1;8,1
sept-23;Puente de Vallecas;13,9;0,6;1,9;9,2
ago-23;Puente de Vallecas;13,8;0,3;2,8;10,7
jul-23;Puente de Vallecas;13,7;1;3;12,5
jun-23;Puente de Vallecas;13,6;1,5;1,7;10,9
may-23;Puente de Vallecas;13,4;0,5;2,1;8,7
abr-23;Puente de Vallecas;13,3;-0,4;1,6;8
mar-23;Puente de Vallecas;13,4;2;3,9;12
feb-23;Puente de Vallecas;13,1;0;3,2;9,7
ene-23;Puente de Vallecas;13,1;1,9;2,2;9,4
dic-22;Puente de Vallecas;12,9;1,3;1,5;7,5
nov-22;Puente de Vallecas;12,7;-1;2,1;5,5
oct-22;Puente de Vallecas;12,8;1,2;5,2;7,3
sept-22;Puente de Vallecas;12,7;1,9;3,4;9,1
ago-22;Puente de Vallecas;12,5;2;1;6,8
jul-22;Puente de Vallecas;12,2;-0,5;-1,1;5,2
jun-22;Puente de Vallecas;12,3;-0,5;2,7;6,6
may-22;Puente de Vallecas;12,3;-0,1;3;7
abr-22;Puente de Vallecas;12,3;3,3;2,9;5,9
mar-22;Puente de Vallecas;11,9;-0,1;-0,3;2,1
feb-22;Puente de Vallecas;12;-0,2;-0,7;2,6
ene-22;Puente de Vallecas;12;0,1;0,2;2,8
dic-21;Puente de Vallecas;12;-0,6;3,1;0,8
nov-21;Puente de Vallecas;12,1;0,6;3,4;-0,7
oct-21;Puente de Vallecas;12;3;3,2;-2,5
sept-21;Puente de Vallecas;11,6;-0,2;1;-5,4
ago-21;Puente de Vallecas;11,7;0,5;1,1;-5,1
jul-21;Puente de Vallecas;11,6;0,7;-0,5;-6,1
jun-21;Puente de Vallecas;11,5;-0,1;-1,6;-7,5
may-21;Puente de Vallecas;11,5;-1,1;-1,2;-6,9
abr-21;Puente de Vallecas;11,7;-0,4;-0,1;-5,1
mar-21;Puente de Vallecas;11,7;0,3;-1,6;-6,3
feb-21;Puente de Vallecas;11,7;0;-3,8;-6,4
ene-21;Puente de Vallecas;11,7;-1,9;-5;-5,6
dic-20;Puente de Vallecas;11,9;-2;-3,3;-3,2
nov-20;Puente de Vallecas;12,1;-1,2;-1,3;-1,4
oct-20;Puente de Vallecas;12,3;-0,2;-0,6;0,6
sept-20;Puente de Vallecas;12,3;0,1;-1,2;1,3
ago-20;Puente de Vallecas;12,3;-0,5;-0,7;0,6
jul-20;Puente de Vallecas;12,3;-0,7;0,5;2
jun-20;Puente de Vallecas;12,4;0,6;-0,3;4,3
may-20;Puente de Vallecas;12,4;0,7;-0,7;7,5
abr-20;Puente de Vallecas;12,3;-1,6;-0,6;7,8
mar-20;Puente de Vallecas;12,5;0,2;1,7;8,4
feb-20;Puente de Vallecas;12,5;0,8;1,2;8,7
ene-20;Puente de Vallecas;12,4;0,7;1,4;10,9
dic-19;Puente de Vallecas;12,3;-0,2;1,2;8
nov-19;Puente de Vallecas;12,3;0,9;0,8;9,4
oct-19;Puente de Vallecas;12,2;0,5;0,7;10
sept-19;Puente de Vallecas;12,1;-0,6;1,7;9,3
ago-19;Puente de Vallecas;12,2;0,8;6,1;9,1
jul-19;Puente de Vallecas;12,1;1,6;6,3;8,8
jun-19;Puente de Vallecas;11,9;3,6;3,6;8,5
may-19;Puente de Vallecas;11,5;1;0,5;4,9
abr-19;Puente de Vallecas;11,4;-1;2,2;3,3
mar-19;Puente de Vallecas;11,5;0,5;1,2;7,1
feb-19;Puente de Vallecas;11,5;2,8;1,9;7,1
ene-19;Puente de Vallecas;11,1;-2;0,5;4,7
dic-18;Puente de Vallecas;11,4;1,1;2,4;9
nov-18;Puente de Vallecas;11,2;1,4;0,5;8,9
oct-18;Puente de Vallecas;11,1;-0,1;-0,4;11,1
sept-18;Puente de Vallecas;11,1;-0,8;1;11,2
ago-18;Puente de Vallecas;11,2;0,6;2;12,2
jul-18;Puente de Vallecas;11,1;1,3;1;11,6
jun-18;Puente de Vallecas;11;0,1;2,3;10
may-18;Puente de Vallecas;11;-0,4;2,6;10,1
abr-18;Puente de Vallecas;11;2,6;3,6;12,7
mar-18;Puente de Vallecas;10,7;0,4;3;11,8
feb-18;Puente de Vallecas;10,7;0,5;3,6;11,8
ene-18;Puente de Vallecas;10,6;2;6,7;10,2
dic-17;Puente de Vallecas;10,4;1;4,5;10,6
nov-17;Puente de Vallecas;10,3;3,5;3,5;11,4
oct-17;Puente de Vallecas;10;0;0;9
sept-17;Puente de Vallecas;10;0;0;9
ago-17;Puente de Vallecas;10;0;0,1;9
jul-17;Puente de Vallecas;10;-0,1;2;8,8
jun-17;Puente de Vallecas;10;0,2;3,9;8,9
may-17;Puente de Vallecas;10;1,9;4,2;11,9
abr-17;Puente de Vallecas;9,8;1,8;1,3;11,9
mar-17;Puente de Vallecas;9,6;0,5;1,8;11
feb-17;Puente de Vallecas;9,6;-1;3,2;10,8
ene-17;Puente de Vallecas;9,7;2,3;5,5;10,9
dic-16;Puente de Vallecas;9,4;1,8;3,1;8
nov-16;Puente de Vallecas;9,3;1,3;1,3;6,5
oct-16;Puente de Vallecas;9,2;0;-0,1;6,9
sept-16;Puente de Vallecas;9,2;0;-0,1;8,4
ago-16;Puente de Vallecas;9,2;-0,2;2,8;7
jul-16;Puente de Vallecas;9,2;0;4,8;6,7
jun-16;Puente de Vallecas;9,2;2,9;5,9;8,5
may-16;Puente de Vallecas;8,9;1,8;3,2;5,4
abr-16;Puente de Vallecas;8,7;1;0,4;5
mar-16;Puente de Vallecas;8,7;0,3;-0,9;5,2
feb-16;Puente de Vallecas;8,6;-0,9;-0,8;4,4
ene-16;Puente de Vallecas;8,7;-0,3;1,7;4,6
dic-15;Puente de Vallecas;8,7;0,4;3,4;4,9
nov-15;Puente de Vallecas;8,7;1,6;1,7;4,3
oct-15;Puente de Vallecas;8,6;1,4;-0,3;2,9
sept-15;Puente de Vallecas;8,4;-1,3;0;2,7
ago-15;Puente de Vallecas;8,6;-0,4;1,3;3,4
jul-15;Puente de Vallecas;8,6;1,7;3,2;3,1
jun-15;Puente de Vallecas;8,4;0;2,7;1,4
may-15;Puente de Vallecas;8,4;1,5;2,2;1,4
abr-15;Puente de Vallecas;8,3;1,2;0;0
mar-15;Puente de Vallecas;8,2;-0,5;-1,2;-1,2
feb-15;Puente de Vallecas;8,3;-0,7;-0,9;-0,7
ene-15;Puente de Vallecas;8,3;0;0,1;-0,8
dic-14;Puente de Vallecas;8,3;-0,2;1,2;-1
nov-14;Puente de Vallecas;8,3;0,2;0,8;-2,1
oct-14;Puente de Vallecas;8,3;1,2;-0,1;-3,8
sept-14;Puente de Vallecas;8,2;-0,6;-1,3;-5,3
ago-14;Puente de Vallecas;8,3;-0,6;-0,7;-4,5
jul-14;Puente de Vallecas;8,3;0;0;-4,5
jun-14;Puente de Vallecas;8,3;0;0,1;-4,9
may-14;Puente de Vallecas;8,3;0,1;0,1;-5,6
abr-14;Puente de Vallecas;8,3;0;-0,8;-6
mar-14;Puente de Vallecas;8,3;0;-1;-6,7
feb-14;Puente de Vallecas;8,3;-0,8;-2,3;-7,4
ene-14;Puente de Vallecas;8,4;-0,2;-3;-6,6
dic-13;Puente de Vallecas;8,4;-1,3;-3,2;-7,2
nov-13;Puente de Vallecas;8,5;-1,6;-1,8;-7,5
oct-13;Puente de Vallecas;8,7;-0,4;-0,8;-6,5
sept-13;Puente de Vallecas;8,7;0,2;-0,9;-7
ago-13;Puente de Vallecas;8,7;-0,6;-1,7;-7,2
jul-13;Puente de Vallecas;8,7;-0,5;-1,6;-7,4
jun-13;Puente de Vallecas;8,8;-0,7;-1,8;-8,3
may-13;Puente de Vallecas;8,8;-0,4;-1,9;-6,9
abr-13;Puente de Vallecas;8,9;-0,7;-1,4;-5,6
mar-13;Puente de Vallecas;8,9;-0,7;-1,5;-6,1
feb-13;Puente de Vallecas;9;0;-2,4;-5,8
ene-13;Puente de Vallecas;9;-0,8;-2,9;-6,5
dic-12;Puente de Vallecas;9,1;-1,6;-2,9;-6,1
nov-12;Puente de Vallecas;9,2;-0,5;-1,5;-4,8
oct-12;Puente de Vallecas;9,3;-0,8;-1,7;-5,8
sept-12;Puente de Vallecas;9,3;-0,1;-2,3;-5
ago-12;Puente de Vallecas;9,3;-0,7;-1,4;-4
jul-12;Puente de Vallecas;9,4;-1,5;0,3;-4,3
jun-12;Puente de Vallecas;9,6;0,8;0,5;-2,9
may-12;Puente de Vallecas;9,5;1;-0,8;-3,3
abr-12;Puente de Vallecas;9,4;-1,3;-2,4;-6
mar-12;Puente de Vallecas;9,5;-0,5;-1,5;-4,8
feb-12;Puente de Vallecas;9,6;-0,7;-1,3;-4,4
ene-12;Puente de Vallecas;9,6;-0,4;-2,2;-3,6
dic-11;Puente de Vallecas;9,7;-0,3;-1,8;-3,1
nov-11;Puente de Vallecas;9,7;-1,5;-0,6;-3
oct-11;Puente de Vallecas;9,8;0,1;-0,1;-1,5
sept-11;Puente de Vallecas;9,8;0,9;-0,2;-1,5
ago-11;Puente de Vallecas;9,7;-1,1;-0,7;-2,5
jul-11;Puente de Vallecas;9,8;0;-1,4;-1,4
jun-11;Puente de Vallecas;9,8;0,4;-1,5;-1,4
may-11;Puente de Vallecas;9,8;-1,9;-1,9;-2
abr-11;Puente de Vallecas;10;-0,1;0,1;-3,6
mar-11;Puente de Vallecas;10;0;0,3;-3,1
feb-11;Puente de Vallecas;10;0,1;0,1;-4,1
ene-11;Puente de Vallecas;10;0,1;0;NA
dic-10;Puente de Vallecas;10;-0,2;-0,1;NA
nov-10;Puente de Vallecas;10;0;-0,1;NA
oct-10;Puente de Vallecas;10;0;-0,1;NA
sept-10;Puente de Vallecas;10;-0,1;-0,1;NA
ago-10;Puente de Vallecas;10;0;-0,1;NA
jul-10;Puente de Vallecas;10;0;-3,6;NA
jun-10;Puente de Vallecas;10;-0,1;-3,1;NA
may-10;Puente de Vallecas;10;-3,4;-4;NA
abr-10;Puente de Vallecas;10,4;0,5;NA;NA
mar-10;Puente de Vallecas;10,3;-1;NA;NA
feb-10;Puente de Vallecas;10,4;NA;NA;NA
ene-10;Puente de Vallecas;NA;NA;NA;NA
dic-09;Puente de Vallecas;NA;NA;NA;NA
nov-09;Puente de Vallecas;NA;NA;NA;NA
oct-09;Puente de Vallecas;NA;NA;NA;NA
sept-09;Puente de Vallecas;NA;NA;NA;NA
ago-09;Puente de Vallecas;NA;NA;NA;NA
jul-09;Puente de Vallecas;NA;NA;NA;NA
jun-09;Puente de Vallecas;NA;NA;NA;NA
may-09;Puente de Vallecas;NA;NA;NA;NA
abr-09;Puente de Vallecas;NA;NA;NA;NA
mar-09;Puente de Vallecas;NA;NA;NA;NA
feb-09;Puente de Vallecas;NA;NA;NA;NA
ene-09;Puente de Vallecas;NA;NA;NA;NA
dic-08;Puente de Vallecas;NA;NA;NA;NA
nov-08;Puente de Vallecas;NA;NA;NA;NA
oct-08;Puente de Vallecas;NA;NA;NA;NA
sept-08;Puente de Vallecas;NA;NA;NA;NA
ago-08;Puente de Vallecas;NA;NA;NA;NA
jul-08;Puente de Vallecas;NA;NA;NA;NA
jun-08;Puente de Vallecas;NA;NA;NA;NA
may-08;Puente de Vallecas;NA;NA;NA;NA
abr-08;Puente de Vallecas;NA;NA;NA;NA
mar-08;Puente de Vallecas;NA;NA;NA;NA
feb-08;Puente de Vallecas;NA;NA;NA;NA
ene-08;Puente de Vallecas;NA;NA;NA;NA
dic-07;Puente de Vallecas;NA;NA;NA;NA
nov-07;Puente de Vallecas;NA;NA;NA;NA
oct-07;Puente de Vallecas;NA;NA;NA;NA
sept-07;Puente de Vallecas;NA;NA;NA;NA
ago-07;Puente de Vallecas;NA;NA;NA;NA
jul-07;Puente de Vallecas;NA;NA;NA;NA
jun-07;Puente de Vallecas;NA;NA;NA;NA
may-07;Puente de Vallecas;NA;NA;NA;NA
abr-07;Puente de Vallecas;NA;NA;NA;NA
mar-07;Puente de Vallecas;NA;NA;NA;NA
feb-07;Puente de Vallecas;NA;NA;NA;NA
ene-07;Puente de Vallecas;NA;NA;NA;NA
dic-06;Puente de Vallecas;NA;NA;NA;NA
nov-06;Puente de Vallecas;NA;NA;NA;NA
oct-06;Puente de Vallecas;NA;NA;NA;NA
sept-06;Puente de Vallecas;NA;NA;NA;NA
ago-06;Puente de Vallecas;NA;NA;NA;NA
jul-06;Puente de Vallecas;NA;NA;NA;NA
jun-06;Puente de Vallecas;NA;NA;NA;NA
may-06;Puente de Vallecas;NA;NA;NA;NA
abr-06;Puente de Vallecas;NA;NA;NA;NA
mar-06;Puente de Vallecas;NA;NA;NA;NA
feb-06;Puente de Vallecas;NA;NA;NA;NA
ene-06;Puente de Vallecas;NA;NA;NA;NA
abr-24;Retiro;19,6;1,6;-0,5;12,5
mar-24;Retiro;19,3;-1,7;0,6;12,3
feb-24;Retiro;19,6;-0,3;5,7;15,1
ene-24;Retiro;19,7;2,7;6,7;14,7
dic-23;Retiro;19,2;3,3;6,6;13,3
nov-23;Retiro;18,6;0,6;4,5;9,6
oct-23;Retiro;18,4;2,6;4,3;10,6
sept-23;Retiro;18;1,3;1,7;11,2
ago-23;Retiro;17,8;0,4;1;10,9
jul-23;Retiro;17,7;0;1,6;10,6
jun-23;Retiro;17,7;0,6;3;12,4
may-23;Retiro;17,6;0,9;3,1;11,8
abr-23;Retiro;17,4;1,4;1,5;12
mar-23;Retiro;17,2;0,7;1,5;10,9
feb-23;Retiro;17,1;-0,6;0,7;12,6
ene-23;Retiro;17,2;1,4;2,9;14,7
dic-22;Retiro;16,9;-0,1;4,6;14,8
nov-22;Retiro;16,9;1,5;5,8;14,4
oct-22;Retiro;16,7;3,1;4,3;11,8
sept-22;Retiro;16,2;1;2,9;9,1
ago-22;Retiro;16;0,1;1,9;10
jul-22;Retiro;16;1,7;2,9;10,2
jun-22;Retiro;15,7;0,1;1,6;7,4
may-22;Retiro;15,7;1,1;3,7;6,8
abr-22;Retiro;15,5;0,5;3,9;5,3
mar-22;Retiro;15,5;2,1;5;4,9
feb-22;Retiro;15,1;1,3;2,3;2,4
ene-22;Retiro;15;1,5;0,3;0,4
dic-21;Retiro;14,7;-0,5;-0,6;-1,7
nov-21;Retiro;14,8;-0,7;1,7;-3,7
oct-21;Retiro;14,9;0,6;2,8;-4,8
sept-21;Retiro;14,8;1,8;1,2;-6,6
ago-21;Retiro;14,6;0,3;-1,1;-8,1
jul-21;Retiro;14,5;-0,9;-1,7;-10,8
jun-21;Retiro;14,6;-0,5;-0,7;-11,9
may-21;Retiro;14,7;-0,3;-0,5;-10,6
abr-21;Retiro;14,8;0,1;-0,9;-8,4
mar-21;Retiro;14,7;-0,3;-1,7;-7,1
feb-21;Retiro;14,8;-0,7;-3,8;-6,3
ene-21;Retiro;14,9;-0,7;-4,9;-7,2
dic-20;Retiro;15;-2,5;-5,5;-7
nov-20;Retiro;15,4;-1,9;-2,9;-5
oct-20;Retiro;15,7;-1,2;-3,6;-3
sept-20;Retiro;15,9;0,2;-4,5;-3,3
ago-20;Retiro;15,8;-2,6;-3,8;-3,3
jul-20;Retiro;16,3;-2,2;0,9;-0,1
jun-20;Retiro;16,6;1,1;4,8;2,8
may-20;Retiro;16,5;2,1;4,3;2,8
abr-20;Retiro;16,1;1,6;0,4;1,4
mar-20;Retiro;15,9;0,6;-1,6;-2
feb-20;Retiro;15,8;-1,7;-2,5;-1,8
ene-20;Retiro;16,1;-0,4;-0,7;1,6
dic-19;Retiro;16,1;-0,4;-1,8;1,6
nov-19;Retiro;16,2;0,2;-1,1;0,2
oct-19;Retiro;16,2;-1,6;-0,7;1
sept-19;Retiro;16,4;0,3;1,5;3,8
ago-19;Retiro;16,4;0,6;2,3;4,8
jul-19;Retiro;16,3;0,6;2,4;4,5
jun-19;Retiro;16,2;1;-0,1;3,5
may-19;Retiro;16;0,7;-0,3;1,7
abr-19;Retiro;15,9;-1,8;0,5;3
mar-19;Retiro;16,2;0,8;2;5
feb-19;Retiro;16,1;1,6;-0,6;5,2
ene-19;Retiro;15,8;-0,4;-1,2;5,5
dic-18;Retiro;15,9;-1,7;0,4;6,9
nov-18;Retiro;16,2;0,9;3,5;11,3
oct-18;Retiro;16;1,2;2,8;11
sept-18;Retiro;15,8;1,3;1,2;10
ago-18;Retiro;15,6;0,3;-0,8;10,3
jul-18;Retiro;15,6;-0,3;0,8;10,3
jun-18;Retiro;15,6;-0,8;1,3;9,8
may-18;Retiro;15,7;2;3,1;10,7
abr-18;Retiro;15,4;0,1;3;9,4
mar-18;Retiro;15,4;1;3,8;10,1
feb-18;Retiro;15,3;1,8;5,1;9,9
ene-18;Retiro;15;1;3,9;9
dic-17;Retiro;14,9;2,3;3,4;7,3
nov-17;Retiro;14,5;0,7;2,5;5,1
oct-17;Retiro;14,4;0,4;2,2;7,1
sept-17;Retiro;14,4;1,5;1;9,5
ago-17;Retiro;14,2;0,3;-0,4;7,9
jul-17;Retiro;14,1;-0,8;0;5,9
jun-17;Retiro;14,2;0;1,6;8,5
may-17;Retiro;14,2;0,7;2,4;10
abr-17;Retiro;14,1;0,9;2,7;9,5
mar-17;Retiro;14;0,8;1,1;10,3
feb-17;Retiro;13,9;1;0,4;9,4
ene-17;Retiro;13,8;-0,7;2,1;7,5
dic-16;Retiro;13,8;0,2;5,5;8,3
nov-16;Retiro;13,8;2,7;5,3;10,6
oct-16;Retiro;13,5;2,6;1;7,7
sept-16;Retiro;13,1;0;0,1;7,4
ago-16;Retiro;13,1;-1,6;1,6;8,2
jul-16;Retiro;13,3;1,7;3,4;9,8
jun-16;Retiro;13,1;1,5;3,3;7,3
may-16;Retiro;12,9;0,3;1,8;6,7
abr-16;Retiro;12,9;1,5;0,8;6,4
mar-16;Retiro;12,7;0;-0,7;5,3
feb-16;Retiro;12,7;-0,8;1,5;5,9
ene-16;Retiro;12,8;0,1;2,3;6,8
dic-15;Retiro;12,8;2,2;4,6;6,6
nov-15;Retiro;12,5;0;3,1;4,3
oct-15;Retiro;12,5;2,3;3;5,3
sept-15;Retiro;12,2;0,7;0;3,4
ago-15;Retiro;12,1;-0,1;0,2;2,7
jul-15;Retiro;12,1;-0,7;0,2;3,4
jun-15;Retiro;12,2;0,9;1,4;4,7
may-15;Retiro;12,1;-0,1;1;4,1
abr-15;Retiro;12,1;0,5;1,1;4,4
mar-15;Retiro;12,1;0,6;0,6;3,3
feb-15;Retiro;12;0;0;2,7
ene-15;Retiro;12;-0,1;0,9;2
dic-14;Retiro;12;0;1,4;2,1
nov-14;Retiro;12;1;1,5;2,3
oct-14;Retiro;11,9;0,4;1,1;2,1
sept-14;Retiro;11,8;0;1,3;2,3
ago-14;Retiro;11,8;0,6;1,6;2,3
jul-14;Retiro;11,7;0,6;1,2;1,4
jun-14;Retiro;11,7;0,3;0;1,3
may-14;Retiro;11,6;0,2;-0,4;-0,2
abr-14;Retiro;11,6;-0,6;-1,2;-0,5
mar-14;Retiro;11,7;0;-0,6;0
feb-14;Retiro;11,7;-0,6;-0,4;-0,8
ene-14;Retiro;11,7;0;1,1;0,6
dic-13;Retiro;11,7;0,2;1,6;-1,5
nov-13;Retiro;11,7;0,8;1,5;-1,9
oct-13;Retiro;11,6;0,5;0,3;-3,9
sept-13;Retiro;11,6;0,1;0,4;-4,4
ago-13;Retiro;11,5;-0,3;-1;-5,2
jul-13;Retiro;11,6;0,6;-0,7;-5,4
jun-13;Retiro;11,5;-1,3;-1,3;-7,8
may-13;Retiro;11,7;0;-0,9;-6,6
abr-13;Retiro;11,7;-0,1;-0,1;-7,4
mar-13;Retiro;11,7;-0,8;-2,1;-6,6
feb-13;Retiro;11,8;0,8;-1,5;-5,3
ene-13;Retiro;11,7;-2,1;-3,4;-7,3
dic-12;Retiro;11,9;-0,2;-1,4;-5,7
nov-12;Retiro;11,9;-1,2;-2;-5,6
oct-12;Retiro;12,1;0;-1,3;-3,8
sept-12;Retiro;12,1;-0,8;-3,2;-4,4
ago-12;Retiro;12,2;-0,5;-2,4;-1,9
jul-12;Retiro;12,2;-2;-2,8;-1,7
jun-12;Retiro;12,5;0,1;-0,1;-1,2
may-12;Retiro;12,5;-0,9;0,5;-3,2
abr-12;Retiro;12,6;0,8;0,1;-3,1
mar-12;Retiro;12,5;0,6;-1,2;-3,9
feb-12;Retiro;12,4;-1,3;-1,8;-5,4
ene-12;Retiro;12,6;-0,5;0,2;-6,2
dic-11;Retiro;12,6;0;0;-3,7
nov-11;Retiro;12,6;0,7;1,9;-3,3
oct-11;Retiro;12,6;-0,6;0,9;-2,1
sept-11;Retiro;12,6;1,8;0;-1,1
ago-11;Retiro;12,4;-0,2;-3,7;-6,2
jul-11;Retiro;12,4;-1,5;-4,2;-3,6
jun-11;Retiro;12,6;-2;-2,8;-6,1
may-11;Retiro;12,9;-0,8;-1,8;-8,5
abr-11;Retiro;13;0;-3,2;-9,1
mar-11;Retiro;13;-1;-1;NA
feb-11;Retiro;13,1;-2,2;0,4;NA
ene-11;Retiro;13,4;2,2;4,6;NA
dic-10;Retiro;13,1;0,4;2,7;NA
nov-10;Retiro;13,1;2;-1,2;NA
oct-10;Retiro;12,8;0,4;-0,7;NA
sept-10;Retiro;12,8;-3,5;-5,1;NA
ago-10;Retiro;13,2;2,5;-6,1;NA
