Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.1. Paro registrado por Distrito, Grupo de edad y Sexo por Mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;16 a 19 años;16 a 19 años;16 a 19 años;20 a 24 años;20 a 24 años;20 a 24 años;25 a 29 años;25 a 29 años;25 a 29 años;30 a 34 años;30 a 34 años;30 a 34 años;35 a 39 años;35 a 39 años;35 a 39 años;40 a 44 años;40 a 44 años;40 a 44 años;45 a 49 años;45 a 49 años;45 a 49 años;50 a 54 años;50 a 54 años;50 a 54 años;55 a 59 años;55 a 59 años;55 a 59 años;60 y más años;60 y más años;60 y más años
2019;Febrero;21. Barajas;1.874;793;1.081;28;21;7;80;48;32;125;60;65;205;74;131;199;87;112;248;105;143;229;87;142;236;90;146;299;133;166;225;88;137
2019;Marzo;Ciudad de Madrid;167.672;73.632;94.040;3.321;1.767;1.554;9.479;4.770;4.709;14.574;6.576;7.998;15.890;6.701;9.189;17.513;7.142;10.371;19.491;8.121;11.370;21.089;9.201;11.888;22.679;9.996;12.683;24.349;10.966;13.383;19.287;8.392;10.895
2019;Marzo;01. Centro;7.641;3.922;3.719;56;32;24;248;118;130;587;287;300;868;414;454;909;459;450;979;494;485;1.003;540;463;1.048;557;491;1.066;570;496;877;451;426
2019;Marzo;02. Arganzuela;6.790;2.953;3.837;77;45;32;305;137;168;556;251;305;705;307;398;739;308;431;750;310;440;818;373;445;909;385;524;1.079;478;601;852;359;493
2019;Marzo;03. Retiro;4.067;1.748;2.319;27;14;13;146;77;69;352;149;203;368;173;195;404;167;237;451;184;267;505;217;288;573;257;316;646;275;371;595;235;360
2019;Marzo;04. Salamanca;4.681;1.948;2.733;25;17;8;176;83;93;385;173;212;415;178;237;458;186;272;519;211;308;528;227;301;719;290;429;797;326;471;659;257;402
2019;Marzo;05. Chamartín;4.531;1.926;2.605;33;21;12;137;85;52;341;162;179;419;169;250;433;176;257;485;185;300;594;232;362;652;260;392;816;373;443;621;263;358
2019;Marzo;06. Tetuán;8.079;3.549;4.530;137;71;66;392;208;184;731;328;403;811;315;496;821;323;498;908;387;521;1.025;450;575;1.114;515;599;1.195;529;666;945;423;522
2019;Marzo;07. Chamberí;4.733;2.046;2.687;33;11;22;166;79;87;473;215;258;523;226;297;520;221;299;490;212;278;561;234;327;655;281;374;727;330;397;585;237;348
2019;Marzo;08. Fuencarral-El Pardo;8.928;3.759;5.169;110;69;41;435;208;227;693;312;381;826;315;511;990;403;587;1.107;458;649;1.185;488;697;1.153;494;659;1.291;561;730;1.138;451;687
2019;Marzo;09. Moncloa-Aravaca;4.099;1.825;2.274;51;29;22;177;72;105;373;159;214;362;146;216;380;157;223;474;213;261;505;245;260;620;285;335;670;301;369;487;218;269
2019;Marzo;10. Latina;13.170;5.872;7.298;264;126;138;797;421;376;1.135;519;616;1.246;547;699;1.382;572;810;1.570;643;927;1.665;745;920;1.803;836;967;1.785;812;973;1.523;651;872
2019;Marzo;11. Carabanchel;16.332;7.279;9.053;382;206;176;1.091;535;556;1.398;631;767;1.552;691;861;1.720;688;1.032;2.008;823;1.185;2.122;945;1.177;2.210;1.022;1.188;2.093;959;1.134;1.756;779;977
2019;Marzo;12. Usera;9.707;4.283;5.424;284;140;144;704;338;366;897;417;480;920;371;549;1.041;432;609;1.142;481;661;1.263;539;724;1.238;551;687;1.276;567;709;942;447;495
2019;Marzo;13. Puente de Vallecas;18.350;8.385;9.965;548;299;249;1.369;666;703;1.725;789;936;1.772;791;981;1.958;790;1.168;2.065;913;1.152;2.143;1.034;1.109;2.356;1.063;1.293;2.516;1.166;1.350;1.898;874;1.024
2019;Marzo;14. Moratalaz;5.030;2.169;2.861;125;69;56;298;154;144;446;182;264;401;177;224;468;196;272;481;201;280;678;292;386;706;307;399;807;347;460;620;244;376
2019;Marzo;15. Ciudad Lineal;10.530;4.567;5.963;182;101;81;481;244;237;875;417;458;940;395;545;1.039;417;622;1.128;484;644;1.266;548;718;1.485;617;868;1.748;786;962;1.386;558;828
2019;Marzo;16. Hortaleza;7.729;3.229;4.500;112;57;55;340;180;160;659;309;350;648;239;409;763;312;451;917;354;563;1.028;415;613;1.040;395;645;1.227;528;699;995;440;555
2019;Marzo;17. Villaverde;10.746;4.631;6.115;295;152;143;770;405;365;1.026;418;608;1.006;397;609;1.121;435;686;1.287;510;777;1.328;550;778;1.433;636;797;1.423;630;793;1.057;498;559
2019;Marzo;18. Villa de Vallecas;7.273;2.999;4.274;217;106;111;516;261;255;658;284;374;768;321;447;881;319;562;1.034;397;637;905;359;546;823;347;476;820;335;485;651;270;381
2019;Marzo;19. Vicálvaro;4.542;1.909;2.633;140;77;63;333;179;154;396;181;215;373;153;220;455;172;283;552;209;343;663;237;426;632;252;380;593;269;324;405;180;225
2019;Marzo;20. San Blas-Canillejas;8.849;3.846;5.003;199;106;93;520;272;248;744;335;409;775;305;470;837;328;509;895;354;541;1.069;434;635;1.262;551;711;1.478;691;787;1.070;470;600
2019;Marzo;21. Barajas;1.865;787;1.078;24;19;5;78;48;30;124;58;66;192;71;121;194;81;113;249;98;151;235;97;138;248;95;153;296;133;163;225;87;138
2019;Abril;Ciudad de Madrid;164.835;72.542;92.293;3.271;1.712;1.559;9.060;4.540;4.520;14.096;6.455;7.641;15.536;6.544;8.992;17.139;6.983;10.156;19.125;8.049;11.076;20.670;9.036;11.634;22.302;9.827;12.475;24.180;10.925;13.255;19.456;8.471;10.985
2019;Abril;01. Centro;7.452;3.848;3.604;56;28;28;248;123;125;605;282;323;838;408;430;838;425;413;938;483;455;970;527;443;1.044;569;475;1.052;554;498;863;449;414
2019;Abril;02. Arganzuela;6.612;2.900;3.712;63;36;27;278;129;149;536;244;292;650;281;369;750;319;431;726;298;428;789;370;419;881;364;517;1.067;478;589;872;381;491
2019;Abril;03. Retiro;4.063;1.773;2.290;33;18;15;145;76;69;366;161;205;377;177;200;392;175;217;448;181;267;500;216;284;568;250;318;644;284;360;590;235;355
2019;Abril;04. Salamanca;4.623;1.925;2.698;26;15;11;174;84;90;377;168;209;404;163;241;452;187;265;514;210;304;532;233;299;699;281;418;784;318;466;661;266;395
2019;Abril;05. Chamartín;4.477;1.904;2.573;31;21;10;118;67;51;318;142;176;426;182;244;447;176;271;481;191;290;556;219;337;660;265;395;809;369;440;631;272;359
2019;Abril;06. Tetuán;7.968;3.514;4.454;138;69;69;379;208;171;683;323;360;804;329;475;803;305;498;898;379;519;1.007;439;568;1.103;512;591;1.205;530;675;948;420;528
2019;Abril;07. Chamberí;4.572;1.977;2.595;28;8;20;162;72;90;444;203;241;506;223;283;485;203;282;462;210;252;522;212;310;629;269;360;739;333;406;595;244;351
2019;Abril;08. Fuencarral-El Pardo;8.878;3.738;5.140;105;61;44;422;200;222;690;318;372;817;321;496;981;381;600;1.106;465;641;1.193;493;700;1.138;474;664;1.298;575;723;1.128;450;678
2019;Abril;09. Moncloa-Aravaca;4.018;1.789;2.229;46;31;15;154;67;87;360;161;199;350;134;216;371;158;213;456;202;254;506;243;263;613;274;339;646;285;361;516;234;282
2019;Abril;10. Latina;12.899;5.824;7.075;265;128;137;755;403;352;1.111;518;593;1.222;544;678;1.312;538;774;1.510;634;876;1.641;739;902;1.767;834;933;1.763;816;947;1.553;670;883
2019;Abril;11. Carabanchel;16.155;7.226;8.929;402;213;189;1.028;515;513;1.381;619;762;1.546;676;870;1.699;698;1.001;1.999;817;1.182;2.108;940;1.168;2.176;1.012;1.164;2.087;968;1.119;1.729;768;961
2019;Abril;12. Usera;9.489;4.156;5.333;273;130;143;695;327;368;860;393;467;898;364;534;1.000;406;594;1.087;463;624;1.248;521;727;1.198;532;666;1.265;567;698;965;453;512
2019;Abril;13. Puente de Vallecas;18.143;8.297;9.846;552;314;238;1.308;647;661;1.714;780;934;1.744;766;978;1.931;775;1.156;2.066;930;1.136;2.100;1.023;1.077;2.327;1.037;1.290;2.484;1.148;1.336;1.917;877;1.040
2019;Abril;14. Moratalaz;4.923;2.092;2.831;129;66;63;296;151;145;420;176;244;412;174;238;442;181;261;478;190;288;652;282;370;669;287;382;800;341;459;625;244;381
2019;Abril;15. Ciudad Lineal;10.248;4.414;5.834;159;89;70;474;237;237;800;399;401;919;365;554;1.018;404;614;1.121;489;632;1.196;518;678;1.446;596;850;1.732;777;955;1.383;540;843
2019;Abril;16. Hortaleza;7.582;3.171;4.411;106;55;51;330;172;158;601;302;299;609;245;364;785;308;477;909;343;566;1.027;403;624;1.008;386;622;1.202;518;684;1.005;439;566
2019;Abril;17. Villaverde;10.595;4.583;6.012;315;156;159;733;380;353;985;414;571;987;376;611;1.102;448;654;1.238;503;735;1.318;534;784;1.433;634;799;1.409;635;774;1.075;503;572
2019;Abril;18. Villa de Vallecas;7.212;2.983;4.229;208;103;105;506;249;257;646;284;362;743;306;437;884;324;560;1.021;393;628;867;348;519;834;356;478;832;337;495;671;283;388
2019;Abril;19. Vicálvaro;4.438;1.910;2.528;127;65;62;309;157;152;389;194;195;371;157;214;440;170;270;530;206;324;638;242;396;629;263;366;597;275;322;408;181;227
2019;Abril;20. San Blas-Canillejas;8.658;3.771;4.887;187;94;93;476;242;234;704;319;385;709;280;429;814;326;488;889;366;523;1.065;443;622;1.245;541;704;1.469;683;786;1.100;477;623
2019;Abril;21. Barajas;1.830;747;1.083;22;12;10;70;34;36;106;55;51;204;73;131;193;76;117;248;96;152;235;91;144;235;91;144;296;134;162;221;85;136
2019;Mayo;Ciudad de Madrid;161.423;70.476;90.947;3.102;1.644;1.458;8.604;4.257;4.347;13.802;6.238;7.564;15.046;6.266;8.780;16.821;6.788;10.033;18.459;7.670;10.789;20.089;8.747;11.342;21.989;9.622;12.367;23.959;10.734;13.225;19.552;8.510;11.042
2019;Mayo;01. Centro;7.269;3.683;3.586;47;22;25;212;101;111;605;286;319;802;386;416;841;411;430;897;441;456;941;499;442;991;529;462;1.053;560;493;880;448;432
2019;Mayo;02. Arganzuela;6.487;2.853;3.634;68;39;29;265;120;145;523;233;290;647;286;361;741;318;423;689;285;404;772;358;414;860;357;503;1.056;480;576;866;377;489
2019;Mayo;03. Retiro;4.025;1.756;2.269;30;14;16;128;71;57;356;162;194;373;176;197;382;163;219;445;192;253;489;199;290;570;248;322;660;292;368;592;239;353
2019;Mayo;04. Salamanca;4.505;1.861;2.644;27;17;10;173;82;91;376;163;213;407;177;230;443;171;272;478;187;291;509;220;289;674;272;402;763;312;451;655;260;395
2019;Mayo;05. Chamartín;4.398;1.851;2.547;34;24;10;108;64;44;325;149;176;408;169;239;419;162;257;467;186;281;537;208;329;664;266;398;810;352;458;626;271;355
2019;Mayo;06. Tetuán;7.803;3.419;4.384;128;61;67;363;191;172;695;317;378;769;314;455;774;303;471;863;362;501;969;415;554;1.093;509;584;1.196;523;673;953;424;529
2019;Mayo;07. Chamberí;4.487;1.918;2.569;28;6;22;150;66;84;445;194;251;471;203;268;485;205;280;438;211;227;524;218;306;611;253;358;731;319;412;604;243;361
2019;Mayo;08. Fuencarral-El Pardo;8.726;3.635;5.091;95;52;43;397;187;210;671;306;365;799;316;483;955;365;590;1.069;437;632;1.191;497;694;1.134;470;664;1.292;560;732;1.123;445;678
2019;Mayo;09. Moncloa-Aravaca;3.912;1.732;2.180;38;23;15;156;68;88;346;148;198;339;145;194;344;138;206;422;184;238;498;242;256;601;263;338;642;279;363;526;242;284
2019;Mayo;10. Latina;12.607;5.594;7.013;255;134;121;714;368;346;1.053;489;564;1.208;528;680;1.297;528;769;1.434;588;846;1.561;701;860;1.809;827;982;1.724;768;956;1.552;663;889
2019;Mayo;11. Carabanchel;15.725;6.913;8.812;399;215;184;975;465;510;1.364;605;759;1.461;613;848;1.664;656;1.008;1.927;785;1.142;2.009;883;1.126;2.126;980;1.146;2.067;948;1.119;1.733;763;970
2019;Mayo;12. Usera;9.293;4.042;5.251;266;133;133;646;305;341;854;391;463;867;342;525;1.012;413;599;1.045;439;606;1.217;505;712;1.184;525;659;1.253;548;705;949;441;508
2019;Mayo;13. Puente de Vallecas;17.726;8.113;9.613;521;297;224;1.257;632;625;1.673;744;929;1.659;727;932;1.891;773;1.118;1.976;898;1.078;2.054;1.002;1.052;2.297;1.030;1.267;2.466;1.129;1.337;1.932;881;1.051
2019;Mayo;14. Moratalaz;4.893;2.062;2.831;127;66;61;287;138;149;416;174;242;384;161;223;437;173;264;502;190;312;635;266;369;671;295;376;794;347;447;640;252;388
2019;Mayo;15. Ciudad Lineal;10.021;4.299;5.722;133;77;56;437;219;218;787;385;402;876;342;534;988;391;597;1.110;484;626;1.180;510;670;1.418;584;834;1.705;763;942;1.387;544;843
2019;Mayo;16. Hortaleza;7.454;3.121;4.333;86;52;34;313;162;151;578;279;299;614;242;372;772;295;477;876;325;551;1.006;401;605;996;377;619;1.201;529;672;1.012;459;553
2019;Mayo;17. Villaverde;10.453;4.470;5.983;284;139;145;750;393;357;978;398;580;971;349;622;1.087;438;649;1.225;469;756;1.271;531;740;1.409;613;796;1.400;626;774;1.078;514;564
2019;Mayo;18. Villa de Vallecas;7.037;2.912;4.125;209;109;100;488;240;248;599;266;333;722;289;433;867;319;548;1.003;389;614;855;351;504;797;328;469;812;336;476;685;285;400
2019;Mayo;19. Vicálvaro;4.352;1.845;2.507;128;63;65;292;145;147;386;186;200;356;148;208;445;182;263;493;186;307;625;228;397;618;260;358;588;263;325;421;184;237
2019;Mayo;20. San Blas-Canillejas;8.482;3.672;4.810;178;89;89;432;212;220;667;306;361;731;288;443;787;306;481;865;338;527;1.019;430;589;1.232;540;692;1.456;674;782;1.115;489;626
2019;Mayo;21. Barajas;1.768;725;1.043;21;12;9;61;28;33;105;57;48;182;65;117;190;78;112;235;94;141;227;83;144;234;96;138;290;126;164;223;86;137
2019;Junio;Ciudad de Madrid;159.355;68.753;90.602;3.223;1.703;1.520;7.764;3.829;3.935;13.568;6.024;7.544;14.959;6.162;8.797;16.536;6.598;9.938;18.259;7.423;10.836;19.861;8.528;11.333;21.871;9.437;12.434;23.831;10.604;13.227;19.483;8.445;11.038
2019;Junio;01. Centro;7.246;3.683;3.563;56;31;25;178;79;99;591;281;310;810;384;426;829;401;428;909;440;469;958;516;442;1.013;545;468;1.036;555;481;866;451;415
2019;Junio;02. Arganzuela;6.360;2.737;3.623;65;36;29;218;109;109;523;218;305;640;281;359;726;292;434;686;267;419;764;349;415;851;352;499;1.046;471;575;841;362;479
2019;Junio;03. Retiro;3.917;1.686;2.231;27;13;14;96;57;39;326;148;178;375;170;205;380;157;223;419;176;243;489;203;286;570;243;327;656;281;375;579;238;341
2019;Junio;04. Salamanca;4.428;1.831;2.597;26;15;11;120;65;55;365;159;206;408;169;239;431;163;268;463;184;279;514;220;294;667;279;388;778;319;459;656;258;398
2019;Junio;05. Chamartín;4.326;1.809;2.517;30;20;10;96;51;45;313;154;159;419;167;252;411;159;252;455;171;284;529;197;332;639;257;382;800;357;443;634;276;358
2019;Junio;06. Tetuán;7.765;3.375;4.390;137;72;65;330;175;155;669;285;384;783;339;444;779;300;479;868;356;512;970;425;545;1.104;491;613;1.166;505;661;959;427;532
2019;Junio;07. Chamberí;4.478;1.877;2.601;33;11;22;125;57;68;449;191;258;478;206;272;489;201;288;447;205;242;509;203;306;606;248;358;741;317;424;601;238;363
2019;Junio;08. Fuencarral-El Pardo;8.599;3.554;5.045;83;43;40;326;160;166;667;310;357;791;302;489;925;358;567;1.086;438;648;1.173;490;683;1.117;454;663;1.286;542;744;1.145;457;688
2019;Junio;09. Moncloa-Aravaca;3.854;1.706;2.148;35;24;11;123;60;63;353;158;195;322;133;189;348;138;210;430;186;244;476;228;248;604;261;343;639;283;356;524;235;289
2019;Junio;10. Latina;12.518;5.497;7.021;280;140;140;650;343;307;1.074;475;599;1.222;526;696;1.252;519;733;1.444;577;867;1.552;687;865;1.804;814;990;1.726;767;959;1.514;649;865
2019;Junio;11. Carabanchel;15.530;6.700;8.830;390;211;179;878;421;457;1.361;590;771;1.418;568;850;1.669;664;1.005;1.911;762;1.149;2.012;876;1.136;2.126;947;1.179;2.049;928;1.121;1.716;733;983
2019;Junio;12. Usera;9.095;3.929;5.166;277;139;138;613;281;332;819;354;465;835;345;490;970;385;585;1.026;435;591;1.188;478;710;1.174;529;645;1.226;531;695;967;452;515
2019;Junio;13. Puente de Vallecas;17.353;7.785;9.568;565;305;260;1.161;556;605;1.636;719;917;1.639;675;964;1.833;749;1.084;1.918;846;1.072;2.004;971;1.033;2.252;997;1.255;2.439;1.113;1.326;1.906;854;1.052
2019;Junio;14. Moratalaz;4.787;2.003;2.784;124;74;50;276;137;139;414;170;244;372;148;224;438;177;261;491;187;304;603;242;361;661;287;374;771;342;429;637;239;398
2019;Junio;15. Ciudad Lineal;9.868;4.209;5.659;130;69;61;391;200;191;768;366;402;876;360;516;958;367;591;1.087;463;624;1.163;494;669;1.410;571;839;1.682;756;926;1.403;563;840
2019;Junio;16. Hortaleza;7.470;3.054;4.416;106;60;46;270;130;140;571;285;286;600;236;364;760;287;473;862;309;553;1.018;389;629;1.017;379;638;1.242;525;717;1.024;454;570
2019;Junio;17. Villaverde;10.325;4.391;5.934;298;149;149;707;365;342;935;384;551;957;356;601;1.087;432;655;1.194;460;734;1.268;514;754;1.394;585;809;1.397;625;772;1.088;521;567
2019;Junio;18. Villa de Vallecas;7.040;2.855;4.185;224;115;109;460;229;231;611;259;352;749;291;458;868;312;556;983;372;611;870;349;521;798;316;482;804;329;475;673;283;390
2019;Junio;19. Vicálvaro;4.273;1.792;2.481;135;68;67;288;143;145;374;167;207;356;142;214;434;173;261;492;180;312;591;210;381;595;259;336;594;267;327;414;183;231
2019;Junio;20. San Blas-Canillejas;8.354;3.567;4.787;180;93;87;408;187;221;646;301;345;735;304;431;751;285;466;861;324;537;985;403;582;1.222;521;701;1.466;671;795;1.100;478;622
2019;Junio;21. Barajas;1.769;713;1.056;22;15;7;50;24;26;103;50;53;174;60;114;198;79;119;227;85;142;225;84;141;247;102;145;287;120;167;236;94;142
2019;Julio;Ciudad de Madrid;160.232;68.472;91.760;3.430;1.792;1.638;7.646;3.672;3.974;13.812;5.954;7.858;15.130;6.113;9.017;16.922;6.752;10.170;18.560;7.478;11.082;19.934;8.544;11.390;21.705;9.312;12.393;23.627;10.407;13.220;19.466;8.448;11.018
2019;Julio;01. Centro;7.199;3.600;3.599;63;38;25;180;83;97;618;292;326;806;377;429;822;375;447;900;440;460;942;494;448;992;534;458;1.013;525;488;863;442;421
2019;Julio;02. Arganzuela;6.499;2.814;3.685;65;36;29;217;114;103;532;233;299;648;282;366;774;311;463;740;296;444;774;347;427;859;357;502;1.031;456;575;859;382;477
2019;Julio;03. Retiro;4.011;1.717;2.294;31;14;17;96;48;48;351;158;193;379;166;213;412;171;241;436;184;252;496;210;286;567;242;325;660;284;376;583;240;343
2019;Julio;04. Salamanca;4.560;1.888;2.672;28;14;14;113;57;56;383;162;221;437;177;260;454;176;278;507;210;297;535;228;307;675;291;384;771;310;461;657;263;394
2019;Julio;05. Chamartín;4.516;1.880;2.636;43;28;15;124;60;64;321;139;182;430;168;262;432;168;264;482;181;301;551;225;326;656;266;390;821;365;456;656;280;376
2019;Julio;06. Tetuán;7.607;3.290;4.317;129;73;56;335;163;172;655;269;386;766;324;442;807;315;492;854;347;507;947;415;532;1.054;471;583;1.124;495;629;936;418;518
2019;Julio;07. Chamberí;4.663;1.968;2.695;37;18;19;114;54;60;457;213;244;482;207;275;516;210;306;508;221;287;547;218;329;624;254;370;757;326;431;621;247;374
2019;Julio;08. Fuencarral-El Pardo;8.705;3.579;5.126;110;52;58;310;150;160;693;311;382;796;306;490;945;375;570;1.100;435;665;1.168;478;690;1.134;474;660;1.301;549;752;1.148;449;699
2019;Julio;09. Moncloa-Aravaca;3.905;1.702;2.203;43;28;15;128;64;64;366;161;205;307;116;191;389;161;228;448;193;255;484;229;255;586;240;346;626;278;348;528;232;296
2019;Julio;10. Latina;12.549;5.447;7.102;300;153;147;642;311;331;1.105;472;633;1.183;497;686;1.291;535;756;1.434;562;872;1.570;704;866;1.794;795;999;1.702;751;951;1.528;667;861
2019;Julio;11. Carabanchel;15.399;6.552;8.847;399;219;180;866;405;461;1.359;580;779;1.464;574;890;1.679;664;1.015;1.875;732;1.143;1.989;864;1.125;2.041;892;1.149;2.020;899;1.121;1.707;723;984
2019;Julio;12. Usera;9.034;3.861;5.173;277;148;129;586;245;341;807;341;466;840;349;491;990;389;601;1.022;418;604;1.186;493;693;1.159;518;641;1.216;530;686;951;430;521
2019;Julio;13. Puente de Vallecas;17.787;7.851;9.936;622;314;308;1.217;586;631;1.732;735;997;1.726;715;1.011;1.875;763;1.112;2.002;862;1.140;2.014;947;1.067;2.243;972;1.271;2.445;1.098;1.347;1.911;859;1.052
2019;Julio;14. Moratalaz;4.761;1.998;2.763;126;70;56;281;135;146;405;154;251;394;160;234;412;168;244;499;198;301;593;242;351;666;293;373;766;339;427;619;239;380
2019;Julio;15. Ciudad Lineal;10.190;4.330;5.860;171;88;83;412;209;203;816;379;437;877;344;533;1.021;399;622;1.149;482;667;1.225;514;711;1.454;600;854;1.667;741;926;1.398;574;824
2019;Julio;16. Hortaleza;7.591;3.032;4.559;99;51;48;271;133;138;601;268;333;616;233;383;817;308;509;891;311;580;1.016;381;635;1.022;382;640;1.228;498;730;1.030;467;563
2019;Julio;17. Villaverde;10.188;4.291;5.897;324;159;165;624;302;322;908;369;539;961;344;617;1.103;437;666;1.209;466;743;1.262;522;740;1.359;567;792;1.379;617;762;1.059;508;551
2019;Julio;18. Villa de Vallecas;6.658;2.676;3.982;205;105;100;420;212;208;592;250;342;696;264;432;802;283;519;910;344;566;842;335;507;754;293;461;780;317;463;657;273;384
2019;Julio;19. Vicálvaro;4.248;1.737;2.511;152;76;76;279;136;143;360;152;208;383;142;241;418;166;252;486;170;316;584;212;372;595;252;343;568;247;321;423;184;239
2019;Julio;20. San Blas-Canillejas;8.362;3.543;4.819;185;95;90;379;179;200;626;264;362;757;311;446;774;300;474;866;339;527;981;400;581;1.228;516;712;1.465;661;804;1.101;478;623
2019;Julio;21. Barajas;1.800;716;1.084;21;13;8;52;26;26;125;52;73;182;57;125;189;78;111;242;87;155;228;86;142;243;103;140;287;121;166;231;93;138
2019;Agosto;Ciudad de Madrid;163.467;69.944;93.523;3.443;1.803;1.640;8.222;3.905;4.317;14.307;6.086;8.221;15.574;6.280;9.294;17.254;6.943;10.311;18.905;7.740;11.165;20.137;8.586;11.551;22.065;9.515;12.550;23.967;10.568;13.399;19.593;8.518;11.075
2019;Agosto;01. Centro;7.543;3.768;3.775;55;36;19;193;82;111;670;299;371;866;400;466;918;433;485;936;463;473;977;506;471;1.017;553;464;1.032;541;491;879;455;424
2019;Agosto;02. Arganzuela;6.701;2.885;3.816;76;45;31;242;120;122;572;234;338;693;304;389;779;308;471;757;313;444;798;351;447;879;367;512;1.044;456;588;861;387;474
2019;Agosto;03. Retiro;4.124;1.752;2.372;31;16;15;136;65;71;381;170;211;373;162;211;404;160;244;447;179;268;503;208;295;585;251;334;680;300;380;584;241;343
2019;Agosto;04. Salamanca;4.732;1.978;2.754;32;17;15;136;63;73;420;189;231;463;185;278;476;194;282;494;203;291;544;242;302;676;280;396;809;325;484;682;280;402
2019;Agosto;05. Chamartín;4.583;1.920;2.663;34;22;12;113;50;63;334;164;170;437;167;270;464;190;274;504;200;304;541;205;336;659;273;386;838;366;472;659;283;376
2019;Agosto;06. Tetuán;7.850;3.396;4.454;148;83;65;360;174;186;699;297;402;775;314;461;837;342;495;870;368;502;949;401;548;1.083;483;600;1.147;502;645;982;432;550
2019;Agosto;07. Chamberí;4.586;1.902;2.684;32;11;21;123;58;65;432;184;248;507;219;288;518;200;318;504;223;281;539;215;324;593;232;361;743;325;418;595;235;360
2019;Agosto;08. Fuencarral-El Pardo;8.931;3.608;5.323;95;40;55;342;152;190;718;322;396;829;295;534;978;380;598;1.140;450;690;1.198;484;714;1.168;471;697;1.317;564;753;1.146;450;696
2019;Agosto;09. Moncloa-Aravaca;4.089;1.796;2.293;51;33;18;140;64;76;404;183;221;335;136;199;394;162;232;453;191;262;476;218;258;648;276;372;646;292;354;542;241;301
2019;Agosto;10. Latina;12.763;5.499;7.264;296;155;141;704;341;363;1.147;465;682;1.208;485;723;1.304;547;757;1.460;579;881;1.580;691;889;1.821;819;1.002;1.730;760;970;1.513;657;856
2019;Agosto;11. Carabanchel;15.633;6.693;8.940;374;195;179;882;417;465;1.394;575;819;1.512;615;897;1.719;693;1.026;1.931;791;1.140;1.994;853;1.141;2.068;924;1.144;2.058;905;1.153;1.701;725;976
2019;Agosto;12. Usera;9.178;3.923;5.255;267;136;131;633;276;357;813;354;459;867;354;513;1.006;399;607;1.058;441;617;1.208;500;708;1.174;521;653;1.195;510;685;957;432;525
2019;Agosto;13. Puente de Vallecas;17.409;7.702;9.707;570;288;282;1.233;592;641;1.694;718;976;1.669;681;988;1.836;752;1.084;1.919;830;1.089;1.944;925;1.019;2.232;965;1.267;2.411;1.094;1.317;1.901;857;1.044
2019;Agosto;14. Moratalaz;4.878;2.030;2.848;138;77;61;308;156;152;424;161;263;421;176;245;431;177;254;494;188;306;595;239;356;651;280;371;774;329;445;642;247;395
2019;Agosto;15. Ciudad Lineal;10.321;4.394;5.927;181;93;88;418;210;208;831;362;469;889;347;542;1.034;417;617;1.109;479;630;1.263;547;716;1.471;601;870;1.708;767;941;1.417;571;846
2019;Agosto;16. Hortaleza;7.858;3.202;4.656;121;67;54;317;158;159;633;287;346;638;250;388;818;297;521;918;330;588;1.048;397;651;1.079;423;656;1.260;526;734;1.026;467;559
2019;Agosto;17. Villaverde;10.256;4.345;5.911;338;169;169;636;302;334;903;354;549;959;360;599;1.089;430;659;1.219;485;734;1.293;528;765;1.339;583;756;1.399;614;785;1.081;520;561
2019;Agosto;18. Villa de Vallecas;7.199;2.891;4.308;232;122;110;472;228;244;664;264;400;769;297;472;858;307;551;1.014;387;627;873;343;530;801;323;478;831;337;494;685;283;402
2019;Agosto;19. Vicálvaro;4.440;1.868;2.572;145;76;69;317;152;165;383;172;211;420;164;256;433;181;252;525;196;329;604;228;376;619;262;357;580;253;327;414;184;230
2019;Agosto;20. San Blas-Canillejas;8.554;3.630;4.924;207;110;97;440;211;229;666;278;388;768;310;458;756;292;464;905;344;561;990;409;581;1.262;523;739;1.474;684;790;1.086;469;617
2019;Agosto;21. Barajas;1.839;762;1.077;20;12;8;77;34;43;125;54;71;176;59;117;202;82;120;248;100;148;220;96;124;240;105;135;291;118;173;240;102;138
2019;Septiembre;Ciudad de Madrid;162.605;70.037;92.568;3.855;2.055;1.800;8.934;4.285;4.649;13.910;6.086;7.824;14.961;6.056;8.905;16.920;6.824;10.096;18.463;7.617;10.846;19.745;8.405;11.340;21.926;9.458;12.468;23.978;10.637;13.341;19.913;8.614;11.299
2019;Septiembre;01. Centro;7.399;3.723;3.676;59;37;22;216;95;121;669;300;369;819;381;438;873;431;442;902;434;468;971;507;464;985;529;456;1.044;555;489;861;454;407
2019;Septiembre;02. Arganzuela;6.698;2.924;3.774;88;51;37;283;129;154;572;256;316;646;289;357;759;305;454;752;323;429;788;356;432;868;353;515;1.067;465;602;875;397;478
2019;Septiembre;03. Retiro;4.082;1.732;2.350;43;21;22;134;60;74;365;168;197;372;150;222;394;154;240;432;189;243;498;208;290;586;248;338;668;293;375;590;241;349
