Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.1. Paro registrado por Distrito, Grupo de edad y Sexo por Mes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;16 a 19 años;16 a 19 años;16 a 19 años;20 a 24 años;20 a 24 años;20 a 24 años;25 a 29 años;25 a 29 años;25 a 29 años;30 a 34 años;30 a 34 años;30 a 34 años;35 a 39 años;35 a 39 años;35 a 39 años;40 a 44 años;40 a 44 años;40 a 44 años;45 a 49 años;45 a 49 años;45 a 49 años;50 a 54 años;50 a 54 años;50 a 54 años;55 a 59 años;55 a 59 años;55 a 59 años;60 y más años;60 y más años;60 y más años
;;;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres
2023;Junio;13. Puente de Vallecas;15.657;6.727;8.930;379;204;175;939;467;472;1.336;600;736;1.521;608;913;1.555;617;938;1.548;621;927;1.710;737;973;1.848;818;1.030;2.421;1.036;1.385;2.400;1.019;1.381
2023;Junio;14. Moratalaz;4.366;1.808;2.558;73;38;35;218;119;99;348;157;191;367;158;209;357;149;208;417;173;244;469;174;295;567;225;342;770;311;459;780;304;476
2023;Junio;15. Ciudad Lineal;8.912;3.764;5.148;126;78;48;314;176;138;632;295;337;775;355;420;758;275;483;803;313;490;965;401;564;1.204;476;728;1.637;698;939;1.698;697;1.001
2023;Junio;16. Hortaleza;6.678;2.640;4.038;88;40;48;228;122;106;432;207;225;534;216;318;559;209;350;624;216;408;848;304;544;899;349;550;1.166;457;709;1.300;520;780
2023;Junio;17. Villaverde;9.673;3.956;5.717;230;128;102;562;273;289;748;297;451;921;343;578;990;366;624;1.070;434;636;1.099;427;672;1.248;511;737;1.384;573;811;1.421;604;817
2023;Junio;18. Villa de Vallecas;6.453;2.485;3.968;158;81;77;390;193;197;535;229;306;617;241;376;675;243;432;743;247;496;862;338;524;789;277;512;824;316;508;860;320;540
2023;Junio;19. Vicálvaro;4.322;1.722;2.600;94;46;48;269;122;147;375;170;205;409;152;257;415;155;260;391;165;226;539;199;340;584;212;372;658;273;385;588;228;360
2023;Junio;20. San Blas-Canillejas;7.675;3.146;4.529;150;82;68;347;201;146;518;221;297;620;255;365;715;284;431;655;240;415;762;287;475;978;381;597;1.444;567;877;1.486;628;858
2023;Junio;21. Barajas;1.545;608;937;23;10;13;51;34;17;93;47;46;111;36;75;125;41;84;148;45;103;205;70;135;194;90;104;298;120;178;297;115;182
2023;Julio;Ciudad de Madrid;141.653;59.537;82.116;2.356;1.277;1.079;6.536;3.266;3.270;10.911;4.858;6.053;12.896;5.443;7.453;13.248;5.233;8.015;14.046;5.558;8.488;16.143;6.630;9.513;18.367;7.662;10.705;23.264;9.784;13.480;23.886;9.826;14.060
2023;Julio;01. Centro;6.224;3.227;2.997;38;20;18;174;80;94;443;216;227;632;317;315;684;343;341;664;360;304;724;371;353;880;455;425;1.009;548;461;976;517;459
2023;Julio;02. Arganzuela;5.513;2.368;3.145;38;21;17;191;99;92;458;205;253;563;272;291;522;211;311;565;234;331;597;241;356;649;277;372;905;370;535;1.025;438;587
2023;Julio;03. Retiro;3.308;1.335;1.973;14;9;5;89;45;44;261;132;129;327;146;181;293;121;172;305;122;183;345;135;210;425;147;278;627;240;387;622;238;384
2023;Julio;04. Salamanca;3.831;1.600;2.231;24;13;11;118;58;60;314;142;172;362;164;198;314;151;163;324;127;197;397;155;242;471;190;281;728;294;434;779;306;473
2023;Julio;05. Chamartín;3.708;1.518;2.190;25;13;12;90;48;42;226;88;138;324;143;181;323;139;184;298;108;190;402;174;228;482;203;279;719;283;436;819;319;500
2023;Julio;06. Tetuán;6.646;2.764;3.882;78;46;32;260;130;130;518;210;308;670;268;402;634;225;409;628;252;376;731;288;443;869;370;499;1.108;485;623;1.150;490;660
2023;Julio;07. Chamberí;3.786;1.592;2.194;18;7;11;106;57;49;340;146;194;367;175;192;335;158;177;355;140;215;397;168;229;491;181;310;653;262;391;724;298;426
2023;Julio;08. Fuencarral-El Pardo;7.584;3.113;4.471;86;46;40;278;145;133;551;249;302;640;263;377;632;238;394;785;295;490;930;391;539;1.063;450;613;1.268;549;719;1.351;487;864
2023;Julio;09. Moncloa-Aravaca;3.514;1.517;1.997;43;26;17;98;53;45;259;117;142;309;138;171;290;114;176;314;122;192;376;149;227;470;198;272;669;299;370;686;301;385
2023;Julio;10. Latina;11.223;4.768;6.455;223;119;104;540;239;301;846;388;458;918;394;524;1.050;439;611;1.176;479;697;1.235;522;713;1.511;625;886;1.894;791;1.103;1.830;772;1.058
2023;Julio;11. Carabanchel;13.679;5.699;7.980;305;166;139;734;351;383;1.107;473;634;1.257;517;740;1.330;496;834;1.450;560;890;1.684;712;972;1.786;759;1.027;1.996;835;1.161;2.030;830;1.200
2023;Julio;12. Usera;8.204;3.536;4.668;199;108;91;560;282;278;670;297;373;725;334;391;792;341;451;840;319;521;979;417;562;1.073;471;602;1.190;495;695;1.176;472;704
2023;Julio;13. Puente de Vallecas;15.199;6.529;8.670;354;193;161;920;451;469;1.275;564;711;1.472;573;899;1.504;603;901;1.496;590;906;1.674;725;949;1.772;815;957;2.329;995;1.334;2.403;1.020;1.383
2023;Julio;14. Moratalaz;4.323;1.788;2.535;68;36;32;213;113;100;335;152;183;363;163;200;380;146;234;401;168;233;439;171;268;570;223;347;783;318;465;771;298;473
2023;Julio;15. Ciudad Lineal;8.861;3.707;5.154;131;81;50;327;175;152;661;313;348;771;348;423;732;272;460;789;296;493;969;397;572;1.157;454;703;1.642;692;950;1.682;679;1.003
2023;Julio;16. Hortaleza;6.717;2.675;4.042;92;46;46;244;130;114;427;206;221;526;222;304;565;204;361;655;236;419;833;301;532;901;357;544;1.172;462;710;1.302;511;791
2023;Julio;17. Villaverde;9.363;3.832;5.531;220;127;93;524;254;270;732;301;431;897;332;565;947;339;608;1.035;417;618;1.071;427;644;1.223;510;713;1.323;548;775;1.391;577;814
2023;Julio;18. Villa de Vallecas;6.386;2.467;3.919;145;71;74;392;192;200;495;219;276;620;226;394;674;235;439;754;273;481;864;336;528;790;281;509;833;336;497;819;298;521
2023;Julio;19. Vicálvaro;4.329;1.734;2.595;98;46;52;271;130;141;374;167;207;407;162;245;406;140;266;406;171;235;523;192;331;597;220;377;660;278;382;587;228;359
2023;Julio;20. San Blas-Canillejas;7.669;3.148;4.521;137;70;67;356;200;156;527;228;299;620;245;375;708;275;433;652;245;407;758;285;473;984;386;598;1.460;583;877;1.467;631;836
2023;Julio;21. Barajas;1.586;620;966;20;13;7;51;34;17;92;45;47;126;41;85;133;43;90;154;44;110;215;73;142;203;90;113;296;121;175;296;116;180
2023;Agosto;Ciudad de Madrid;142.718;60.175;82.543;2.361;1.308;1.053;6.798;3.383;3.415;11.404;5.125;6.279;13.195;5.600;7.595;13.413;5.291;8.122;14.139;5.658;8.481;16.190;6.614;9.576;18.311;7.669;10.642;22.979;9.661;13.318;23.928;9.866;14.062
2023;Agosto;01. Centro;6.415;3.308;3.107;45;22;23;165;79;86;490;235;255;675;337;338;692;351;341;674;357;317;777;401;376;906;457;449;1.025;558;467;966;511;455
2023;Agosto;02. Arganzuela;5.601;2.405;3.196;41;23;18;211;110;101;475;213;262;593;277;316;532;217;315;560;238;322;610;242;368;652;284;368;893;365;528;1.034;436;598
2023;Agosto;03. Retiro;3.370;1.389;1.981;17;12;5;97;51;46;282;147;135;334;156;178;300;125;175;321;131;190;365;140;225;413;139;274;620;245;375;621;243;378
2023;Agosto;04. Salamanca;3.829;1.586;2.243;23;15;8;119;59;60;315;143;172;348;150;198;311;141;170;330;126;204;408;158;250;466;193;273;728;292;436;781;309;472
2023;Agosto;05. Chamartín;3.748;1.552;2.196;23;15;8;97;51;46;255;116;139;340;153;187;319;136;183;310;112;198;392;166;226;485;209;276;721;281;440;806;313;493
2023;Agosto;06. Tetuán;6.714;2.819;3.895;82;51;31;278;140;138;537;223;314;688;284;404;647;233;414;650;272;378;739;287;452;873;370;503;1.081;469;612;1.139;490;649
2023;Agosto;07. Chamberí;3.832;1.619;2.213;19;10;9;108;58;50;354;162;192;382;185;197;361;173;188;369;146;223;392;160;232;482;179;303;636;250;386;729;296;433
2023;Agosto;08. Fuencarral-El Pardo;7.598;3.110;4.488;77;46;31;287;150;137;578;248;330;639;276;363;652;243;409;784;296;488;924;379;545;1.061;449;612;1.245;533;712;1.351;490;861
2023;Agosto;09. Moncloa-Aravaca;3.547;1.517;2.030;42;26;16;118;62;56;270;113;157;315;131;184;286;113;173;308;124;184;380;157;223;469;198;271;670;295;375;689;298;391
2023;Agosto;10. Latina;11.329;4.831;6.498;210;107;103;561;261;300;882;392;490;943;409;534;1.046;447;599;1.212;509;703;1.205;496;709;1.519;630;889;1.907;803;1.104;1.844;777;1.067
2023;Agosto;11. Carabanchel;13.707;5.718;7.989;305;160;145;747;363;384;1.161;500;661;1.287;534;753;1.347;496;851;1.396;541;855;1.697;722;975;1.777;745;1.032;1.964;828;1.136;2.026;829;1.197
2023;Agosto;12. Usera;8.183;3.509;4.674;200;112;88;543;255;288;691;324;367;722;321;401;783;335;448;847;334;513;965;401;564;1.072;462;610;1.166;478;688;1.194;487;707
2023;Agosto;13. Puente de Vallecas;15.301;6.572;8.729;361;206;155;940;453;487;1.316;594;722;1.526;595;931;1.538;602;936;1.510;600;910;1.702;727;975;1.730;797;933;2.270;978;1.292;2.408;1.020;1.388
2023;Agosto;14. Moratalaz;4.354;1.804;2.550;70;36;34;235;121;114;342;160;182;366;164;202;377;138;239;407;176;231;440;169;271;574;229;345;771;308;463;772;303;469
2023;Agosto;15. Ciudad Lineal;8.905;3.738;5.167;127;81;46;338;188;150;691;322;369;786;350;436;757;284;473;793;298;495;929;385;544;1.157;471;686;1.609;667;942;1.718;692;1.026
2023;Agosto;16. Hortaleza;6.799;2.720;4.079;88;45;43;256;134;122;460;222;238;525;219;306;579;212;367;688;256;432;831;295;536;902;363;539;1.168;456;712;1.302;518;784
2023;Agosto;17. Villaverde;9.379;3.873;5.506;220;129;91;549;263;286;743;311;432;908;333;575;954;351;603;1.012;405;607;1.074;434;640;1.198;499;699;1.323;554;769;1.398;594;804
2023;Agosto;18. Villa de Vallecas;6.424;2.502;3.922;142;68;74;389;178;211;512;229;283;639;247;392;689;242;447;742;272;470;868;337;531;792;294;498;819;331;488;832;304;528
2023;Agosto;19. Vicálvaro;4.376;1.774;2.602;88;43;45;293;145;148;405;182;223;415;169;246;407;141;266;414;173;241;509;194;315;601;223;378;651;273;378;593;231;362
2023;Agosto;20. San Blas-Canillejas;7.744;3.217;4.527;160;88;72;406;226;180;537;236;301;643;265;378;710;274;436;665;248;417;773;297;476;990;395;595;1.420;577;843;1.440;611;829
2023;Agosto;21. Barajas;1.563;612;951;21;13;8;61;36;25;108;53;55;121;45;76;126;37;89;147;44;103;210;67;143;192;83;109;292;120;172;285;114;171
2023;Septiembre;Ciudad de Madrid;143.473;60.446;83.027;2.451;1.381;1.070;7.328;3.693;3.635;11.355;5.044;6.311;13.133;5.522;7.611;13.329;5.227;8.102;14.080;5.561;8.519;16.127;6.578;9.549;18.340;7.707;10.633;23.103;9.694;13.409;24.227;10.039;14.188
2023;Septiembre;01. Centro;6.315;3.245;3.070;43;22;21;169;76;93;461;199;262;665;352;313;658;325;333;648;339;309;760;397;363;906;461;445;1.033;561;472;972;513;459
2023;Septiembre;02. Arganzuela;5.537;2.384;3.153;49;29;20;219;118;101;471;212;259;564;256;308;492;198;294;558;243;315;598;232;366;648;279;369;891;363;528;1.047;454;593
2023;Septiembre;03. Retiro;3.271;1.318;1.953;17;9;8;105;44;61;255;122;133;307;135;172;278;120;158;299;121;178;362;142;220;410;145;265;621;235;386;617;245;372
2023;Septiembre;04. Salamanca;3.839;1.598;2.241;27;15;12;146;72;74;298;126;172;343;141;202;318;146;172;333;131;202;393;154;239;459;188;271;734;302;432;788;323;465
2023;Septiembre;05. Chamartín;3.696;1.534;2.162;20;15;5;100;55;45;229;105;124;301;134;167;328;141;187;303;108;195;399;162;237;488;204;284;720;284;436;808;326;482
2023;Septiembre;06. Tetuán;6.793;2.842;3.951;95;59;36;308;162;146;540;215;325;683;269;414;648;230;418;647;259;388;747;298;449;893;389;504;1.092;471;621;1.140;490;650
2023;Septiembre;07. Chamberí;3.863;1.596;2.267;13;8;5;149;78;71;357;166;191;375;159;216;366;169;197;375;149;226;376;149;227;484;177;307;634;246;388;734;295;439
2023;Septiembre;08. Fuencarral-El Pardo;7.641;3.162;4.479;79;52;27;320;172;148;573;239;334;645;296;349;671;250;421;785;297;488;897;371;526;1.046;448;598;1.274;543;731;1.351;494;857
2023;Septiembre;09. Moncloa-Aravaca;3.501;1.514;1.987;42;26;16;117;62;55;258;114;144;315;130;185;289;112;177;308;129;179;368;155;213;462;202;260;654;285;369;688;299;389
2023;Septiembre;10. Latina;11.493;4.899;6.594;225;120;105;626;315;311;893;420;473;958;393;565;1.066;448;618;1.201;481;720;1.224;497;727;1.518;631;887;1.905;808;1.097;1.877;786;1.091
2023;Septiembre;11. Carabanchel;13.955;5.849;8.106;294;157;137;804;394;410;1.209;508;701;1.312;547;765;1.361;499;862;1.419;541;878;1.683;722;961;1.811;773;1.038;1.996;849;1.147;2.066;859;1.207
2023;Septiembre;12. Usera;8.168;3.452;4.716;199;116;83;537;247;290;699;320;379;730;317;413;787;329;458;814;303;511;972;403;569;1.063;452;611;1.152;472;680;1.215;493;722
2023;Septiembre;13. Puente de Vallecas;15.453;6.646;8.807;379;213;166;1.005;497;508;1.315;583;732;1.495;590;905;1.524;601;923;1.489;588;901;1.753;728;1.025;1.763;806;957;2.299;994;1.305;2.431;1.046;1.385
2023;Septiembre;14. Moratalaz;4.442;1.835;2.607;77;44;33;262;139;123;362;156;206;379;164;215;391;137;254;403;176;227;436;165;271;570;235;335;767;304;463;795;315;480
2023;Septiembre;15. Ciudad Lineal;8.961;3.785;5.176;140;75;65;369;208;161;667;319;348;789;347;442;731;277;454;825;312;513;928;390;538;1.153;483;670;1.631;682;949;1.728;692;1.036
2023;Septiembre;16. Hortaleza;6.811;2.761;4.050;94;49;45;278;138;140;438;215;223;519;221;298;567;220;347;693;248;445;831;308;523;899;363;536;1.171;464;707;1.321;535;786
2023;Septiembre;17. Villaverde;9.529;3.921;5.608;223;135;88;565;283;282;787;340;447;908;341;567;952;347;605;1.048;415;633;1.087;434;653;1.203;497;706;1.350;547;803;1.406;582;824
2023;Septiembre;18. Villa de Vallecas;6.471;2.511;3.960;139;73;66;417;193;224;535;232;303;647;249;398;689;242;447;715;256;459;865;333;532;797;292;505;811;328;483;856;313;543
2023;Septiembre;19. Vicálvaro;4.423;1.785;2.638;98;53;45;315;156;159;383;160;223;429;172;257;402;140;262;407;169;238;490;191;299;620;229;391;671;277;394;608;238;370
2023;Septiembre;20. San Blas-Canillejas;7.766;3.187;4.579;173;93;80;443;243;200;528;240;288;647;268;379;692;260;432;659;245;414;753;283;470;965;371;594;1.422;561;861;1.484;623;861
2023;Septiembre;21. Barajas;1.545;622;923;25;18;7;74;41;33;97;53;44;122;41;81;119;36;83;151;51;100;205;64;141;182;82;100;275;118;157;295;118;177
2023;Octubre;Ciudad de Madrid;143.534;60.705;82.829;2.330;1.322;1.008;7.443;3.765;3.678;11.487;5.144;6.343;13.119;5.592;7.527;13.339;5.289;8.050;13.989;5.586;8.403;15.974;6.489;9.485;18.393;7.741;10.652;23.054;9.648;13.406;24.406;10.129;14.277
2023;Octubre;01. Centro;6.297;3.255;3.042;35;21;14;189;101;88;467;202;265;684;340;344;644;327;317;651;357;294;739;381;358;890;447;443;1.013;555;458;985;524;461
2023;Octubre;02. Arganzuela;5.466;2.381;3.085;54;32;22;216;112;104;467;210;257;555;256;299;483;206;277;525;232;293;567;228;339;661;282;379;881;362;519;1.057;461;596
2023;Octubre;03. Retiro;3.218;1.294;1.924;23;12;11;110;53;57;229;108;121;303;136;167;265;108;157;291;119;172;353;127;226;419;158;261;597;225;372;628;248;380
2023;Octubre;04. Salamanca;3.819;1.612;2.207;24;15;9;135;68;67;304;145;159;354;159;195;300;143;157;332;119;213;408;165;243;450;193;257;714;276;438;798;329;469
2023;Octubre;05. Chamartín;3.683;1.526;2.157;20;15;5;103;54;49;260;118;142;293;132;161;317;133;184;295;111;184;402;164;238;464;196;268;718;278;440;811;325;486
2023;Octubre;06. Tetuán;6.786;2.837;3.949;93;63;30;297;155;142;547;237;310;681;265;416;668;233;435;651;265;386;727;271;456;894;382;512;1.087;467;620;1.141;499;642
2023;Octubre;07. Chamberí;3.818;1.594;2.224;14;9;5;155;84;71;359;163;196;378;178;200;353;167;186;343;123;220;377;144;233;473;180;293;647;254;393;719;292;427
2023;Octubre;08. Fuencarral-El Pardo;7.646;3.189;4.457;91;64;27;309;164;145;586;246;340;637;289;348;673;253;420;798;303;495;888;380;508;1.056;467;589;1.271;545;726;1.337;478;859
2023;Octubre;09. Moncloa-Aravaca;3.501;1.536;1.965;27;17;10;136;65;71;273;128;145;308;133;175;299;125;174;301;130;171;363;150;213;461;208;253;647;280;367;686;300;386
2023;Octubre;10. Latina;11.415;4.854;6.561;204;113;91;638;304;334;869;398;471;961;403;558;1.038;429;609;1.189;496;693;1.236;502;734;1.477;610;867;1.905;806;1.099;1.898;793;1.105
2023;Octubre;11. Carabanchel;14.121;5.962;8.159;281;143;138;831;412;419;1.231;527;704;1.339;574;765;1.369;520;849;1.440;550;890;1.659;703;956;1.854;795;1.059;2.026;852;1.174;2.091;886;1.205
2023;Octubre;12. Usera;8.269;3.500;4.769;195;122;73;547;253;294;707;317;390;740;335;405;806;332;474;846;315;531;959;401;558;1.074;456;618;1.165;471;694;1.230;498;732
2023;Octubre;13. Puente de Vallecas;15.500;6.668;8.832;356;197;159;1.018;518;500;1.328;584;744;1.494;605;889;1.549;600;949;1.499;592;907;1.699;718;981;1.803;814;989;2.315;984;1.331;2.439;1.056;1.383
2023;Octubre;14. Moratalaz;4.403;1.834;2.569;69;40;29;247;137;110;364;159;205;394;173;221;385;144;241;399;178;221;410;154;256;582;240;342;754;303;451;799;306;493
2023;Octubre;15. Ciudad Lineal;9.020;3.814;5.206;119;65;54;379;193;186;702;344;358;757;335;422;744;283;461;823;325;498;979;404;575;1.155;482;673;1.607;681;926;1.755;702;1.053
2023;Octubre;16. Hortaleza;6.770;2.751;4.019;84;48;36;287;150;137;450;221;229;513;213;300;566;229;337;665;249;416;819;291;528;889;360;529;1.163;458;705;1.334;532;802
2023;Octubre;17. Villaverde;9.588;3.978;5.610;215;120;95;590;312;278;777;336;441;912;340;572;960;350;610;1.053;429;624;1.081;439;642;1.222;493;729;1.376;571;805;1.402;588;814
2023;Octubre;18. Villa de Vallecas;6.465;2.495;3.970;149;77;72;423;192;231;550;239;311;627;242;385;694;244;450;694;250;444;849;323;526;812;301;511;794;313;481;873;314;559
2023;Octubre;19. Vicálvaro;4.381;1.762;2.619;83;45;38;318;158;160;372;157;215;417;170;247;402;143;259;408;162;246;491;190;301;604;223;381;657;271;386;629;243;386
2023;Octubre;20. San Blas-Canillejas;7.796;3.220;4.576;171;89;82;441;240;201;532;242;290;659;270;389;695;280;415;645;235;410;762;289;473;961;368;593;1.437;576;861;1.493;631;862
2023;Octubre;21. Barajas;1.572;643;929;23;15;8;74;40;34;113;63;50;113;44;69;129;40;89;141;46;95;206;65;141;192;86;106;280;120;160;301;124;177
2023;Noviembre;Ciudad de Madrid;141.323;59.870;81.453;2.176;1.223;953;7.285;3.682;3.603;11.354;5.092;6.262;12.927;5.508;7.419;13.067;5.227;7.840;13.749;5.558;8.191;15.719;6.362;9.357;18.064;7.633;10.431;22.712;9.542;13.170;24.270;10.043;14.227
2023;Noviembre;01. Centro;6.263;3.250;3.013;37;22;15;208;101;107;477;206;271;662;343;319;634;330;304;662;365;297;726;368;358;865;438;427;1.022;568;454;970;509;461
2023;Noviembre;02. Arganzuela;5.393;2.356;3.037;39;26;13;225;114;111;474;204;270;533;257;276;487;215;272;522;228;294;565;234;331;660;279;381;848;349;499;1.040;450;590
2023;Noviembre;03. Retiro;3.223;1.315;1.908;18;10;8;109;53;56;240;113;127;299;132;167;263;111;152;313;134;179;347;124;223;422;165;257;584;225;359;628;248;380
2023;Noviembre;04. Salamanca;3.810;1.572;2.238;28;20;8;132;66;66;316;137;179;375;163;212;294;142;152;308;101;207;403;159;244;463;203;260;708;271;437;783;310;473
2023;Noviembre;05. Chamartín;3.659;1.566;2.093;17;11;6;97;48;49;272;134;138;282;142;140;331;141;190;286;116;170;409;175;234;457;190;267;693;268;425;815;341;474
2023;Noviembre;06. Tetuán;6.700;2.829;3.871;77;47;30;292;152;140;565;253;312;670;278;392;657;233;424;638;258;380;710;271;439;877;385;492;1.068;459;609;1.146;493;653
2023;Noviembre;07. Chamberí;3.823;1.589;2.234;21;11;10;166;90;76;353;150;203;376;179;197;332;150;182;352;135;217;400;158;242;449;169;280;655;259;396;719;288;431
2023;Noviembre;08. Fuencarral-El Pardo;7.476;3.141;4.335;76;53;23;298;165;133;548;245;303;631;282;349;653;254;399;780;290;490;859;366;493;1.025;450;575;1.267;547;720;1.339;489;850
2023;Noviembre;09. Moncloa-Aravaca;3.413;1.502;1.911;25;20;5;125;65;60;282;121;161;302;142;160;284;118;166;306;131;175;367;146;221;445;200;245;613;267;346;664;292;372
2023;Noviembre;10. Latina;11.267;4.838;6.429;181;99;82;635;316;319;882;406;476;959;403;556;1.020;446;574;1.140;473;667;1.222;504;718;1.475;620;855;1.887;796;1.091;1.866;775;1.091
2023;Noviembre;11. Carabanchel;13.761;5.784;7.977;276;144;132;791;387;404;1.126;487;639;1.310;544;766;1.337;486;851;1.411;550;861;1.626;692;934;1.811;776;1.035;2.000;836;1.164;2.073;882;1.191
2023;Noviembre;12. Usera;8.149;3.440;4.709;176;106;70;572;258;314;685;300;385;729;313;416;782;316;466;814;316;498;943;405;538;1.065;454;611;1.137;465;672;1.246;507;739
2023;Noviembre;13. Puente de Vallecas;15.307;6.567;8.740;323;173;150;974;501;473;1.314;591;723;1.491;570;921;1.518;596;922;1.496;604;892;1.691;701;990;1.786;813;973;2.301;973;1.328;2.413;1.045;1.368
2023;Noviembre;14. Moratalaz;4.324;1.800;2.524;72;39;33;232;126;106;353;154;199;390;174;216;370;140;230;379;179;200;386;138;248;571;230;341;758;308;450;813;312;501
2023;Noviembre;15. Ciudad Lineal;8.937;3.742;5.195;108;61;47;382;190;192;717;345;372;777;340;437;711;267;444;815;319;496;954;396;558;1.144;463;681;1.575;667;908;1.754;694;1.060
2023;Noviembre;16. Hortaleza;6.671;2.716;3.955;80;42;38;286;156;130;447;223;224;505;218;287;556;212;344;640;236;404;799;276;523;888;370;518;1.151;453;698;1.319;530;789
2023;Noviembre;17. Villaverde;9.418;3.915;5.503;210;119;91;593;305;288;760;325;435;883;339;544;958;370;588;1.013;409;604;1.063;409;654;1.180;479;701;1.356;570;786;1.402;590;812
2023;Noviembre;18. Villa de Vallecas;6.330;2.445;3.885;150;83;67;406;183;223;536;230;306;618;229;389;689;244;445;682;246;436;832;315;517;763;290;473;784;306;478;870;319;551
2023;Noviembre;19. Vicálvaro;4.264;1.731;2.533;84;44;40;273;133;140;357;157;200;402;162;240;400;148;252;417;175;242;474;187;287;591;219;372;650;274;376;616;232;384
2023;Noviembre;20. San Blas-Canillejas;7.604;3.143;4.461;157;80;77;422;233;189;539;254;285;621;255;366;671;270;401;632;242;390;741;271;470;938;357;581;1.386;566;820;1.497;615;882
2023;Noviembre;21. Barajas;1.531;629;902;21;13;8;67;40;27;111;57;54;112;43;69;120;38;82;143;51;92;202;67;135;189;83;106;269;115;154;297;122;175
2023;Diciembre;Ciudad de Madrid;139.940;59.875;80.065;1.920;1.074;846;6.729;3.435;3.294;11.164;5.132;6.032;12.814;5.527;7.287;13.058;5.333;7.725;13.780;5.647;8.133;15.671;6.497;9.174;18.001;7.690;10.311;22.687;9.549;13.138;24.116;9.991;14.125
2023;Diciembre;01. Centro;6.257;3.245;3.012;26;13;13;183;89;94;471;208;263;657;340;317;641;344;297;682;369;313;759;391;368;852;424;428;1.010;566;444;976;501;475
2023;Diciembre;02. Arganzuela;5.389;2.380;3.009;34;21;13;193;99;94;480;214;266;555;270;285;469;203;266;515;232;283;577;256;321;669;284;385;859;356;503;1.038;445;593
2023;Diciembre;03. Retiro;3.194;1.334;1.860;15;10;5;105;53;52;248;120;128;296;134;162;252;110;142;321;133;188;343;131;212;417;169;248;589;229;360;608;245;363
2023;Diciembre;04. Salamanca;3.756;1.561;2.195;27;22;5;122;61;61;302;133;169;372;174;198;305;143;162;299;97;202;384;148;236;460;198;262;704;268;436;781;317;464
2023;Diciembre;05. Chamartín;3.694;1.542;2.152;21;15;6;92;45;47;281;125;156;300;135;165;317;127;190;296;120;176;415;183;232;463;199;264;698;259;439;811;334;477
2023;Diciembre;06. Tetuán;6.643;2.862;3.781;66;36;30;296;163;133;529;251;278;648;277;371;669;242;427;645;271;374;708;282;426;881;400;481;1.066;457;609;1.135;483;652
2023;Diciembre;07. Chamberí;3.813;1.596;2.217;20;13;7;145;76;69;350;162;188;383;183;200;330;156;174;355;137;218;401;160;241;456;169;287;653;254;399;720;286;434
2023;Diciembre;08. Fuencarral-El Pardo;7.421;3.139;4.282;74;51;23;261;146;115;569;264;305;623;269;354;675;265;410;762;296;466;844;371;473;1.012;444;568;1.267;544;723;1.334;489;845
2023;Diciembre;09. Moncloa-Aravaca;3.442;1.523;1.919;23;19;4;136;70;66;286;129;157;302;141;161;293;128;165;302;126;176;386;155;231;426;197;229;621;264;357;667;294;373
2023;Diciembre;10. Latina;11.154;4.829;6.325;154;83;71;564;272;292;879;412;467;978;418;560;1.000;437;563;1.168;492;676;1.223;525;698;1.468;611;857;1.866;800;1.066;1.854;779;1.075
2023;Diciembre;11. Carabanchel;13.620;5.806;7.814;242;123;119;726;359;367;1.084;489;595;1.272;524;748;1.350;530;820;1.437;563;874;1.634;706;928;1.792;778;1.014;2.017;848;1.169;2.066;886;1.180
2023;Diciembre;12. Usera;8.011;3.430;4.581;150;89;61;541;255;286;655;290;365;737;315;422;745;307;438;794;310;484;931;398;533;1.054;455;599;1.166;501;665;1.238;510;728
2023;Diciembre;13. Puente de Vallecas;15.141;6.601;8.540;288;148;140;924;473;451;1.309;599;710;1.461;578;883;1.550;638;912;1.487;619;868;1.667;701;966;1.771;836;935;2.285;979;1.306;2.399;1.030;1.369
2023;Diciembre;14. Moratalaz;4.189;1.752;2.437;66;35;31;210;107;103;325;145;180;382;171;211;366;140;226;364;172;192;375;140;235;560;224;336;759;314;445;782;304;478
2023;Diciembre;15. Ciudad Lineal;8.810;3.732;5.078;84;53;31;343;171;172;711;364;347;756;343;413;731;278;453;800;320;480;962;402;560;1.156;469;687;1.542;649;893;1.725;683;1.042
2023;Diciembre;16. Hortaleza;6.572;2.678;3.894;66;38;28;244;137;107;431;215;216;491;206;285;550;210;340;638;241;397;793;280;513;875;360;515;1.149;447;702;1.335;544;791
2023;Diciembre;17. Villaverde;9.292;3.961;5.331;194;105;89;554;296;258;746;332;414;863;343;520;943;368;575;1.029;434;595;1.053;422;631;1.183;498;685;1.342;568;774;1.385;595;790
