año,mes,distrito,total,hombres_total,mujeres_total,16_19_total,16_19_hombres,16_19_mujeres,20_24_total,20_24_hombres,20_24_mujeres,25_29_total,25_29_hombres,25_29_mujeres,30_34_total,30_34_hombres,30_34_mujeres,35_39_total,35_39_hombres,35_39_mujeres,40_44_total,40_44_hombres,40_44_mujeres,45_49_total,45_49_hombres,45_49_mujeres,50_54_total,50_54_hombres,50_54_mujeres,55_59_total,55_59_hombres,55_59_mujeres,60_mas_total,60_mas_hombres,60_mas_mujeres
2017,Diciembre,MADRID,174212,78544,95668,2989,1674,1315,8956,4359,4597,14277,6429,7848,16600,7047,9553,19202,8137,11065,21783,9380,12403,23337,10710,12627,24207,11106,13101,24371,11440,12931,18490,8262,10228
2017,Diciembre,CENTRO,7989,4121,3868,57,32,25,253,120,133,663,309,354,876,404,472,978,467,511,1094,590,504,1096,584,512,1073,588,485,1054,570,484,845,457,388
2017,Diciembre,ARGANZUELA,7227,3208,4019,78,45,33,311,148,163,584,256,328,770,341,429,839,358,481,877,375,502,907,421,486,985,414,571,1040,496,544,836,354,482
2017,Diciembre,RETIRO,4275,1904,2371,33,18,15,146,75,71,388,197,191,417,176,241,452,201,251,496,222,274,524,227,297,635,285,350,590,252,338,594,251,343
2017,Diciembre,SALAMANCA,5137,2195,2942,41,33,8,174,89,85,421,186,235,504,217,287,545,232,313,619,263,356,619,277,342,768,310,458,761,313,448,685,275,410
2017,Diciembre,CHAMARTÍN,4874,2122,2752,41,26,15,148,80,68,381,169,212,432,183,249,497,204,293,548,211,337,628,270,358,733,322,411,817,369,448,649,288,361
2017,Diciembre,TETUÁN,8571,3906,4665,134,76,58,387,171,216,703,298,405,871,365,506,915,413,502,1057,457,600,1174,563,611,1244,602,642,1160,537,623,926,424,502
2017,Diciembre,CHAMBERÍ,5098,2196,2902,32,18,14,170,76,94,482,217,265,571,233,338,567,251,316,620,242,378,625,284,341,698,305,393,736,326,410,597,244,353
2017,Diciembre,FUENCARRAL - EL PARDO,9386,4021,5365,98,53,45,395,196,199,713,333,380,841,342,499,1123,453,670,1318,561,757,1320,568,752,1160,506,654,1313,567,746,1105,442,663
2017,Diciembre,MONCLOA - ARAVACA,4287,1929,2358,51,24,27,200,97,103,348,135,213,394,183,211,461,199,262,470,208,262,560,265,295,654,302,352,660,315,345,489,201,288
2017,Diciembre,LATINA,13895,6482,7413,221,121,100,732,398,334,1105,512,593,1332,579,753,1534,682,852,1711,762,949,2013,970,1043,1991,954,1037,1837,881,956,1419,623,796
2017,Diciembre,CARABANCHEL,16506,7509,8997,326,179,147,986,444,542,1324,597,727,1549,641,908,1872,791,1081,2203,945,1258,2303,1111,1192,2278,1085,1193,2087,986,1101,1578,730,848
2017,Diciembre,USERA,9624,4430,5194,244,139,105,623,318,305,786,347,439,910,386,524,1066,430,636,1249,551,698,1340,611,729,1260,613,647,1234,601,633,912,434,478
2017,Diciembre,PUENTE DE VALLECAS,18699,8784,9915,495,280,215,1254,595,659,1690,791,899,1788,764,1024,2058,912,1146,2203,997,1206,2327,1147,1180,2537,1193,1344,2613,1289,1324,1734,816,918
2017,Diciembre,MORATALAZ,5343,2346,2997,118,63,55,335,175,160,424,195,229,458,204,254,525,223,302,580,228,352,737,331,406,795,355,440,787,342,445,584,230,354
2017,Diciembre,CIUDAD LINEAL,11154,4874,6280,128,77,51,520,245,275,810,356,454,962,406,556,1201,484,717,1279,536,743,1425,653,772,1743,783,960,1728,765,963,1358,569,789
2017,Diciembre,HORTALEZA,8241,3543,4698,111,65,46,362,178,184,636,305,331,735,304,431,896,356,540,1049,412,637,1120,457,663,1134,466,668,1259,570,689,939,430,509
2017,Diciembre,VILLAVERDE,10989,4870,6119,251,124,127,739,363,376,955,387,568,1049,417,632,1200,486,714,1459,598,861,1455,658,797,1455,653,802,1457,711,746,969,473,496
2017,Diciembre,VILLA DE VALLECAS,7246,3139,4107,191,110,81,445,208,237,633,281,352,804,332,472,926,359,567,1072,460,612,889,356,533,826,371,455,819,378,441,641,284,357
2017,Diciembre,VICÁLVARO,4573,1995,2578,133,74,59,279,138,141,367,178,189,383,163,220,483,200,283,592,229,363,723,277,446,640,285,355,586,263,323,387,188,199
2017,Diciembre,SAN BLAS-CANILLEJAS,9169,4109,5060,185,101,84,431,212,219,711,310,401,788,339,449,855,349,506,1008,413,595,1281,554,727,1355,608,747,1544,775,769,1011,448,563
2017,Diciembre,BARAJAS,1929,861,1068,21,16,5,66,33,33,153,70,83,166,68,98,209,87,122,279,120,159,271,126,145,243,106,137,289,134,155,232,101,131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Servicio Público de Empleo Estatal Elaboración: Subdirección General de Estadística Ayuntamiento de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Enero,MADRID,179757,81320,98437,3014,1703,1311,9502,4721,4781,15255,6885,8370,17318,7432,9886,19908,8491,11417,22293,9581,12712,23927,10998,12929,24704,11339,13365,24770,11642,13128,19066,8528,10538
2018,Enero,CENTRO,8210,4255,3955,49,28,21,252,127,125,713,344,369,921,420,501,1057,524,533,1102,584,518,1103,594,509,1069,580,489,1081,584,497,863,470,393
2018,Enero,ARGANZUELA,7446,3318,4128,71,37,34,316,157,159,634,291,343,757,339,418,857,361,496,927,391,536,947,447,500,1006,414,592,1075,515,560,856,366,490
2018,Enero,RETIRO,4452,1982,2470,39,22,17,157,84,73,405,204,201,439,191,248,456,202,254,550,238,312,544,242,302,642,285,357,612,257,355,608,257,351
2018,Enero,SALAMANCA,5260,2238,3022,40,27,13,165,81,84,456,214,242,508,223,285,564,238,326,638,263,375,629,286,343,770,304,466,776,324,452,714,278,436
2018,Enero,CHAMARTÍN,4934,2162,2772,37,23,14,157,83,74,418,190,228,439,190,249,485,203,282,533,211,322,639,282,357,732,319,413,818,370,448,676,291,385
2018,Enero,TETUÁN,8834,4020,4814,138,79,59,432,207,225,740,298,442,910,374,536,945,416,529,1071,462,609,1202,594,608,1260,611,649,1187,552,635,949,427,522
2018,Enero,CHAMBERÍ,5251,2304,2947,31,18,13,199,95,104,531,229,302,589,243,346,597,281,316,627,261,366,640,284,356,694,312,382,730,319,411,613,262,351
2018,Enero,FUENCARRAL - EL PARDO,9644,4140,5504,102,55,47,410,212,198,769,369,400,891,365,526,1139,459,680,1319,537,782,1358,600,758,1197,530,667,1298,557,741,1161,456,705
2018,Enero,MONCLOA - ARAVACA,4351,1948,2403,45,21,24,180,83,97,385,157,228,412,182,230,471,204,267,499,219,280,557,260,297,649,291,358,667,324,343,486,207,279
2018,Enero,LATINA,14307,6600,7707,223,111,112,787,433,354,1165,526,639,1398,625,773,1608,723,885,1730,749,981,2043,971,1072,2034,946,1088,1866,883,983,1453,633,820
2018,Enero,CARABANCHEL,17177,7808,9369,364,206,158,1055,483,572,1427,648,779,1616,683,933,1956,817,1139,2282,981,1301,2380,1145,1235,2345,1110,1235,2135,995,1140,1617,740,877
2018,Enero,USERA,9886,4578,5308,240,139,101,664,347,317,868,399,469,938,399,539,1116,465,651,1244,539,705,1356,608,748,1281,625,656,1254,614,640,925,443,482
2018,Enero,PUENTE DE VALLECAS,19398,9164,10234,513,296,217,1317,638,679,1826,833,993,1912,818,1094,2144,948,1196,2249,1039,1210,2404,1190,1214,2600,1219,1381,2647,1327,1320,1786,856,930
2018,Enero,MORATALAZ,5436,2424,3012,116,70,46,343,179,164,440,215,225,483,221,262,527,222,305,585,234,351,753,332,421,786,356,430,797,353,444,606,242,364
2018,Enero,CIUDAD LINEAL,11557,5116,6441,142,86,56,531,264,267,875,385,490,1042,461,581,1208,491,717,1331,586,745,1467,671,796,1772,797,975,1786,797,989,1403,578,825
2018,Enero,HORTALEZA,8379,3630,4749,96,50,46,392,206,186,662,322,340,751,314,437,920,359,561,1058,424,634,1120,444,676,1131,482,649,1280,574,706,969,455,514
2018,Enero,VILLAVERDE,11450,5129,6321,250,127,123,785,379,406,997,405,592,1079,447,632,1257,511,746,1529,627,902,1518,689,829,1533,710,823,1492,740,752,1010,494,516
2018,Enero,VILLA DE VALLECAS,7493,3232,4261,188,108,80,484,240,244,663,297,366,822,341,481,974,380,594,1106,463,643,902,349,553,859,384,475,824,380,444,671,290,381
2018,Enero,VICÁLVARO,4775,2113,2662,123,72,51,327,174,153,379,178,201,404,176,228,516,214,302,598,225,373,767,309,458,676,305,371,594,267,327,391,193,198
2018,Enero,SAN BLAS-CANILLEJAS,9543,4256,5287,179,108,71,470,214,256,758,316,442,832,346,486,910,385,525,1034,421,613,1333,577,756,1410,642,768,1559,769,790,1058,478,580
2018,Enero,BARAJAS,1974,903,1071,28,20,8,79,35,44,144,65,79,175,74,101,201,88,113,281,127,154,265,124,141,258,117,141,292,141,151,251,112,139
2018,Febrero,MADRID,181056,81837,99219,3277,1834,1443,10037,4953,5084,15548,7075,8473,17403,7463,9940,19793,8410,11383,22259,9545,12714,23979,11016,12963,24926,11416,13510,24823,11601,13222,19011,8524,10487
2018,Febrero,CENTRO,8241,4277,3964,50,31,19,290,147,143,723,344,379,892,411,481,1025,508,517,1069,573,496,1138,615,523,1106,593,513,1087,588,499,861,467,394
2018,Febrero,ARGANZUELA,7416,3304,4112,64,27,37,313,158,155,648,301,347,752,331,421,811,325,486,904,380,524,958,465,493,1028,428,600,1086,516,570,852,373,479
2018,Febrero,RETIRO,4487,1992,2495,40,24,16,189,91,98,379,197,182,416,189,227,470,203,267,556,237,319,553,253,300,648,280,368,622,259,363,614,259,355
2018,Febrero,SALAMANCA,5310,2273,3037,33,17,16,186,94,92,485,221,264,494,217,277,569,236,333,646,271,375,634,285,349,786,321,465,778,334,444,699,277,422
2018,Febrero,CHAMARTÍN,4964,2198,2766,33,22,11,147,79,68,398,187,211,479,211,268,503,216,287,535,211,324,664,286,378,713,312,401,815,371,444,677,303,374
2018,Febrero,TETUÁN,8827,4017,4810,151,96,55,458,219,239,752,314,438,899,362,537,930,405,525,1059,457,602,1185,586,599,1289,618,671,1180,538,642,924,422,502
2018,Febrero,CHAMBERÍ,5241,2314,2927,34,21,13,198,96,102,530,230,300,601,259,342,576,267,309,634,268,366,623,271,352,700,312,388,737,329,408,608,261,347
2018,Febrero,FUENCARRAL - EL PARDO,9803,4224,5579,114,62,52,444,225,219,798,390,408,880,354,526,1164,474,690,1320,543,777,1393,618,775,1217,533,684,1299,553,746,1174,472,702
2018,Febrero,MONCLOA - ARAVACA,4408,1955,2453,55,24,31,197,94,103,394,160,234,402,171,231,459,192,267,515,210,305,568,264,304,661,301,360,673,326,347,484,213,271
2018,Febrero,LATINA,14415,6625,7790,264,136,128,821,429,392,1237,576,661,1382,628,754,1618,721,897,1699,730,969,2035,956,1079,2045,948,1097,1876,879,997,1438,622,816
2018,Febrero,CARABANCHEL,17253,7819,9434,391,218,173,1119,510,609,1441,669,772,1606,657,949,1961,832,1129,2240,970,1270,2379,1118,1261,2344,1118,1226,2142,984,1158,1630,743,887
2018,Febrero,USERA,9995,4605,5390,253,141,112,693,341,352,883,404,479,967,425,542,1110,469,641,1252,537,715,1362,610,752,1302,629,673,1258,615,643,915,434,481
2018,Febrero,PUENTE DE VALLECAS,19585,9213,10372,567,334,233,1393,678,715,1847,847,1000,1940,816,1124,2159,942,1217,2254,1029,1225,2428,1202,1226,2606,1226,1380,2633,1297,1336,1758,842,916
2018,Febrero,MORATALAZ,5557,2488,3069,114,64,50,368,192,176,481,232,249,494,225,269,550,237,313,583,238,345,741,327,414,801,365,436,818,366,452,607,242,365
2018,Febrero,CIUDAD LINEAL,11573,5129,6444,170,95,75,574,280,294,873,375,498,1055,472,583,1139,465,674,1318,577,741,1466,693,773,1785,802,983,1785,790,995,1408,580,828
2018,Febrero,HORTALEZA,8422,3643,4779,112,66,46,400,207,193,665,320,345,767,330,437,907,351,556,1041,410,631,1120,450,670,1136,468,668,1298,586,712,976,455,521
2018,Febrero,VILLAVERDE,11519,5190,6329,278,140,138,809,410,399,1019,412,607,1068,444,624,1249,503,746,1529,640,889,1518,682,836,1534,716,818,1492,741,751,1023,502,521
2018,Febrero,VILLA DE VALLECAS,7587,3252,4335,195,109,86,511,251,260,675,301,374,852,341,511,980,387,593,1126,473,653,905,349,556,849,376,473,827,370,457,667,295,372
2018,Febrero,VICÁLVARO,4849,2163,2686,136,80,56,346,178,168,414,201,213,440,203,237,488,204,284,623,239,384,740,294,446,686,312,374,586,263,323,390,189,201
2018,Febrero,SAN BLAS-CANILLEJAS,9612,4268,5344,194,108,86,510,238,272,762,330,432,841,340,501,917,386,531,1052,423,629,1298,564,734,1433,651,782,1547,761,786,1058,467,591
2018,Febrero,BARAJAS,1992,888,1104,29,19,10,71,36,35,144,64,80,176,77,99,208,87,121,304,129,175,271,128,143,257,107,150,284,135,149,248,106,142
2018,Marzo,MADRID,179406,80906,98500,3384,1883,1501,10110,5018,5092,15431,6999,8432,17269,7358,9911,19450,8218,11232,21765,9303,12462,23601,10716,12885,24689,11344,13345,24721,11564,13157,18986,8503,10483
2018,Marzo,CENTRO,8176,4254,3922,60,36,24,270,128,142,702,326,376,878,409,469,1025,512,513,1080,583,497,1120,612,508,1112,605,507,1075,584,491,854,459,395
2018,Marzo,ARGANZUELA,7237,3236,4001,62,29,33,329,161,168,639,310,329,726,317,409,810,328,482,865,371,494,904,428,476,993,425,568,1064,504,560,845,363,482
2018,Marzo,RETIRO,4444,1951,2493,40,24,16,183,95,88,369,186,183,444,194,250,449,195,254,535,229,306,549,231,318,648,285,363,617,257,360,610,255,355
2018,Marzo,SALAMANCA,5184,2164,3020,37,18,19,166,84,82,453,202,251,508,204,304,551,234,317,623,250,373,622,254,368,757,312,445,771,328,443,696,278,418
2018,Marzo,CHAMARTÍN,4887,2155,2732,35,22,13,150,79,71,360,171,189,467,207,260,498,204,294,523,210,313,655,280,375,713,304,409,824,381,443,662,297,365
2018,Marzo,TETUÁN,8798,4026,4772,162,104,58,460,227,233,759,316,443,873,338,535,931,409,522,1053,463,590,1178,586,592,1261,608,653,1189,539,650,932,436,496
2018,Marzo,CHAMBERÍ,5165,2272,2893,36,22,14,192,86,106,526,232,294,574,247,327,576,258,318,602,253,349,619,269,350,693,303,390,730,333,397,617,269,348
2018,Marzo,FUENCARRAL - EL PARDO,9569,4109,5460,124,72,52,457,225,232,786,386,400,861,350,511,1126,463,663,1254,501,753,1340,575,765,1180,517,663,1282,553,729,1159,467,692
2018,Marzo,MONCLOA - ARAVACA,4343,1965,2378,49,25,24,217,117,100,370,151,219,393,175,218,443,181,262,511,214,297,555,261,294,673,309,364,654,325,329,478,207,271
2018,Marzo,LATINA,14342,6557,7785,287,149,138,824,432,392,1194,552,642,1395,631,764,1612,702,910,1685,718,967,1984,931,1053,2037,944,1093,1852,860,992,1472,638,834
2018,Marzo,CARABANCHEL,17340,7880,9460,420,224,196,1163,564,599,1459,663,796,1594,662,932,1982,841,1141,2216,955,1261,2400,1111,1289,2337,1130,1207,2142,996,1146,1627,734,893
2018,Marzo,USERA,10005,4593,5412,260,146,114,716,349,367,895,413,482,957,411,546,1091,471,620,1262,538,724,1370,605,765,1281,611,670,1256,608,648,917,441,476
2018,Marzo,PUENTE DE VALLECAS,19475,9130,10345,557,332,225,1402,674,728,1849,844,1005,1966,851,1115,2092,904,1188,2222,1008,1214,2361,1161,1200,2615,1221,1394,2634,1281,1353,1777,854,923
2018,Marzo,MORATALAZ,5529,2475,3054,113,62,51,362,188,174,492,239,253,477,216,261,547,228,319,565,227,338,754,340,414,800,367,433,812,366,446,607,242,365
2018,Marzo,CIUDAD LINEAL,11419,5008,6411,170,94,76,575,272,303,884,383,501,1021,437,584,1152,474,678,1298,567,731,1430,646,784,1705,764,941,1792,810,982,1392,561,831
2018,Marzo,HORTALEZA,8297,3591,4706,121,69,52,387,198,189,670,322,348,737,305,432,858,339,519,1024,405,619,1094,440,654,1148,480,668,1279,576,703,979,457,522
2018,Marzo,VILLAVERDE,11480,5168,6312,295,146,149,813,415,398,1038,436,602,1092,461,631,1242,502,740,1458,601,857,1506,661,845,1522,714,808,1493,725,768,1021,507,514
2018,Marzo,VILLA DE VALLECAS,7576,3253,4323,189,99,90,512,259,253,698,305,393,870,354,516,952,363,589,1100,465,635,903,361,542,849,378,471,841,380,461,662,289,373
2018,Marzo,VICÁLVARO,4764,2126,2638,137,82,55,343,189,154,405,196,209,427,189,238,460,179,281,603,231,372,719,294,425,685,318,367,597,268,329,388,180,208
2018,Marzo,SAN BLAS-CANILLEJAS,9411,4136,5275,200,110,90,507,231,276,746,314,432,837,328,509,855,356,499,993,389,604,1272,547,725,1428,643,785,1533,752,781,1040,466,574
2018,Marzo,BARAJAS,1965,857,1108,30,18,12,82,45,37,137,52,85,172,72,100,198,75,123,293,125,168,266,123,143,252,106,146,284,138,146,251,103,148
2018,Abril,MADRID,175464,78484,96980,3373,1825,1548,9785,4791,4994,15025,6729,8296,16809,7088,9721,19036,7951,11085,21107,8975,12132,22841,10308,12533,24070,10970,13100,24393,11355,13038,19025,8492,10533
2018,Abril,CENTRO,7932,4144,3788,78,46,32,248,119,129,667,309,358,847,389,458,998,508,490,1029,555,474,1094,595,499,1085,597,488,1036,568,468,850,458,392
2018,Abril,ARGANZUELA,7047,3100,3947,67,31,36,304,150,154,606,285,321,708,316,392,776,308,468,826,344,482,878,410,468,987,405,582,1053,485,568,842,366,476
2018,Abril,RETIRO,4324,1892,2432,36,19,17,166,87,79,347,165,182,402,174,228,434,194,240,514,228,286,534,224,310,662,279,383,616,262,354,613,260,353
2018,Abril,SALAMANCA,5016,2096,2920,39,20,19,168,93,75,419,191,228,489,201,288,513,212,301,587,239,348,598,255,343,742,289,453,763,324,439,698,272,426
2018,Abril,CHAMARTÍN,4776,2080,2696,39,23,16,145,83,62,342,156,186,462,199,263,494,193,301,519,213,306,645,274,371,688,295,393,799,356,443,643,288,355
2018,Abril,TETUÁN,8611,3905,4706,157,94,63,446,221,225,740,301,439,863,334,529,916,381,535,1012,430,582,1147,570,577,1208,583,625,1183,546,637,939,445,494
2018,Abril,CHAMBERÍ,5004,2188,2816,34,15,19,190,89,101,501,217,284,564,252,312,528,228,300,579,242,337,606,261,345,681,304,377,715,319,396,606,261,345
2018,Abril,FUENCARRAL - EL PARDO,9355,3998,5357,108,61,47,451,223,228,760,351,409,857,359,498,1078,444,634,1227,498,729,1273,552,721,1165,504,661,1280,543,737,1156,463,693
2018,Abril,MONCLOA - ARAVACA,4303,1936,2367,45,21,24,209,101,108,397,171,226,383,171,212,447,185,262,466,190,276,564,261,303,653,305,348,660,329,331,479,202,277
2018,Abril,LATINA,13982,6315,7667,279,145,134,790,403,387,1186,528,658,1350,605,745,1573,666,907,1660,715,945,1897,883,1014,1950,896,1054,1833,850,983,1464,624,840
2018,Abril,CARABANCHEL,16982,7675,9307,419,211,208,1121,535,586,1415,653,762,1581,653,928,1954,826,1128,2149,918,1231,2314,1066,1248,2264,1081,1183,2111,992,1119,1654,740,914
2018,Abril,USERA,9838,4437,5401,270,143,127,712,340,372,881,404,477,947,382,565,1079,451,628,1252,529,723,1291,562,729,1241,583,658,1238,592,646,927,451,476
2018,Abril,PUENTE DE VALLECAS,18951,8790,10161,559,320,239,1356,629,727,1761,791,970,1866,791,1075,2031,883,1148,2137,954,1183,2298,1131,1167,2533,1181,1352,2600,1240,1360,1810,870,940
2018,Abril,MORATALAZ,5412,2385,3027,135,69,66,344,179,165,478,229,249,481,209,272,514,210,304,542,217,325,723,317,406,781,351,430,806,361,445,608,243,365
2018,Abril,CIUDAD LINEAL,11122,4840,6282,171,90,81,553,249,304,856,374,482,963,409,554,1152,468,684,1237,528,709,1377,616,761,1661,744,917,1747,789,958,1405,573,832
2018,Abril,HORTALEZA,8113,3499,4614,109,67,42,373,189,184,631,300,331,723,292,431,857,340,517,988,382,606,1067,431,636,1116,467,649,1272,572,700,977,459,518
2018,Abril,VILLAVERDE,11303,5027,6276,277,136,141,826,421,405,1032,430,602,1081,440,641,1222,489,733,1437,585,852,1459,630,829,1486,687,799,1464,716,748,1019,493,526
2018,Abril,VILLA DE VALLECAS,7383,3143,4240,186,100,86,487,234,253,692,301,391,829,331,498,930,351,579,1070,449,621,868,351,517,836,369,467,830,367,463,655,290,365
2018,Abril,VICÁLVARO,4750,2108,2642,135,77,58,341,190,151,407,198,209,411,185,226,478,182,296,614,243,371,724,284,440,665,307,358,589,259,330,386,183,203
2018,Abril,SAN BLAS-CANILLEJAS,9317,4092,5225,202,118,84,483,218,265,755,319,436,835,328,507,859,351,508,971,391,580,1231,527,704,1424,644,780,1507,741,766,1050,455,595
2018,Abril,BARAJAS,1943,834,1109,28,19,9,72,38,34,152,56,96,167,68,99,203,81,122,291,125,166,253,108,145,242,99,143,291,144,147,244,96,148
2018,Mayo,MADRID,170620,75685,94935,3221,1711,1510,9205,4502,4703,14417,6346,8071,16244,6737,9507,18345,7615,10730,20330,8521,11809,22113,9897,12216,23496,10651,12845,24072,11136,12936,19177,8569,10608
2018,Mayo,CENTRO,7715,4010,3705,74,41,33,222,117,105,653,302,351,829,380,449,937,477,460,972,507,465,1083,592,491,1063,571,492,1029,571,458,853,452,401
2018,Mayo,ARGANZUELA,6917,3004,3913,72,35,37,278,135,143,562,256,306,686,294,392,781,314,467,796,330,466,848,394,454,979,387,592,1058,490,568,857,369,488
2018,Mayo,RETIRO,4251,1864,2387,39,20,19,144,75,69,352,162,190,401,176,225,426,189,237,492,215,277,514,210,304,646,281,365,629,270,359,608,266,342
2018,Mayo,SALAMANCA,4904,2035,2869,40,24,16,187,99,88,408,187,221,481,198,283,478,196,282,553,216,337,578,244,334,735,295,440,759,313,446,685,263,422
2018,Mayo,CHAMARTÍN,4705,2059,2646,34,19,15,150,86,64,339,168,171,433,184,249,473,186,287,523,203,320,633,276,357,667,287,380,802,358,444,651,292,359
2018,Mayo,TETUÁN,8258,3719,4539,141,79,62,394,196,198,724,291,433,848,341,507,850,359,491,947,395,552,1047,513,534,1183,565,618,1177,536,641,947,444,503
2018,Mayo,CHAMBERÍ,4916,2123,2793,36,17,19,193,89,104,511,207,304,545,238,307,502,216,286,568,238,330,580,245,335,656,288,368,711,316,395,614,269,345
2018,Mayo,FUENCARRAL - EL PARDO,9123,3884,5239,91,48,43,414,198,216,715,326,389,821,316,505,1068,439,629,1200,509,691,1228,528,700,1159,506,653,1266,540,726,1161,474,687
2018,Mayo,MONCLOA - ARAVACA,4177,1889,2288,44,17,27,194,106,88,354,155,199,363,151,212,439,188,251,475,194,281,533,249,284,642,295,347,645,324,321,488,210,278
2018,Mayo,LATINA,13412,5973,7439,265,135,130,738,375,363,1095,485,610,1252,540,712,1480,614,866,1571,649,922,1818,834,984,1916,887,1029,1792,817,975,1485,637,848
2018,Mayo,CARABANCHEL,16419,7305,9114,386,188,198,1044,476,568,1346,594,752,1569,628,941,1862,762,1100,2076,885,1191,2224,1017,1207,2198,1049,1149,2056,960,1096,1658,746,912
2018,Mayo,USERA,9552,4269,5283,273,139,134,661,328,333,827,372,455,906,383,523,1035,414,621,1210,497,713,1276,555,721,1208,556,652,1233,586,647,923,439,484
2018,Mayo,PUENTE DE VALLECAS,18513,8472,10041,536,291,245,1311,594,717,1716,764,952,1829,735,1094,1974,835,1139,2046,900,1146,2274,1104,1170,2480,1166,1314,2533,1212,1321,1814,871,943
2018,Mayo,MORATALAZ,5356,2366,2990,127,73,54,342,176,166,475,229,246,461,201,260,492,205,287,556,220,336,711,312,399,754,344,410,823,358,465,615,248,367
2018,Mayo,CIUDAD LINEAL,10671,4672,5999,144,88,56,495,225,270,833,365,468,919,396,523,1092,456,636,1166,500,666,1331,596,735,1584,715,869,1709,763,946,1398,568,830
2018,Mayo,HORTALEZA,7921,3358,4563,110,60,50,354,187,167,583,256,327,694,277,417,865,347,518,945,362,583,1042,410,632,1069,426,643,1265,567,698,994,466,528
2018,Mayo,VILLAVERDE,11071,4901,6170,280,139,141,760,385,375,1019,413,606,1041,416,625,1201,488,713,1390,576,814,1437,617,820,1467,664,803,1429,696,733,1047,507,540
2018,Mayo,VILLA DE VALLECAS,7221,3069,4152,192,105,87,464,226,238,645,283,362,801,325,476,885,327,558,1031,425,606,877,360,517,827,357,470,829,363,466,670,298,372
2018,Mayo,VICÁLVARO,4598,2005,2593,127,69,58,318,170,148,399,181,218,402,177,225,454,183,271,581,213,368,692,274,418,650,302,348,579,253,326,396,183,213
2018,Mayo,SAN BLAS-CANILLEJAS,9038,3933,5105,188,112,76,473,224,249,720,293,427,799,319,480,842,336,506,968,385,583,1151,466,685,1368,617,751,1463,709,754,1066,472,594
2018,Mayo,BARAJAS,1882,775,1107,22,12,10,69,35,34,141,57,84,164,62,102,209,84,125,264,102,162,236,101,135,245,93,152,285,134,151,247,95,152
2018,Junio,MADRID,166473,73039,93434,3447,1823,1624,8333,4119,4214,13804,5993,7811,15879,6453,9426,17823,7284,10539,19945,8266,11679,21612,9587,12025,22991,10283,12708,23705,10836,12869,18934,8395,10539
2018,Junio,CENTRO,7612,3923,3689,78,46,32,210,110,100,642,307,335,818,365,453,957,498,459,934,474,460,1064,558,506,1039,560,479,1021,567,454,849,438,411
2018,Junio,ARGANZUELA,6701,2874,3827,68,37,31,229,105,124,538,232,306,682,286,396,752,296,456,766,304,462,805,387,418,969,373,596,1059,499,560,833,355,478
2018,Junio,RETIRO,4145,1785,2360,33,15,18,121,66,55,331,145,186,411,182,229,430,185,245,453,191,262,526,220,306,621,269,352,619,260,359,600,252,348
2018,Junio,SALAMANCA,4767,1951,2816,37,23,14,144,84,60,379,162,217,466,200,266,480,183,297,550,202,348,567,246,321,711,289,422,755,299,456,678,263,415
2018,Junio,CHAMARTÍN,4585,2024,2561,39,27,12,125,75,50,303,147,156,439,184,255,445,175,270,515,216,299,634,272,362,658,286,372,783,350,433,644,292,352
2018,Junio,TETUÁN,8073,3604,4469,136,69,67,371,179,192,684,275,409,805,322,483,838,360,478,953,390,563,1032,493,539,1161,553,608,1164,538,626,929,425,504
2018,Junio,CHAMBERÍ,4763,2030,2733,33,15,18,151,65,86,458,186,272,511,222,289,522,224,298,549,226,323,582,246,336,652,279,373,705,308,397,600,259,341
2018,Junio,FUENCARRAL - EL PARDO,8893,3724,5169,87,49,38,344,168,176,714,346,368,830,310,520,1017,395,622,1203,504,699,1172,495,677,1149,487,662,1255,522,733,1122,448,674
2018,Junio,MONCLOA - ARAVACA,4089,1828,2261,42,21,21,153,77,76,357,160,197,355,147,208,448,184,264,459,182,277,531,254,277,622,285,337,652,315,337,470,203,267
2018,Junio,LATINA,13153,5793,7360,275,142,133,674,348,326,1098,471,627,1244,531,713,1457,580,877,1550,652,898,1766,791,975,1857,867,990,1767,787,980,1465,624,841
2018,Junio,CARABANCHEL,15978,7026,8952,388,194,194,947,440,507,1306,563,743,1508,585,923,1816,747,1069,2037,860,1177,2164,972,1192,2146,1009,1137,2007,917,1090,1659,739,920
2018,Junio,USERA,9336,4104,5232,298,144,154,573,281,292,816,354,462,918,374,544,986,390,596,1180,488,692,1248,540,708,1197,544,653,1202,555,647,918,434,484
2018,Junio,PUENTE DE VALLECAS,18166,8257,9909,646,333,313,1279,611,668,1600,693,907,1814,735,1079,1911,804,1107,2014,884,1130,2187,1054,1133,2409,1094,1315,2465,1164,1301,1841,885,956
2018,Junio,MORATALAZ,5181,2257,2924,150,79,71,320,171,149,438,212,226,451,198,253,463,185,278,539,205,334,696,300,396,701,319,382,812,345,467,611,243,368
2018,Junio,CIUDAD LINEAL,10430,4511,5919,155,93,62,452,211,241,785,342,443,862,352,510,1058,421,637,1159,492,667,1313,599,714,1560,684,876,1709,765,944,1377,552,825
