año,mes,distrito,total,hombres_total,mujeres_total,16_19_total,16_19_hombres,16_19_mujeres,20_24_total,20_24_hombres,20_24_mujeres,25_29_total,25_29_hombres,25_29_mujeres,30_34_total,30_34_hombres,30_34_mujeres,35_39_total,35_39_hombres,35_39_mujeres,40_44_total,40_44_hombres,40_44_mujeres,45_49_total,45_49_hombres,45_49_mujeres,50_54_total,50_54_hombres,50_54_mujeres,55_59_total,55_59_hombres,55_59_mujeres,60_mas_total,60_mas_hombres,60_mas_mujeres
2015,Marzo,BARAJAS,2638,1237,1401,31,22,9,119,53,66,207,95,112,247,119,128,334,157,177,345,149,196,345,160,185,346,170,176,353,163,190,311,149,162
2015,Abril,MADRID,225164,108873,116291,3273,1843,1430,12696,6586,6110,18967,8957,10010,23931,11157,12774,28838,13601,15237,30696,14597,16099,31870,15895,15975,29670,14721,14949,27701,13407,14294,17522,8109,9413
2015,Abril,CENTRO,10156,5432,4724,73,39,34,314,167,147,797,375,422,1284,655,629,1462,764,698,1472,798,674,1466,848,618,1320,734,586,1164,641,523,804,411,393
2015,Abril,ARGANZUELA,9575,4479,5096,78,46,32,425,233,192,817,383,434,1103,523,580,1223,550,673,1239,586,653,1358,616,742,1271,628,643,1218,536,682,843,378,465
2015,Abril,RETIRO,5584,2513,3071,35,21,14,227,127,100,507,240,267,621,285,336,684,294,390,685,296,389,749,346,403,720,317,403,771,340,431,585,247,338
2015,Abril,SALAMANCA,6504,2818,3686,48,34,14,208,111,97,541,255,286,781,331,450,825,364,461,798,343,455,862,369,493,863,381,482,914,372,542,664,258,406
2015,Abril,CHAMARTÍN,6148,2762,3386,42,20,22,208,113,95,443,206,237,622,301,321,755,346,409,787,355,432,844,384,460,922,411,511,880,359,521,645,267,378
2015,Abril,TETUÁN,11294,5427,5867,149,73,76,569,283,286,932,415,517,1318,599,719,1421,679,742,1523,744,779,1612,834,778,1512,758,754,1414,666,748,844,376,468
2015,Abril,CHAMBERÍ,6632,3035,3597,52,31,21,231,115,116,660,301,359,855,400,455,853,374,479,804,380,424,846,388,458,879,422,457,819,350,469,633,274,359
2015,Abril,FUENCARRAL - EL PARDO,12029,5460,6569,135,73,62,571,286,285,996,472,524,1251,525,726,1615,707,908,1716,797,919,1564,731,833,1481,704,777,1540,660,880,1160,505,655
2015,Abril,MONCLOA - ARAVACA,5491,2532,2959,43,27,16,232,100,132,473,204,269,552,250,302,657,283,374,709,334,375,772,387,385,784,366,418,744,336,408,525,245,280
2015,Abril,LATINA,18225,9118,9107,265,158,107,1116,582,534,1562,765,797,1897,949,948,2347,1173,1174,2544,1240,1304,2683,1408,1275,2303,1146,1157,2177,1063,1114,1331,634,697
2015,Abril,CARABANCHEL,21352,10552,10800,337,162,175,1361,716,645,1789,856,933,2234,1025,1209,2806,1376,1430,3131,1528,1603,3007,1574,1433,2713,1394,1319,2447,1214,1233,1527,707,820
2015,Abril,USERA,12471,6169,6302,222,130,92,865,422,443,1077,493,584,1224,567,657,1620,787,833,1833,873,960,1869,948,921,1575,820,755,1364,727,637,822,402,420
2015,Abril,PUENTE DE VALLECAS,23974,12274,11700,554,298,256,1742,904,838,2165,1024,1141,2529,1224,1305,2984,1482,1502,3044,1600,1444,3350,1765,1585,3230,1666,1564,2828,1520,1308,1548,791,757
2015,Abril,MORATALAZ,6938,3282,3656,118,67,51,458,266,192,592,275,317,667,321,346,735,321,414,915,441,474,1007,476,531,1024,461,563,867,392,475,555,262,293
2015,Abril,CIUDAD LINEAL,14842,7186,7656,153,96,57,746,409,337,1145,550,595,1508,672,836,1799,913,886,1881,888,993,2141,1069,1072,2132,1039,1093,2031,935,1096,1306,615,691
2015,Abril,HORTALEZA,10273,4758,5515,142,91,51,553,300,253,817,404,413,1032,476,556,1282,536,746,1417,606,811,1441,672,769,1343,624,719,1371,644,727,875,405,470
2015,Abril,VILLAVERDE,14410,7248,7162,312,181,131,995,491,504,1230,579,651,1518,731,787,1922,945,977,2081,1011,1070,2074,1047,1027,1848,996,852,1623,894,729,807,373,434
2015,Abril,VILLA DE VALLECAS,8965,4097,4868,183,103,80,597,310,287,850,402,448,1048,432,616,1436,621,815,1294,555,739,1110,531,579,936,429,507,941,470,471,570,244,326
2015,Abril,VICÁLVARO,5811,2761,3050,117,67,50,411,221,190,421,217,204,556,253,303,782,341,441,929,390,539,953,423,530,763,395,368,592,301,291,287,153,134
2015,Abril,SAN BLAS-CANILLEJAS,11914,5765,6149,191,106,85,752,381,371,951,446,505,1078,513,565,1311,604,707,1558,683,875,1835,928,907,1701,862,839,1648,827,821,889,415,474
2015,Abril,BARAJAS,2576,1205,1371,24,20,4,115,49,66,202,95,107,253,125,128,319,141,178,336,149,187,327,151,176,350,168,182,348,160,188,302,147,155
2015,Mayo,MADRID,217795,104667,113128,3261,1836,1425,12037,6214,5823,18088,8483,9605,22922,10597,12325,27410,12814,14596,29439,13826,15613,30898,15341,15557,28998,14316,14682,27373,13231,14142,17369,8009,9360
2015,Mayo,CENTRO,9826,5256,4570,62,35,27,290,155,135,740,350,390,1227,635,592,1387,727,660,1427,761,666,1440,838,602,1303,726,577,1139,615,524,811,414,397
2015,Mayo,ARGANZUELA,9231,4264,4967,85,47,38,378,204,174,790,354,436,1068,508,560,1178,518,660,1151,538,613,1281,590,691,1251,601,650,1228,548,680,821,356,465
2015,Mayo,RETIRO,5373,2450,2923,28,18,10,216,115,101,461,211,250,597,275,322,648,293,355,669,293,376,729,349,380,702,318,384,748,331,417,575,247,328
2015,Mayo,SALAMANCA,6277,2691,3586,53,37,16,191,100,91,514,232,282,747,310,437,780,334,446,749,305,444,836,365,471,853,384,469,898,376,522,656,248,408
2015,Mayo,CHAMARTÍN,5928,2652,3276,32,16,16,209,110,99,430,201,229,622,301,321,719,329,390,732,329,403,808,357,451,903,398,505,851,353,498,622,258,364
2015,Mayo,TETUÁN,10892,5244,5648,148,71,77,552,287,265,886,388,498,1252,570,682,1349,636,713,1448,717,731,1552,804,748,1470,736,734,1388,657,731,847,378,469
2015,Mayo,CHAMBERÍ,6443,2922,3521,47,25,22,204,104,100,657,294,363,792,371,421,849,364,485,778,357,421,831,375,456,841,397,444,835,379,456,609,256,353
2015,Mayo,FUENCARRAL - EL PARDO,11723,5297,6426,142,77,65,533,271,262,945,439,506,1211,513,698,1552,682,870,1707,780,927,1522,703,819,1445,691,754,1526,654,872,1140,487,653
2015,Mayo,MONCLOA - ARAVACA,5267,2399,2868,45,26,19,206,89,117,464,196,268,522,242,280,640,267,373,655,307,348,746,360,386,761,351,410,718,324,394,510,237,273
2015,Mayo,LATINA,17572,8720,8852,267,158,109,1072,544,528,1483,738,745,1822,877,945,2157,1060,1097,2454,1201,1253,2624,1370,1254,2202,1091,1111,2177,1046,1131,1314,635,679
2015,Mayo,CARABANCHEL,20499,10095,10404,328,167,161,1263,658,605,1672,795,877,2118,983,1135,2663,1302,1361,2980,1418,1562,2915,1526,1389,2623,1330,1293,2409,1202,1207,1528,714,814
2015,Mayo,USERA,12029,5871,6158,217,128,89,831,413,418,1025,471,554,1164,509,655,1515,708,807,1736,809,927,1795,905,890,1539,796,743,1373,729,644,834,403,431
2015,Mayo,PUENTE DE VALLECAS,23292,11856,11436,554,304,250,1657,846,811,2102,1006,1096,2461,1184,1277,2787,1376,1411,2926,1512,1414,3275,1711,1564,3183,1629,1554,2791,1492,1299,1556,796,760
2015,Mayo,MORATALAZ,6704,3144,3560,108,64,44,426,239,187,556,259,297,618,286,332,686,301,385,885,420,465,1011,465,546,1010,461,549,849,385,464,555,264,291
2015,Mayo,CIUDAD LINEAL,14318,6903,7415,170,99,71,696,382,314,1092,530,562,1406,638,768,1750,889,861,1803,854,949,2068,1026,1042,2056,984,1072,1981,897,1084,1296,604,692
2015,Mayo,HORTALEZA,9903,4567,5336,139,89,50,521,284,237,792,377,415,991,459,532,1213,516,697,1329,571,758,1378,640,738,1330,613,717,1351,623,728,859,395,464
2015,Mayo,VILLAVERDE,14090,7066,7024,333,188,145,983,484,499,1172,555,617,1503,720,783,1871,919,952,1991,943,1048,1995,1012,983,1839,996,843,1591,880,711,812,369,443
2015,Mayo,VILLA DE VALLECAS,8786,3970,4816,181,100,81,579,295,284,828,397,431,1052,433,619,1351,572,779,1277,546,731,1098,510,588,923,422,501,927,447,480,570,248,322
2015,Mayo,VICÁLVARO,5665,2665,3000,117,69,48,409,229,180,408,206,202,521,220,301,756,327,429,916,382,534,925,409,516,736,373,363,589,295,294,288,155,133
2015,Mayo,SAN BLAS-CANILLEJAS,11525,5501,6024,179,99,80,720,363,357,898,412,486,1002,454,548,1245,551,694,1503,644,859,1767,881,886,1686,854,832,1661,842,819,864,401,463
2015,Mayo,BARAJAS,2452,1134,1318,26,19,7,101,42,59,173,72,101,226,109,117,314,143,171,323,139,184,302,145,157,342,165,177,343,156,187,302,144,158
2015,Junio,MADRID,212389,100861,111528,3341,1856,1485,11098,5690,5408,17099,7957,9142,22142,10073,12069,26640,12355,14285,28704,13228,15476,30377,14821,15556,28522,13859,14663,27152,13100,14052,17314,7922,9392
2015,Junio,CENTRO,9567,5085,4482,59,32,27,262,134,128,702,323,379,1179,611,568,1384,700,684,1366,736,630,1397,814,583,1273,698,575,1128,616,512,817,421,396
2015,Junio,ARGANZUELA,8994,4102,4892,86,47,39,345,192,153,710,313,397,1034,477,557,1136,490,646,1153,533,620,1258,562,696,1190,558,632,1252,571,681,830,359,471
2015,Junio,RETIRO,5203,2340,2863,26,18,8,185,98,87,412,181,231,575,264,311,650,287,363,625,274,351,720,331,389,703,319,384,746,331,415,561,237,324
2015,Junio,SALAMANCA,6098,2658,3440,43,31,12,180,104,76,444,202,242,725,317,408,760,336,424,720,303,417,822,367,455,855,371,484,891,379,512,658,248,410
2015,Junio,CHAMARTÍN,5745,2537,3208,32,18,14,179,94,85,407,192,215,554,258,296,705,317,388,712,304,408,800,345,455,922,410,512,812,340,472,622,259,363
2015,Junio,TETUÁN,10583,5100,5483,153,80,73,488,249,239,819,355,464,1209,556,653,1319,630,689,1419,679,740,1484,769,715,1475,738,737,1383,668,715,834,376,458
2015,Junio,CHAMBERÍ,6128,2733,3395,59,30,29,159,81,78,579,253,326,755,339,416,777,337,440,755,351,404,814,351,463,811,377,434,818,361,457,601,253,348
2015,Junio,FUENCARRAL - EL PARDO,11505,5079,6426,121,62,59,482,236,246,896,419,477,1138,462,676,1539,646,893,1709,771,938,1535,685,850,1421,660,761,1514,649,865,1150,489,661
2015,Junio,MONCLOA - ARAVACA,5142,2352,2790,55,32,23,181,85,96,444,192,252,498,227,271,629,276,353,641,295,346,711,337,374,756,351,405,721,324,397,506,233,273
2015,Junio,LATINA,17132,8421,8711,272,170,102,954,472,482,1402,687,715,1813,879,934,2139,1019,1120,2359,1141,1218,2563,1335,1228,2189,1078,1111,2126,1008,1118,1315,632,683
2015,Junio,CARABANCHEL,19948,9684,10264,358,174,184,1154,585,569,1566,731,835,2063,942,1121,2578,1244,1334,2893,1358,1535,2860,1456,1404,2561,1293,1268,2386,1193,1193,1529,708,821
2015,Junio,USERA,11823,5672,6151,237,135,102,808,393,415,999,460,539,1134,488,646,1476,695,781,1709,768,941,1750,860,890,1506,765,741,1375,719,656,829,389,440
2015,Junio,PUENTE DE VALLECAS,22746,11392,11354,557,286,271,1584,822,762,2019,943,1076,2372,1102,1270,2702,1337,1365,2872,1444,1428,3225,1647,1578,3132,1581,1551,2751,1450,1301,1532,780,752
2015,Junio,MORATALAZ,6615,3069,3546,114,70,44,414,233,181,535,249,286,605,276,329,652,286,366,877,395,482,995,452,543,1002,452,550,858,392,466,563,264,299
2015,Junio,CIUDAD LINEAL,13950,6630,7320,180,109,71,631,334,297,1048,510,538,1362,614,748,1661,827,834,1756,820,936,2010,981,1029,2016,951,1065,1982,895,1087,1304,589,715
2015,Junio,HORTALEZA,9674,4381,5293,136,86,50,439,238,201,787,365,422,954,431,523,1184,496,688,1300,541,759,1388,642,746,1316,590,726,1328,606,722,842,386,456
2015,Junio,VILLAVERDE,13765,6800,6965,332,184,148,914,447,467,1156,550,606,1466,685,781,1798,887,911,1915,890,1025,2001,980,1021,1820,956,864,1566,863,703,797,358,439
2015,Junio,VILLA DE VALLECAS,8586,3828,4758,201,111,90,565,287,278,775,362,413,1013,396,617,1295,548,747,1251,531,720,1080,496,584,903,401,502,933,449,484,570,247,323
2015,Junio,VICÁLVARO,5574,2560,3014,130,69,61,401,221,180,404,206,198,500,205,295,724,313,411,892,349,543,934,405,529,703,342,361,599,302,297,287,148,139
2015,Junio,SAN BLAS-CANILLEJAS,11221,5312,5909,168,95,73,670,331,339,831,387,444,972,443,529,1229,537,692,1468,612,856,1731,866,865,1639,815,824,1643,826,817,870,400,470
2015,Junio,BARAJAS,2390,1126,1264,22,17,5,103,54,49,164,77,87,221,101,120,303,147,156,312,133,179,299,140,159,329,153,176,340,158,182,297,146,151
2015,Julio,MADRID,211198,98429,112769,3474,1867,1607,11125,5596,5529,17025,7672,9353,21893,9602,12291,26523,12030,14493,28606,12931,15675,30119,14451,15668,28243,13515,14728,26888,12885,14003,17302,7880,9422
2015,Julio,CENTRO,9687,5121,4566,60,34,26,263,131,132,711,319,392,1171,570,601,1425,754,671,1400,761,639,1432,820,612,1295,707,588,1115,607,508,815,418,397
2015,Julio,ARGANZUELA,9115,4076,5039,90,48,42,337,180,157,714,298,416,1045,459,586,1178,506,672,1188,540,648,1289,576,713,1210,553,657,1228,554,674,836,362,474
2015,Julio,RETIRO,5273,2346,2927,34,22,12,194,104,90,393,181,212,572,247,325,678,303,375,644,272,372,733,329,404,699,313,386,758,338,420,568,237,331
2015,Julio,SALAMANCA,6205,2627,3578,45,26,19,183,99,84,475,205,270,729,305,424,772,338,434,745,309,436,834,351,483,847,360,487,925,392,533,650,242,408
2015,Julio,CHAMARTÍN,5841,2527,3314,41,21,20,193,95,98,395,176,219,578,258,320,730,313,417,736,307,429,802,343,459,936,412,524,811,348,463,619,254,365
2015,Julio,TETUÁN,10513,4953,5560,152,77,75,479,243,236,839,344,495,1189,541,648,1280,590,690,1384,649,735,1504,769,735,1466,716,750,1387,662,725,833,362,471
2015,Julio,CHAMBERÍ,6188,2722,3466,65,33,32,190,88,102,541,225,316,768,337,431,789,350,439,771,349,422,790,332,458,840,392,448,807,355,452,627,261,366
2015,Julio,FUENCARRAL - EL PARDO,11486,4981,6505,125,62,63,495,241,254,883,410,473,1126,436,690,1550,645,905,1731,750,981,1521,676,845,1414,639,775,1505,642,863,1136,480,656
2015,Julio,MONCLOA - ARAVACA,5126,2259,2867,39,19,20,187,82,105,448,194,254,516,215,301,613,242,371,645,282,363,702,327,375,741,340,401,718,321,397,517,237,280
2015,Julio,LATINA,16984,8158,8826,289,182,107,935,466,469,1420,664,756,1751,786,965,2117,978,1139,2349,1119,1230,2544,1272,1272,2144,1053,1091,2092,1003,1089,1343,635,708
2015,Julio,CARABANCHEL,19658,9397,10261,386,185,201,1120,559,561,1560,717,843,2005,899,1106,2510,1162,1348,2862,1303,1559,2841,1460,1381,2493,1224,1269,2369,1186,1183,1512,702,810
2015,Julio,USERA,11660,5532,6128,254,133,121,812,394,418,981,450,531,1140,490,650,1458,662,796,1646,722,924,1688,829,859,1491,757,734,1356,704,652,834,391,443
2015,Julio,PUENTE DE VALLECAS,22377,11086,11291,585,294,291,1614,835,779,1975,920,1055,2331,1075,1256,2650,1293,1357,2776,1373,1403,3150,1600,1550,3051,1502,1549,2728,1420,1308,1517,774,743
2015,Julio,MORATALAZ,6577,3001,3576,112,65,47,448,241,207,558,260,298,576,257,319,639,271,368,869,380,489,962,430,532,1015,457,558,842,382,460,556,258,298
2015,Julio,CIUDAD LINEAL,13910,6441,7469,179,106,73,636,305,331,1110,521,589,1368,588,780,1643,796,847,1771,822,949,1959,931,1028,2002,930,1072,1952,870,1082,1290,572,718
2015,Julio,HORTALEZA,9704,4253,5451,134,78,56,467,247,220,766,332,434,953,405,548,1177,481,696,1309,536,773,1408,612,796,1344,598,746,1312,579,733,834,385,449
2015,Julio,VILLAVERDE,13482,6556,6926,341,185,156,885,418,467,1088,491,597,1415,652,763,1804,877,927,1876,864,1012,1975,953,1022,1766,915,851,1519,830,689,813,371,442
2015,Julio,VILLA DE VALLECAS,8336,3635,4701,198,112,86,522,258,264,776,336,440,959,365,594,1287,527,760,1203,501,702,1052,469,583,872,390,482,900,429,471,567,248,319
2015,Julio,VICÁLVARO,5591,2498,3093,136,72,64,410,227,183,422,199,223,499,195,304,707,288,419,913,349,564,936,405,531,684,323,361,595,292,303,289,148,141
2015,Julio,SAN BLAS-CANILLEJAS,11093,5177,5916,181,96,85,658,334,324,808,365,443,990,431,559,1220,513,707,1463,614,849,1679,825,854,1605,788,817,1623,809,814,866,402,464
2015,Julio,BARAJAS,2392,1083,1309,28,17,11,97,49,48,162,65,97,212,91,121,296,141,155,325,129,196,318,142,176,328,146,182,346,162,184,280,141,139
2015,Agosto,MADRID,213287,98786,114501,3409,1812,1597,11380,5653,5727,17518,7744,9774,22214,9702,12512,26986,12114,14872,28732,12905,15827,30329,14487,15842,28404,13579,14825,26902,12831,14071,17413,7959,9454
2015,Agosto,CENTRO,9832,5140,4692,64,36,28,275,137,138,731,320,411,1210,575,635,1430,748,682,1433,773,660,1453,838,615,1297,688,609,1121,608,513,818,417,401
2015,Agosto,ARGANZUELA,9236,4117,5119,83,45,38,343,177,166,745,318,427,1054,457,597,1238,529,709,1214,536,678,1273,560,713,1220,563,657,1232,563,669,834,369,465
2015,Agosto,RETIRO,5397,2341,3056,35,23,12,216,105,111,411,186,225,609,255,354,703,290,413,648,263,385,731,330,401,707,314,393,754,328,426,583,247,336
2015,Agosto,SALAMANCA,6218,2600,3618,43,27,16,197,108,89,506,209,297,717,301,416,780,329,451,750,304,446,829,349,480,837,352,485,919,386,533,640,235,405
2015,Agosto,CHAMARTÍN,5995,2583,3412,41,21,20,212,107,105,399,168,231,596,254,342,752,329,423,744,305,439,825,357,468,965,436,529,836,354,482,625,252,373
2015,Agosto,TETUÁN,10499,4873,5626,141,72,69,483,244,239,839,338,501,1198,525,673,1286,574,712,1386,649,737,1496,761,735,1458,696,762,1362,639,723,850,375,475
2015,Agosto,CHAMBERÍ,6338,2771,3567,56,26,30,210,87,123,569,237,332,797,350,447,806,360,446,783,346,437,809,343,466,863,398,465,819,363,456,626,261,365
2015,Agosto,FUENCARRAL - EL PARDO,11717,5043,6674,129,64,65,522,249,273,928,406,522,1180,474,706,1623,662,961,1730,762,968,1567,696,871,1408,629,779,1488,619,869,1142,482,660
2015,Agosto,MONCLOA - ARAVACA,5259,2338,2921,42,23,19,201,89,112,483,210,273,543,230,313,599,241,358,670,289,381,732,341,391,755,352,403,715,324,391,519,239,280
2015,Agosto,LATINA,17160,8166,8994,278,169,109,994,483,511,1421,645,776,1761,775,986,2154,997,1157,2334,1104,1230,2575,1277,1298,2188,1074,1114,2095,999,1096,1360,643,717
2015,Agosto,CARABANCHEL,19747,9339,10408,370,169,201,1146,565,581,1589,718,871,2014,894,1120,2558,1163,1395,2831,1277,1554,2831,1442,1389,2499,1215,1284,2384,1188,1196,1525,708,817
2015,Agosto,USERA,11709,5569,6140,252,127,125,813,403,410,989,447,542,1142,493,649,1477,673,804,1650,722,928,1685,832,853,1516,776,740,1336,701,635,849,395,454
2015,Agosto,PUENTE DE VALLECAS,22450,11086,11364,568,291,277,1620,815,805,2035,942,1093,2366,1101,1265,2658,1285,1373,2792,1374,1418,3120,1575,1545,3036,1492,1544,2740,1428,1312,1515,783,732
2015,Agosto,MORATALAZ,6646,3006,3640,114,64,50,436,217,219,575,268,307,600,272,328,655,271,384,872,384,488,976,430,546,1004,456,548,860,388,472,554,256,298
2015,Agosto,CIUDAD LINEAL,13948,6427,7521,182,107,75,637,318,319,1133,503,630,1366,591,775,1683,809,874,1739,783,956,1981,920,1061,2007,951,1056,1922,869,1053,1298,576,722
2015,Agosto,HORTALEZA,9961,4341,5620,127,69,58,500,261,239,823,350,473,971,409,562,1247,502,745,1334,533,801,1430,626,804,1377,616,761,1314,581,733,838,394,444
2015,Agosto,VILLAVERDE,13431,6506,6925,325,168,157,882,425,457,1133,502,631,1372,633,739,1794,875,919,1896,875,1021,1953,931,1022,1756,918,838,1505,806,699,815,373,442
2015,Agosto,VILLA DE VALLECAS,8456,3675,4781,205,113,92,523,259,264,780,328,452,988,367,621,1319,542,777,1222,504,718,1068,484,584,881,397,484,903,428,475,567,253,314
2015,Agosto,VICÁLVARO,5571,2482,3089,129,72,57,396,210,186,427,210,217,480,192,288,712,289,423,908,345,563,926,404,522,698,327,371,593,279,314,302,154,148
2015,Agosto,SAN BLAS-CANILLEJAS,11304,5271,6033,197,108,89,674,341,333,844,371,473,1021,453,568,1209,503,706,1476,643,833,1740,838,902,1621,792,829,1637,808,829,885,414,471
2015,Agosto,BARAJAS,2413,1112,1301,28,18,10,100,53,47,158,68,90,229,101,128,303,143,160,320,134,186,329,153,176,311,137,174,367,172,195,268,133,135
2015,Septiembre,MADRID,212309,99502,112807,3671,1956,1715,12448,6210,6238,17582,7989,9593,21598,9683,11915,26452,12015,14437,28183,12807,15376,29765,14311,15454,28372,13703,14669,26829,12868,13961,17409,7960,9449
2015,Septiembre,CENTRO,9583,5029,4554,81,43,38,296,151,145,723,316,407,1163,567,596,1361,695,666,1371,750,621,1401,810,591,1274,676,598,1089,598,491,824,423,401
2015,Septiembre,ARGANZUELA,9018,4083,4935,91,46,45,417,211,206,740,330,410,996,462,534,1178,515,663,1151,502,649,1213,529,684,1186,556,630,1201,560,641,845,372,473
2015,Septiembre,RETIRO,5283,2300,2983,37,25,12,221,109,112,430,182,248,574,249,325,677,278,399,616,252,364,701,317,384,706,314,392,731,325,406,590,249,341
2015,Septiembre,SALAMANCA,6130,2632,3498,41,26,15,229,120,109,481,218,263,711,313,398,765,334,431,725,293,432,804,342,462,845,364,481,889,380,509,640,242,398
2015,Septiembre,CHAMARTÍN,5833,2540,3293,37,22,15,237,112,125,402,184,218,572,251,321,723,328,395,705,292,413,803,349,454,927,408,519,817,348,469,610,246,364
2015,Septiembre,TETUÁN,10444,4945,5499,134,72,62,520,266,254,838,356,482,1163,537,626,1272,579,693,1371,651,720,1461,746,715,1490,731,759,1353,633,720,842,374,468
2015,Septiembre,CHAMBERÍ,6208,2773,3435,44,21,23,235,117,118,574,258,316,772,344,428,765,336,429,760,350,410,790,339,451,829,391,438,828,365,463,611,252,359
2015,Septiembre,FUENCARRAL - EL PARDO,11543,5045,6498,142,78,64,573,269,304,921,421,500,1128,465,663,1535,649,886,1703,744,959,1533,692,841,1388,636,752,1480,617,863,1140,474,666
2015,Septiembre,MONCLOA - ARAVACA,5155,2301,2854,47,24,23,244,98,146,471,209,262,497,223,274,588,235,353,643,283,360,716,338,378,732,338,394,709,317,392,508,236,272
2015,Septiembre,LATINA,17248,8290,8958,299,173,126,1090,528,562,1450,680,770,1715,778,937,2149,1009,1140,2326,1131,1195,2553,1261,1292,2223,1093,1130,2105,1007,1098,1338,630,708
2015,Septiembre,CARABANCHEL,19856,9477,10379,409,192,217,1267,631,636,1617,745,872,1988,888,1100,2546,1176,1370,2786,1270,1516,2810,1431,1379,2520,1246,1274,2387,1192,1195,1526,706,820
2015,Septiembre,USERA,11952,5750,6202,248,120,128,834,418,416,1042,475,567,1161,523,638,1521,710,811,1680,743,937,1696,847,849,1544,785,759,1363,720,643,863,409,454
2015,Septiembre,PUENTE DE VALLECAS,22674,11275,11399,654,332,322,1685,851,834,2044,962,1082,2286,1059,1227,2683,1302,1381,2770,1366,1404,3134,1601,1533,3089,1546,1543,2803,1464,1339,1526,792,734
2015,Septiembre,MORATALAZ,6527,2983,3544,131,72,59,471,239,232,544,259,285,562,259,303,640,268,372,841,372,469,956,421,535,983,460,523,853,381,472,546,252,294
2015,Septiembre,CIUDAD LINEAL,13901,6449,7452,202,107,95,738,355,383,1115,497,618,1344,617,727,1689,811,878,1719,784,935,1893,883,1010,1987,946,1041,1917,872,1045,1297,577,720
2015,Septiembre,HORTALEZA,9772,4362,5410,126,69,57,552,301,251,773,352,421,935,413,522,1187,483,704,1303,549,754,1386,611,775,1349,601,748,1323,595,728,838,388,450
2015,Septiembre,VILLAVERDE,13578,6615,6963,363,195,168,1014,506,508,1118,496,622,1384,624,760,1736,848,888,1884,877,1007,1947,954,993,1790,927,863,1511,808,703,831,380,451
2015,Septiembre,VILLA DE VALLECAS,8472,3743,4729,208,118,90,570,278,292,800,354,446,985,396,589,1292,549,743,1195,508,687,1053,465,588,890,401,489,910,425,485,569,249,320
2015,Septiembre,VICÁLVARO,5503,2458,3045,135,75,60,425,232,193,431,207,224,478,184,294,675,267,408,880,333,547,891,380,511,704,345,359,578,277,301,306,158,148
2015,Septiembre,SAN BLAS-CANILLEJAS,11279,5374,5905,215,129,86,731,373,358,904,418,486,963,429,534,1189,516,673,1430,628,802,1693,832,861,1613,808,805,1639,817,822,902,424,478
2015,Septiembre,BARAJAS,2350,1078,1272,27,17,10,99,45,54,164,70,94,221,102,119,281,127,154,324,129,195,331,163,168,303,131,172,343,167,176,257,127,130
2015,Octubre,MADRID,214338,100807,113531,3595,2002,1593,12869,6509,6360,18272,8369,9903,21839,9835,12004,26419,12024,14395,28323,12940,15383,30019,14483,15536,28587,13780,14807,26914,12898,14016,17501,7967,9534
2015,Octubre,CENTRO,9592,5092,4500,79,51,28,339,176,163,728,336,392,1142,554,588,1354,705,649,1378,757,621,1369,793,576,1277,686,591,1104,609,495,822,425,397
2015,Octubre,ARGANZUELA,9141,4180,4961,99,59,40,442,233,209,807,379,428,1034,470,564,1154,505,649,1157,509,648,1220,534,686,1190,564,626,1188,552,636,850,375,475
2015,Octubre,RETIRO,5326,2375,2951,38,28,10,228,111,117,441,203,238,604,268,336,638,268,370,625,270,355,718,341,377,711,317,394,745,329,416,578,240,338
2015,Octubre,SALAMANCA,6167,2619,3548,38,25,13,244,123,121,507,229,278,700,295,405,756,338,418,750,288,462,806,337,469,832,357,475,883,377,506,651,250,401
2015,Octubre,CHAMARTÍN,5799,2529,3270,35,22,13,220,97,123,425,194,231,581,265,316,683,301,382,695,285,410,819,358,461,914,405,509,814,350,464,613,252,361
2015,Octubre,TETUÁN,10616,5026,5590,131,76,55,539,264,275,884,377,507,1167,535,632,1299,583,716,1391,680,711,1494,750,744,1503,741,762,1364,643,721,844,377,467
2015,Octubre,CHAMBERÍ,6232,2767,3465,35,17,18,256,123,133,604,264,340,767,345,422,754,327,427,765,348,417,787,345,442,823,387,436,836,372,464,605,239,366
2015,Octubre,FUENCARRAL - EL PARDO,11643,5131,6512,142,86,56,584,268,316,986,446,540,1155,481,674,1540,665,875,1713,773,940,1514,685,829,1398,638,760,1470,617,853,1141,472,669
2015,Octubre,MONCLOA - ARAVACA,5186,2334,2852,47,26,21,266,108,158,483,229,254,506,234,272,583,237,346,628,274,354,736,353,383,725,334,391,718,310,408,494,229,265
2015,Octubre,LATINA,17330,8348,8982,286,167,119,1144,582,562,1489,687,802,1725,797,928,2094,993,1101,2288,1101,1187,2565,1274,1291,2276,1112,1164,2105,1005,1100,1358,630,728
2015,Octubre,CARABANCHEL,20184,9660,10524,386,187,199,1297,673,624,1707,763,944,2074,924,1150,2602,1209,1393,2778,1292,1486,2836,1433,1403,2553,1257,1296,2391,1192,1199,1560,730,830
2015,Octubre,USERA,12051,5785,6266,255,128,127,842,421,421,1040,465,575,1139,513,626,1549,709,840,1697,768,929,1728,859,869,1550,788,762,1371,729,642,880,405,475
2015,Octubre,PUENTE DE VALLECAS,22987,11435,11552,628,338,290,1722,884,838,2202,1055,1147,2313,1065,1248,2717,1300,1417,2807,1402,1405,3171,1604,1567,3079,1523,1556,2811,1467,1344,1537,797,740
