"fecha","distrito","poblacion"
"11-2015","CIUDAD LINEAL",213012
"11-2015","CENTRO",133095
"11-2015","VICÁLVARO",69944
"11-2015","VILLA DE VALLECAS",102111
"11-2015","TETUÁN",152876
"11-2015","CHAMBERÍ",138037
"11-2015","PUENTE DE VALLECAS",227667
"11-2015","LATINA",234829
"11-2015","VILLAVERDE",141768
"11-2015","BARAJAS",46340
"11-2015","CARABANCHEL",242638
"11-2015","USERA",134374
"11-2015","HORTALEZA",177938
"11-2015","RETIRO",118649
"11-2015","CHAMARTÍN",142950
"11-2015","MADRID",3173396
"12-2015","ARGANZUELA",151901
"12-2015","MORATALAZ",94875
"12-2015","MONCLOA - ARAVACA",117035
"12-2015","FUENCARRAL - EL PARDO",236059
"12-2015","SALAMANCA",143719
"12-2015","SAN BLAS-CANILLEJAS",153856
"12-2015","CIUDAD LINEAL",213048
"12-2015","CENTRO",133133
"12-2015","VICÁLVARO",69958
"12-2015","VILLA DE VALLECAS",102296
"12-2015","TETUÁN",153076
"12-2015","CHAMBERÍ",138053
"12-2015","PUENTE DE VALLECAS",227852
"12-2015","LATINA",234683
"12-2015","VILLAVERDE",141855
"12-2015","BARAJAS",46373
"12-2015","CARABANCHEL",242743
"12-2015","USERA",134400
"12-2015","HORTALEZA",178130
"12-2015","RETIRO",118831
"12-2015","CHAMARTÍN",143069
"12-2015","MADRID",3174945
"01-2016","ARGANZUELA",152313
"01-2016","MORATALAZ",95029
"01-2016","MONCLOA - ARAVACA",117207
"01-2016","FUENCARRAL - EL PARDO",236518
"01-2016","SALAMANCA",144050
"01-2016","SAN BLAS-CANILLEJAS",154017
"01-2016","CIUDAD LINEAL",213448
"01-2016","CENTRO",133342
"01-2016","VICÁLVARO",70010
"01-2016","VILLA DE VALLECAS",102742
"01-2016","TETUÁN",153463
"01-2016","CHAMBERÍ",138212
"01-2016","PUENTE DE VALLECAS",228283
"01-2016","LATINA",234975
"01-2016","VILLAVERDE",142163
"01-2016","BARAJAS",46530
"01-2016","CARABANCHEL",243321
"01-2016","USERA",134736
"01-2016","HORTALEZA",178682
"01-2016","RETIRO",118980
"01-2016","CHAMARTÍN",143376
"01-2016","MADRID",3181397
"02-2016","ARGANZUELA",152034
"02-2016","MORATALAZ",94698
"02-2016","MONCLOA - ARAVACA",116889
"02-2016","FUENCARRAL - EL PARDO",236299
"02-2016","SALAMANCA",143728
"02-2016","SAN BLAS-CANILLEJAS",153859
"02-2016","CIUDAD LINEAL",212901
"02-2016","CENTRO",132684
"02-2016","VICÁLVARO",69862
"02-2016","VILLA DE VALLECAS",102692
"02-2016","TETUÁN",153113
"02-2016","CHAMBERÍ",137845
"02-2016","PUENTE DE VALLECAS",227661
"02-2016","LATINA",234479
"02-2016","VILLAVERDE",141880
"02-2016","BARAJAS",46536
"02-2016","CARABANCHEL",242997
"02-2016","USERA",134425
"02-2016","HORTALEZA",178692
"02-2016","RETIRO",118892
"02-2016","CHAMARTÍN",142998
"02-2016","MADRID",3175164
"03-2016","ARGANZUELA",152302
"03-2016","MORATALAZ",94831
"03-2016","MONCLOA - ARAVACA",117045
"03-2016","FUENCARRAL - EL PARDO",236889
"03-2016","SALAMANCA",143944
"03-2016","SAN BLAS-CANILLEJAS",154115
"03-2016","CIUDAD LINEAL",213183
"03-2016","CENTRO",132819
"03-2016","VICÁLVARO",69973
"03-2016","VILLA DE VALLECAS",103024
"03-2016","TETUÁN",153620
"03-2016","CHAMBERÍ",137898
"03-2016","PUENTE DE VALLECAS",228073
"03-2016","LATINA",234801
"03-2016","VILLAVERDE",142373
"03-2016","BARAJAS",46667
"03-2016","CARABANCHEL",243504
"03-2016","USERA",134689
"03-2016","HORTALEZA",179180
"03-2016","RETIRO",119034
"03-2016","CHAMARTÍN",143201
"03-2016","MADRID",3181165
"04-2016","ARGANZUELA",152599
"04-2016","MORATALAZ",94977
"04-2016","MONCLOA - ARAVACA",117284
"04-2016","FUENCARRAL - EL PARDO",237643
"04-2016","SALAMANCA",144347
"04-2016","SAN BLAS-CANILLEJAS",154496
"04-2016","CIUDAD LINEAL",213671
"04-2016","CENTRO",133203
"04-2016","VICÁLVARO",70098
"04-2016","VILLA DE VALLECAS",103313
"04-2016","TETUÁN",154099
"04-2016","CHAMBERÍ",138299
"04-2016","PUENTE DE VALLECAS",228659
"04-2016","LATINA",235262
"04-2016","VILLAVERDE",142699
"04-2016","BARAJAS",46846
"04-2016","CARABANCHEL",244213
"04-2016","USERA",135224
"04-2016","HORTALEZA",179742
"04-2016","RETIRO",119210
"04-2016","CHAMARTÍN",143540
"04-2016","MADRID",3189424
"05-2016","ARGANZUELA",152181
"05-2016","MORATALAZ",94726
"05-2016","MONCLOA - ARAVACA",117024
"05-2016","FUENCARRAL - EL PARDO",237457
"05-2016","SALAMANCA",143709
"05-2016","SAN BLAS-CANILLEJAS",154183
"05-2016","CIUDAD LINEAL",212941
"05-2016","CENTRO",132364
"05-2016","VICÁLVARO",70115
"05-2016","VILLA DE VALLECAS",103232
"05-2016","TETUÁN",153648
"05-2016","CHAMBERÍ",137650
"05-2016","PUENTE DE VALLECAS",227844
"05-2016","LATINA",234547
"05-2016","VILLAVERDE",142348
"05-2016","BARAJAS",46716
"05-2016","CARABANCHEL",243531
"05-2016","USERA",134893
"05-2016","HORTALEZA",179536
"05-2016","RETIRO",118922
"05-2016","CHAMARTÍN",143008
"05-2016","MADRID",3180575
"06-2016","ARGANZUELA",152304
"06-2016","MORATALAZ",94736
"06-2016","MONCLOA - ARAVACA",117134
"06-2016","FUENCARRAL - EL PARDO",238005
"06-2016","SALAMANCA",143844
"06-2016","SAN BLAS-CANILLEJAS",154385
"06-2016","CIUDAD LINEAL",213319
"06-2016","CENTRO",132477
"06-2016","VICÁLVARO",70163
"06-2016","VILLA DE VALLECAS",103640
"06-2016","TETUÁN",154029
"06-2016","CHAMBERÍ",137717
"06-2016","PUENTE DE VALLECAS",228156
"06-2016","LATINA",234961
"06-2016","VILLAVERDE",142716
"06-2016","BARAJAS",46798
"06-2016","CARABANCHEL",244112
"06-2016","USERA",135202
"06-2016","HORTALEZA",179805
"06-2016","RETIRO",118982
"06-2016","CHAMARTÍN",143206
"06-2016","MADRID",3185691
"07-2016","ARGANZUELA",152111
"07-2016","MORATALAZ",94573
"07-2016","MONCLOA - ARAVACA",116928
"07-2016","FUENCARRAL - EL PARDO",237973
"07-2016","SALAMANCA",143432
"07-2016","SAN BLAS-CANILLEJAS",154206
"07-2016","CIUDAD LINEAL",213027
"07-2016","CENTRO",131864
"07-2016","VICÁLVARO",70104
"07-2016","VILLA DE VALLECAS",103572
"07-2016","TETUÁN",153682
"07-2016","CHAMBERÍ",137509
"07-2016","PUENTE DE VALLECAS",227679
"07-2016","LATINA",234509
"07-2016","VILLAVERDE",142304
"07-2016","BARAJAS",46771
"07-2016","CARABANCHEL",243586
"07-2016","USERA",134814
"07-2016","HORTALEZA",179675
"07-2016","RETIRO",118793
"07-2016","CHAMARTÍN",142981
"07-2016","MADRID",3180093
"08-2016","ARGANZUELA",152225
"08-2016","MORATALAZ",94641
"08-2016","MONCLOA - ARAVACA",117036
"08-2016","FUENCARRAL - EL PARDO",238368
"08-2016","SALAMANCA",143684
"08-2016","SAN BLAS-CANILLEJAS",154360
"08-2016","CIUDAD LINEAL",213256
"08-2016","CENTRO",132300
"08-2016","VICÁLVARO",70170
"08-2016","VILLA DE VALLECAS",103828
"08-2016","TETUÁN",153958
"08-2016","CHAMBERÍ",137630
"08-2016","PUENTE DE VALLECAS",228047
"08-2016","LATINA",234774
"08-2016","VILLAVERDE",142569
"08-2016","BARAJAS",46860
"08-2016","CARABANCHEL",243904
"08-2016","USERA",135021
"08-2016","HORTALEZA",180054
"08-2016","RETIRO",118808
"08-2016","CHAMARTÍN",143280
"08-2016","MADRID",3184773
"09-2016","ARGANZUELA",151815
"09-2016","MORATALAZ",94403
"09-2016","MONCLOA - ARAVACA",116849
"09-2016","FUENCARRAL - EL PARDO",238410
"09-2016","SALAMANCA",143586
"09-2016","SAN BLAS-CANILLEJAS",154310
"09-2016","CIUDAD LINEAL",212783
"09-2016","CENTRO",131802
"09-2016","VICÁLVARO",69975
"09-2016","VILLA DE VALLECAS",103916
"09-2016","TETUÁN",153352
"09-2016","CHAMBERÍ",137388
"09-2016","PUENTE DE VALLECAS",227532
"09-2016","LATINA",234067
"09-2016","VILLAVERDE",142334
"09-2016","BARAJAS",46850
"09-2016","CARABANCHEL",243158
"09-2016","USERA",134506
"09-2016","HORTALEZA",179913
"09-2016","RETIRO",118660
"09-2016","CHAMARTÍN",143230
"09-2016","MADRID",3178839
"10-2016","ARGANZUELA",152120
"10-2016","MORATALAZ",94475
"10-2016","MONCLOA - ARAVACA",117220
"10-2016","FUENCARRAL - EL PARDO",238722
"10-2016","SALAMANCA",144084
"10-2016","SAN BLAS-CANILLEJAS",154541
"10-2016","CIUDAD LINEAL",212970
"10-2016","CENTRO",132311
"10-2016","VICÁLVARO",70076
"10-2016","VILLA DE VALLECAS",104210
"10-2016","TETUÁN",153689
"10-2016","CHAMBERÍ",137602
"10-2016","PUENTE DE VALLECAS",227954
"10-2016","LATINA",234421
"10-2016","VILLAVERDE",142674
"10-2016","BARAJAS",46934
"10-2016","CARABANCHEL",243864
"10-2016","USERA",134899
"10-2016","HORTALEZA",180386
"10-2016","RETIRO",118834
"10-2016","CHAMARTÍN",143575
"10-2016","MADRID",3185561
"11-2016","ARGANZUELA",152449
"11-2016","MORATALAZ",94551
"11-2016","MONCLOA - ARAVACA",117485
"11-2016","FUENCARRAL - EL PARDO",239266
"11-2016","SALAMANCA",144390
"11-2016","SAN BLAS-CANILLEJAS",154925
"11-2016","CIUDAD LINEAL",213364
"11-2016","CENTRO",132651
"11-2016","VICÁLVARO",70201
"11-2016","VILLA DE VALLECAS",104510
"11-2016","TETUÁN",154268
"11-2016","CHAMBERÍ",137956
"11-2016","PUENTE DE VALLECAS",228477
"11-2016","LATINA",234766
"11-2016","VILLAVERDE",143079
"11-2016","BARAJAS",47034
"11-2016","CARABANCHEL",244781
"11-2016","USERA",135349
"11-2016","HORTALEZA",180795
"11-2016","RETIRO",118999
"11-2016","CHAMARTÍN",143838
"11-2016","MADRID",3193134
"12-2016","ARGANZUELA",152337
"12-2016","MORATALAZ",94495
"12-2016","MONCLOA - ARAVACA",117310
"12-2016","FUENCARRAL - EL PARDO",239225
"12-2016","SALAMANCA",144249
"12-2016","SAN BLAS-CANILLEJAS",154782
"12-2016","CIUDAD LINEAL",213133
"12-2016","CENTRO",132422
"12-2016","VICÁLVARO",70203
"12-2016","VILLA DE VALLECAS",104565
"12-2016","TETUÁN",154222
"12-2016","CHAMBERÍ",137943
"12-2016","PUENTE DE VALLECAS",228249
"12-2016","LATINA",234486
"12-2016","VILLAVERDE",143059
"12-2016","BARAJAS",47000
"12-2016","CARABANCHEL",244709
"12-2016","USERA",135189
"12-2016","HORTALEZA",180879
"12-2016","RETIRO",118844
"12-2016","CHAMARTÍN",143816
"12-2016","MADRID",3191117
"01-2017","ARGANZUELA",152357
"01-2017","MORATALAZ",94432
"01-2017","MONCLOA - ARAVACA",117137
"01-2017","FUENCARRAL - EL PARDO",239531
"01-2017","SALAMANCA",144197
"01-2017","SAN BLAS-CANILLEJAS",155063
"01-2017","CIUDAD LINEAL",213168
"01-2017","CENTRO",132178
"01-2017","VICÁLVARO",70251
"01-2017","VILLA DE VALLECAS",104780
"01-2017","TETUÁN",154346
"01-2017","CHAMBERÍ",137869
"01-2017","PUENTE DE VALLECAS",228372
"01-2017","LATINA",234480
"01-2017","VILLAVERDE",143253
"01-2017","BARAJAS",47030
"01-2017","CARABANCHEL",244976
"01-2017","USERA",135366
"01-2017","HORTALEZA",181234
"01-2017","RETIRO",118848
"01-2017","CHAMARTÍN",143938
"01-2017","MADRID",3192806
"02-2017","ARGANZUELA",152645
"02-2017","MORATALAZ",94426
"02-2017","MONCLOA - ARAVACA",117256
"02-2017","FUENCARRAL - EL PARDO",240089
"02-2017","SALAMANCA",144451
"02-2017","SAN BLAS-CANILLEJAS",155323
"02-2017","CIUDAD LINEAL",213481
"02-2017","CENTRO",132536
"02-2017","VICÁLVARO",70344
"02-2017","VILLA DE VALLECAS",105033
"02-2017","TETUÁN",154785
"02-2017","CHAMBERÍ",138016
"02-2017","PUENTE DE VALLECAS",228713
"02-2017","LATINA",234936
"02-2017","VILLAVERDE",143585
"02-2017","BARAJAS",47136
"02-2017","CARABANCHEL",245506
"02-2017","USERA",135730
"02-2017","HORTALEZA",181476
"02-2017","RETIRO",118911
"02-2017","CHAMARTÍN",144154
"02-2017","MADRID",3198532
"03-2017","ARGANZUELA",152174
"03-2017","MORATALAZ",94413
"03-2017","MONCLOA - ARAVACA",117047
"03-2017","FUENCARRAL - EL PARDO",240036
"03-2017","SALAMANCA",143955
"03-2017","SAN BLAS-CANILLEJAS",155249
"03-2017","CIUDAD LINEAL",213223
"03-2017","CENTRO",131752
"03-2017","VICÁLVARO",70354
"03-2017","VILLA DE VALLECAS",105099
"03-2017","TETUÁN",154394
"03-2017","CHAMBERÍ",137638
"03-2017","PUENTE DE VALLECAS",228270
"03-2017","LATINA",234696
"03-2017","VILLAVERDE",143471
"03-2017","BARAJAS",47184
"03-2017","CARABANCHEL",245211
"03-2017","USERA",135457
"03-2017","HORTALEZA",181312
"03-2017","RETIRO",118599
"03-2017","CHAMARTÍN",143962
"03-2017","MADRID",3193496
"04-2017","ARGANZUELA",152195
"04-2017","MORATALAZ",94380
"04-2017","MONCLOA - ARAVACA",117073
"04-2017","FUENCARRAL - EL PARDO",240569
"04-2017","SALAMANCA",143920
"04-2017","SAN BLAS-CANILLEJAS",155366
"04-2017","CIUDAD LINEAL",213416
"04-2017","CENTRO",131566
"04-2017","VICÁLVARO",70451
"04-2017","VILLA DE VALLECAS",105518
"04-2017","TETUÁN",154345
"04-2017","CHAMBERÍ",137640
"04-2017","PUENTE DE VALLECAS",228274
"04-2017","LATINA",234679
"04-2017","VILLAVERDE",143682
"04-2017","BARAJAS",47305
"04-2017","CARABANCHEL",245361
"04-2017","USERA",135658
"04-2017","HORTALEZA",181645
"04-2017","RETIRO",118618
"04-2017","CHAMARTÍN",144043
"04-2017","MADRID",3195704
"05-2017","ARGANZUELA",152438
"05-2017","MORATALAZ",94419
"05-2017","MONCLOA - ARAVACA",117213
"05-2017","FUENCARRAL - EL PARDO",240994
"05-2017","SALAMANCA",144147
"05-2017","SAN BLAS-CANILLEJAS",155624
"05-2017","CIUDAD LINEAL",213921
"05-2017","CENTRO",131745
"05-2017","VICÁLVARO",70649
"05-2017","VILLA DE VALLECAS",105996
"05-2017","TETUÁN",154838
"05-2017","CHAMBERÍ",137820
"05-2017","PUENTE DE VALLECAS",228916
"05-2017","LATINA",234994
"05-2017","VILLAVERDE",144166
"05-2017","BARAJAS",47461
"05-2017","CARABANCHEL",246175
"05-2017","USERA",136021
"05-2017","HORTALEZA",182176
"05-2017","RETIRO",118691
"05-2017","CHAMARTÍN",144276
"05-2017","MADRID",3202680
"06-2017","ARGANZUELA",152588
"06-2017","MORATALAZ",94468
"06-2017","MONCLOA - ARAVACA",117362
"06-2017","FUENCARRAL - EL PARDO",241384
"06-2017","SALAMANCA",144424
"06-2017","SAN BLAS-CANILLEJAS",155842
"06-2017","CIUDAD LINEAL",214273
"06-2017","CENTRO",131898
"06-2017","VICÁLVARO",70711
"06-2017","VILLA DE VALLECAS",106331
"06-2017","TETUÁN",155181
"06-2017","CHAMBERÍ",137958
"06-2017","PUENTE DE VALLECAS",229366
"06-2017","LATINA",235277
"06-2017","VILLAVERDE",144529
"06-2017","BARAJAS",47586
"06-2017","CARABANCHEL",246800
"06-2017","USERA",136287
"06-2017","HORTALEZA",182358
"06-2017","RETIRO",118757
"06-2017","CHAMARTÍN",144466
"06-2017","MADRID",3207846
"07-2017","ARGANZUELA",152540
"07-2017","MORATALAZ",94436
"07-2017","MONCLOA - ARAVACA",117236
"07-2017","FUENCARRAL - EL PARDO",241528
"07-2017","SALAMANCA",143931
"07-2017","SAN BLAS-CANILLEJAS",155720
"07-2017","CIUDAD LINEAL",214257
"07-2017","CENTRO",131497
"07-2017","VICÁLVARO",70711
"07-2017","VILLA DE VALLECAS",106544
"07-2017","TETUÁN",154913
"07-2017","CHAMBERÍ",137779
"07-2017","PUENTE DE VALLECAS",229066
"07-2017","LATINA",235095
"07-2017","VILLAVERDE",144495
"07-2017","BARAJAS",47590
"07-2017","CARABANCHEL",246516
"07-2017","USERA",136134
"07-2017","HORTALEZA",182437
"07-2017","RETIRO",118643
"07-2017","CHAMARTÍN",144322
"07-2017","MADRID",3205390
"08-2017","ARGANZUELA",152491
"08-2017","MORATALAZ",94530
"08-2017","MONCLOA - ARAVACA",117357
"08-2017","FUENCARRAL - EL PARDO",241854
"08-2017","SALAMANCA",144184
"08-2017","SAN BLAS-CANILLEJAS",155840
"08-2017","CIUDAD LINEAL",214479
"08-2017","CENTRO",131467
"08-2017","VICÁLVARO",70820
"08-2017","VILLA DE VALLECAS",106854
"08-2017","TETUÁN",155135
"08-2017","CHAMBERÍ",137950
"08-2017","PUENTE DE VALLECAS",229431
"08-2017","LATINA",235208
"08-2017","VILLAVERDE",144855
"08-2017","BARAJAS",47624
"08-2017","CARABANCHEL",246992
"08-2017","USERA",136361
"08-2017","HORTALEZA",182778
"08-2017","RETIRO",118774
"08-2017","CHAMARTÍN",144510
"08-2017","MADRID",3209494
"09-2017","ARGANZUELA",152732
"09-2017","MORATALAZ",94646
"09-2017","MONCLOA - ARAVACA",117667
"09-2017","FUENCARRAL - EL PARDO",242455
"09-2017","SALAMANCA",144751
"09-2017","SAN BLAS-CANILLEJAS",156251
"09-2017","CIUDAD LINEAL",214758
"09-2017","CENTRO",132035
"09-2017","VICÁLVARO",70956
"09-2017","VILLA DE VALLECAS",107186
"09-2017","TETUÁN",155566
"09-2017","CHAMBERÍ",138250
"09-2017","PUENTE DE VALLECAS",230101
"09-2017","LATINA",235682
"09-2017","VILLAVERDE",145357
"09-2017","BARAJAS",47760
"09-2017","CARABANCHEL",247557
"09-2017","USERA",136831
"09-2017","HORTALEZA",183276
"09-2017","RETIRO",118965
"09-2017","CHAMARTÍN",144950
"09-2017","MADRID",3217732
"10-2017","ARGANZUELA",153160
"10-2017","MORATALAZ",94634
"10-2017","MONCLOA - ARAVACA",118055
"10-2017","FUENCARRAL - EL PARDO",243157
"10-2017","SALAMANCA",145421
"10-2017","SAN BLAS-CANILLEJAS",156569
"10-2017","CIUDAD LINEAL",215259
"10-2017","CENTRO",132744
"10-2017","VICÁLVARO",71109
"10-2017","VILLA DE VALLECAS",107554
"10-2017","TETUÁN",156235
"10-2017","CHAMBERÍ",138697
"10-2017","PUENTE DE VALLECAS",230837
"10-2017","LATINA",236119
"10-2017","VILLAVERDE",145791
"10-2017","BARAJAS",47760
"10-2017","CARABANCHEL",248398
"10-2017","USERA",137158
"10-2017","HORTALEZA",183663
"10-2017","RETIRO",119209
"10-2017","CHAMARTÍN",145241
"10-2017","MADRID",3226770
"11-2017","ARGANZUELA",153040
"11-2017","MORATALAZ",94561
"11-2017","MONCLOA - ARAVACA",118194
"11-2017","FUENCARRAL - EL PARDO",243261
"11-2017","SALAMANCA",145564
"11-2017","SAN BLAS-CANILLEJAS",156407
"11-2017","CIUDAD LINEAL",214973
"11-2017","CENTRO",132619
"11-2017","VICÁLVARO",71097
"11-2017","VILLA DE VALLECAS",107615
"11-2017","TETUÁN",156215
"11-2017","CHAMBERÍ",138668
"11-2017","PUENTE DE VALLECAS",230804
"11-2017","LATINA",236049
"11-2017","VILLAVERDE",145792
"11-2017","BARAJAS",47861
"11-2017","CARABANCHEL",248431
"11-2017","USERA",137074
"11-2017","HORTALEZA",183876
"11-2017","RETIRO",119198
"11-2017","CHAMARTÍN",145209
"11-2017","MADRID",3226508
"12-2017","ARGANZUELA",153347
"12-2017","MORATALAZ",94521
"12-2017","MONCLOA - ARAVACA",118223
"12-2017","FUENCARRAL - EL PARDO",243552
"12-2017","SALAMANCA",145692
"12-2017","SAN BLAS-CANILLEJAS",156635
"12-2017","CIUDAD LINEAL",215100
"12-2017","CENTRO",132781
"12-2017","VICÁLVARO",71120
"12-2017","VILLA DE VALLECAS",107860
"12-2017","TETUÁN",156470
"12-2017","CHAMBERÍ",138842
"12-2017","PUENTE DE VALLECAS",231175
"12-2017","LATINA",236452
"12-2017","VILLAVERDE",145993
"12-2017","BARAJAS",47919
"12-2017","CARABANCHEL",248941
"12-2017","USERA",137412
"12-2017","HORTALEZA",184334
"12-2017","RETIRO",119349
"12-2017","CHAMARTÍN",145344
"12-2017","MADRID",3231062
"01-2018","ARGANZUELA",153438
"01-2018","MORATALAZ",94570
"01-2018","MONCLOA - ARAVACA",118431
"01-2018","FUENCARRAL - EL PARDO",244130
"01-2018","SALAMANCA",145815
"01-2018","SAN BLAS-CANILLEJAS",156983
"01-2018","CIUDAD LINEAL",215392
"01-2018","CENTRO",132808
"01-2018","VICÁLVARO",71230
"01-2018","VILLA DE VALLECAS",108127
"01-2018","TETUÁN",156665
"01-2018","CHAMBERÍ",139056
"01-2018","PUENTE DE VALLECAS",231524
"01-2018","LATINA",236916
"01-2018","VILLAVERDE",146218
"01-2018","BARAJAS",48078
"01-2018","CARABANCHEL",249478
"01-2018","USERA",137611
"01-2018","HORTALEZA",184856
"01-2018","RETIRO",119514
"01-2018","CHAMARTÍN",145564
"01-2018","MADRID",3236404
"02-2018","ARGANZUELA",153531
"02-2018","MORATALAZ",94648
"02-2018","MONCLOA - ARAVACA",118501
"02-2018","FUENCARRAL - EL PARDO",244467
"02-2018","SALAMANCA",145893
"02-2018","SAN BLAS-CANILLEJAS",157219
"02-2018","CIUDAD LINEAL",215563
"02-2018","CENTRO",132888
"02-2018","VICÁLVARO",71305
"02-2018","VILLA DE VALLECAS",108354
"02-2018","TETUÁN",156869
"02-2018","CHAMBERÍ",139112
"02-2018","PUENTE DE VALLECAS",232104
"02-2018","LATINA",237110
"02-2018","VILLAVERDE",146831
"02-2018","BARAJAS",48196
"02-2018","CARABANCHEL",249943
"02-2018","USERA",137951
"02-2018","HORTALEZA",185151
"02-2018","RETIRO",119516
"02-2018","CHAMARTÍN",145564
"02-2018","MADRID",3240716
"03-2018","ARGANZUELA",153340
"03-2018","MORATALAZ",94631
"03-2018","MONCLOA - ARAVACA",118395
"03-2018","FUENCARRAL - EL PARDO",244477
"03-2018","SALAMANCA",145471
"03-2018","SAN BLAS-CANILLEJAS",157159
"03-2018","CIUDAD LINEAL",215520
"03-2018","CENTRO",132284
"03-2018","VICÁLVARO",71262
"03-2018","VILLA DE VALLECAS",108506
"03-2018","TETUÁN",156596
"03-2018","CHAMBERÍ",138877
"03-2018","PUENTE DE VALLECAS",231815
"03-2018","LATINA",236798
"03-2018","VILLAVERDE",146864
"03-2018","BARAJAS",48311
"03-2018","CARABANCHEL",249673
"03-2018","USERA",137838
"03-2018","HORTALEZA",185275
"03-2018","RETIRO",119375
"03-2018","CHAMARTÍN",145380
"03-2018","MADRID",3237847
"04-2018","ARGANZUELA",153707
"04-2018","MORATALAZ",94781
"04-2018","MONCLOA - ARAVACA",118598
"04-2018","FUENCARRAL - EL PARDO",244943
"04-2018","SALAMANCA",145678
"04-2018","SAN BLAS-CANILLEJAS",157715
"04-2018","CIUDAD LINEAL",215892
"04-2018","CENTRO",132530
"04-2018","VICÁLVARO",71469
"04-2018","VILLA DE VALLECAS",108898
"04-2018","TETUÁN",156940
"04-2018","CHAMBERÍ",139075
"04-2018","PUENTE DE VALLECAS",232763
"04-2018","LATINA",237374
"04-2018","VILLAVERDE",147453
"04-2018","BARAJAS",48482
"04-2018","CARABANCHEL",250607
"04-2018","USERA",138325
"04-2018","HORTALEZA",185902
"04-2018","RETIRO",119455
"04-2018","CHAMARTÍN",145628
"04-2018","MADRID",3246215
"05-2018","ARGANZUELA",153425
"05-2018","MORATALAZ",94809
"05-2018","MONCLOA - ARAVACA",118605
"05-2018","FUENCARRAL - EL PARDO",244883
"05-2018","SALAMANCA",145470
"05-2018","SAN BLAS-CANILLEJAS",157600
"05-2018","CIUDAD LINEAL",215859
"05-2018","CENTRO",132190
"05-2018","VICÁLVARO",71487
"05-2018","VILLA DE VALLECAS",109036
"05-2018","TETUÁN",156734
"05-2018","CHAMBERÍ",138881
"05-2018","PUENTE DE VALLECAS",232826
"05-2018","LATINA",237207
"05-2018","VILLAVERDE",147468
"05-2018","BARAJAS",48546
"05-2018","CARABANCHEL",250552
"05-2018","USERA",138366
"05-2018","HORTALEZA",186031
"05-2018","RETIRO",119333
"05-2018","CHAMARTÍN",145570
"05-2018","MADRID",3244878
"06-2018","ARGANZUELA",153415
"06-2018","MORATALAZ",94686
"06-2018","MONCLOA - ARAVACA",118692
"06-2018","FUENCARRAL - EL PARDO",244993
"06-2018","SALAMANCA",145304
"06-2018","SAN BLAS-CANILLEJAS",157541
"06-2018","CIUDAD LINEAL",215684
"06-2018","CENTRO",131884
"06-2018","VICÁLVARO",71417
"06-2018","VILLA DE VALLECAS",109159
"06-2018","TETUÁN",156703
"06-2018","CHAMBERÍ",138713
"06-2018","PUENTE DE VALLECAS",232904
"06-2018","LATINA",237083
"06-2018","VILLAVERDE",147566
"06-2018","BARAJAS",48497
"06-2018","CARABANCHEL",250671
"06-2018","USERA",138504
"06-2018","HORTALEZA",186096
"06-2018","RETIRO",119261
"06-2018","CHAMARTÍN",145430
"06-2018","MADRID",3244203
"07-2018","ARGANZUELA",153518
"07-2018","MORATALAZ",94690
"07-2018","MONCLOA - ARAVACA",118761
"07-2018","FUENCARRAL - EL PARDO",245505
"07-2018","SALAMANCA",145428
"07-2018","SAN BLAS-CANILLEJAS",157805
"07-2018","CIUDAD LINEAL",215909
"07-2018","CENTRO",131964
"07-2018","VICÁLVARO",71448
"07-2018","VILLA DE VALLECAS",109385
"07-2018","TETUÁN",156969
"07-2018","CHAMBERÍ",138837
"07-2018","PUENTE DE VALLECAS",233380
"07-2018","LATINA",237342
"07-2018","VILLAVERDE",147798
"07-2018","BARAJAS",48611
"07-2018","CARABANCHEL",251087
"07-2018","USERA",138635
"07-2018","HORTALEZA",186457
"07-2018","RETIRO",119213
"07-2018","CHAMARTÍN",145564
"07-2018","MADRID",3248306
"08-2018","ARGANZUELA",153561
"08-2018","MORATALAZ",94698
"08-2018","MONCLOA - ARAVACA",118748
"08-2018","FUENCARRAL - EL PARDO",245705
"08-2018","SALAMANCA",145630
"08-2018","SAN BLAS-CANILLEJAS",157971
"08-2018","CIUDAD LINEAL",216205
"08-2018","CENTRO",132244
"08-2018","VICÁLVARO",71673
"08-2018","VILLA DE VALLECAS",109710
"08-2018","TETUÁN",157186
"08-2018","CHAMBERÍ",138922
"08-2018","PUENTE DE VALLECAS",233797
"08-2018","LATINA",237630
"08-2018","VILLAVERDE",148071
"08-2018","BARAJAS",48699
"08-2018","CARABANCHEL",251748
"08-2018","USERA",138890
"08-2018","HORTALEZA",186928
"08-2018","RETIRO",119287
"08-2018","CHAMARTÍN",145615
"08-2018","MADRID",3252918
"09-2018","ARGANZUELA",153643
"09-2018","MORATALAZ",94667
"09-2018","MONCLOA - ARAVACA",118937
"09-2018","FUENCARRAL - EL PARDO",246064
"09-2018","SALAMANCA",145893
"09-2018","SAN BLAS-CANILLEJAS",158152
"09-2018","CIUDAD LINEAL",216199
"09-2018","CENTRO",132501
"09-2018","VICÁLVARO",71741
"09-2018","VILLA DE VALLECAS",109935
"09-2018","TETUÁN",157318
"09-2018","CHAMBERÍ",139252
"09-2018","PUENTE DE VALLECAS",234244
"09-2018","LATINA",237755
"09-2018","VILLAVERDE",148300
"09-2018","BARAJAS",48796
"09-2018","CARABANCHEL",252216
"09-2018","USERA",139013
