"fecha","distrito","poblacion"
"09-2018","HORTALEZA",187411
"09-2018","RETIRO",119473
"09-2018","CHAMARTÍN",145762
"09-2018","MADRID",3257272
"10-2018","ARGANZUELA",153780
"10-2018","MORATALAZ",94755
"10-2018","MONCLOA - ARAVACA",119350
"10-2018","FUENCARRAL - EL PARDO",246357
"10-2018","SALAMANCA",146375
"10-2018","SAN BLAS-CANILLEJAS",158257
"10-2018","CIUDAD LINEAL",216441
"10-2018","CENTRO",133461
"10-2018","VICÁLVARO",71885
"10-2018","VILLA DE VALLECAS",110088
"10-2018","TETUÁN",157652
"10-2018","CHAMBERÍ",139563
"10-2018","PUENTE DE VALLECAS",234482
"10-2018","LATINA",238028
"10-2018","VILLAVERDE",148349
"10-2018","BARAJAS",48885
"10-2018","CARABANCHEL",252673
"10-2018","USERA",139313
"10-2018","HORTALEZA",187885
"10-2018","RETIRO",119600
"10-2018","CHAMARTÍN",145931
"10-2018","MADRID",3263110
"11-2018","ARGANZUELA",154204
"11-2018","MORATALAZ",94854
"11-2018","MONCLOA - ARAVACA",119690
"11-2018","FUENCARRAL - EL PARDO",246697
"11-2018","SALAMANCA",146720
"11-2018","SAN BLAS-CANILLEJAS",158571
"11-2018","CIUDAD LINEAL",216816
"11-2018","CENTRO",134742
"11-2018","VICÁLVARO",72112
"11-2018","VILLA DE VALLECAS",110458
"11-2018","TETUÁN",158329
"11-2018","CHAMBERÍ",139920
"11-2018","PUENTE DE VALLECAS",235107
"11-2018","LATINA",238626
"11-2018","VILLAVERDE",149004
"11-2018","BARAJAS",49071
"11-2018","CARABANCHEL",253433
"11-2018","USERA",139760
"11-2018","HORTALEZA",188526
"11-2018","RETIRO",119704
"11-2018","CHAMARTÍN",146178
"11-2018","MADRID",3272522
"12-2018","ARGANZUELA",154264
"12-2018","MORATALAZ",94818
"12-2018","MONCLOA - ARAVACA",119789
"12-2018","FUENCARRAL - EL PARDO",246640
"12-2018","SALAMANCA",146578
"12-2018","SAN BLAS-CANILLEJAS",158602
"12-2018","CIUDAD LINEAL",216861
"12-2018","CENTRO",135314
"12-2018","VICÁLVARO",72294
"12-2018","VILLA DE VALLECAS",110643
"12-2018","TETUÁN",158494
"12-2018","CHAMBERÍ",139914
"12-2018","PUENTE DE VALLECAS",235418
"12-2018","LATINA",238901
"12-2018","VILLAVERDE",149277
"12-2018","BARAJAS",49070
"12-2018","CARABANCHEL",253797
"12-2018","USERA",139909
"12-2018","HORTALEZA",188694
"12-2018","RETIRO",119687
"12-2018","CHAMARTÍN",146231
"12-2018","MADRID",3275195
"01-2019","ARGANZUELA",154376
"01-2019","MORATALAZ",94900
"01-2019","MONCLOA - ARAVACA",119776
"01-2019","FUENCARRAL - EL PARDO",246822
"01-2019","SALAMANCA",146483
"01-2019","SAN BLAS-CANILLEJAS",158637
"01-2019","CIUDAD LINEAL",217060
"01-2019","CENTRO",135818
"01-2019","VICÁLVARO",72588
"01-2019","VILLA DE VALLECAS",110950
"01-2019","TETUÁN",158367
"01-2019","CHAMBERÍ",139797
"01-2019","PUENTE DE VALLECAS",235645
"01-2019","LATINA",238706
"01-2019","VILLAVERDE",149478
"01-2019","BARAJAS",49167
"01-2019","CARABANCHEL",253873
"01-2019","USERA",139809
"01-2019","HORTALEZA",189068
"01-2019","RETIRO",119753
"01-2019","CHAMARTÍN",146317
"01-2019","MADRID",3277390
"02-2019","ARGANZUELA",154398
"02-2019","MORATALAZ",94989
"02-2019","MONCLOA - ARAVACA",119768
"02-2019","FUENCARRAL - EL PARDO",246821
"02-2019","SALAMANCA",146501
"02-2019","SAN BLAS-CANILLEJAS",158582
"02-2019","CIUDAD LINEAL",217057
"02-2019","CENTRO",136370
"02-2019","VICÁLVARO",72672
"02-2019","VILLA DE VALLECAS",111148
"02-2019","TETUÁN",158273
"02-2019","CHAMBERÍ",139720
"02-2019","PUENTE DE VALLECAS",236005
"02-2019","LATINA",238827
"02-2019","VILLAVERDE",149785
"02-2019","BARAJAS",49159
"02-2019","CARABANCHEL",254053
"02-2019","USERA",139913
"02-2019","HORTALEZA",189186
"02-2019","RETIRO",119795
"02-2019","CHAMARTÍN",146366
"02-2019","MADRID",3279388
"03-2019","ARGANZUELA",154424
"03-2019","MORATALAZ",95013
"03-2019","MONCLOA - ARAVACA",119869
"03-2019","FUENCARRAL - EL PARDO",247005
"03-2019","SALAMANCA",146585
"03-2019","SAN BLAS-CANILLEJAS",158641
"03-2019","CIUDAD LINEAL",217149
"03-2019","CENTRO",136689
"03-2019","VICÁLVARO",72839
"03-2019","VILLA DE VALLECAS",111366
"03-2019","TETUÁN",158488
"03-2019","CHAMBERÍ",139799
"03-2019","PUENTE DE VALLECAS",236324
"03-2019","LATINA",238959
"03-2019","VILLAVERDE",150041
"03-2019","BARAJAS",49273
"03-2019","CARABANCHEL",254475
"03-2019","USERA",140176
"03-2019","HORTALEZA",189592
"03-2019","RETIRO",119859
"03-2019","CHAMARTÍN",146545
"03-2019","MADRID",3283111
"04-2019","ARGANZUELA",154595
"04-2019","MORATALAZ",95177
"04-2019","MONCLOA - ARAVACA",120025
"04-2019","FUENCARRAL - EL PARDO",247413
"04-2019","SALAMANCA",146667
"04-2019","SAN BLAS-CANILLEJAS",158959
"04-2019","CIUDAD LINEAL",217642
"04-2019","CENTRO",137136
"04-2019","VICÁLVARO",72964
"04-2019","VILLA DE VALLECAS",111649
"04-2019","TETUÁN",158956
"04-2019","CHAMBERÍ",139861
"04-2019","PUENTE DE VALLECAS",237017
"04-2019","LATINA",239578
"04-2019","VILLAVERDE",150563
"04-2019","BARAJAS",49393
"04-2019","CARABANCHEL",255226
"04-2019","USERA",140710
"04-2019","HORTALEZA",190130
"04-2019","RETIRO",119926
"04-2019","CHAMARTÍN",146761
"04-2019","MADRID",3290348
"05-2019","ARGANZUELA",154847
"05-2019","MORATALAZ",95288
"05-2019","MONCLOA - ARAVACA",120234
"05-2019","FUENCARRAL - EL PARDO",247964
"05-2019","SALAMANCA",146829
"05-2019","SAN BLAS-CANILLEJAS",159448
"05-2019","CIUDAD LINEAL",218112
"05-2019","CENTRO",137860
"05-2019","VICÁLVARO",73091
"05-2019","VILLA DE VALLECAS",112104
"05-2019","TETUÁN",159267
"05-2019","CHAMBERÍ",139971
"05-2019","PUENTE DE VALLECAS",237766
"05-2019","LATINA",240246
"05-2019","VILLAVERDE",151279
"05-2019","BARAJAS",49526
"05-2019","CARABANCHEL",256206
"05-2019","USERA",141151
"05-2019","HORTALEZA",190667
"05-2019","RETIRO",120098
"05-2019","CHAMARTÍN",147061
"05-2019","MADRID",3299015
"06-2019","ARGANZUELA",155152
"06-2019","MORATALAZ",95537
"06-2019","MONCLOA - ARAVACA",120548
"06-2019","FUENCARRAL - EL PARDO",248584
"06-2019","SALAMANCA",147016
"06-2019","SAN BLAS-CANILLEJAS",159960
"06-2019","CIUDAD LINEAL",218722
"06-2019","CENTRO",138552
"06-2019","VICÁLVARO",73298
"06-2019","VILLA DE VALLECAS",112730
"06-2019","TETUÁN",159852
"06-2019","CHAMBERÍ",140132
"06-2019","PUENTE DE VALLECAS",238572
"06-2019","LATINA",240814
"06-2019","VILLAVERDE",151859
"06-2019","BARAJAS",49647
"06-2019","CARABANCHEL",257117
"06-2019","USERA",141646
"06-2019","HORTALEZA",191331
"06-2019","RETIRO",120157
"06-2019","CHAMARTÍN",147242
"06-2019","MADRID",3308468
"07-2019","ARGANZUELA",155377
"07-2019","MORATALAZ",95700
"07-2019","MONCLOA - ARAVACA",120849
"07-2019","FUENCARRAL - EL PARDO",249159
"07-2019","SALAMANCA",147273
"07-2019","SAN BLAS-CANILLEJAS",160382
"07-2019","CIUDAD LINEAL",219160
"07-2019","CENTRO",139037
"07-2019","VICÁLVARO",73505
"07-2019","VILLA DE VALLECAS",113122
"07-2019","TETUÁN",160421
"07-2019","CHAMBERÍ",140289
"07-2019","PUENTE DE VALLECAS",239258
"07-2019","LATINA",241165
"07-2019","VILLAVERDE",152315
"07-2019","BARAJAS",49764
"07-2019","CARABANCHEL",257817
"07-2019","USERA",141944
"07-2019","HORTALEZA",192016
"07-2019","RETIRO",120239
"07-2019","CHAMARTÍN",147435
"07-2019","MADRID",3316227
"08-2019","ARGANZUELA",155644
"08-2019","MORATALAZ",95825
"08-2019","MONCLOA - ARAVACA",121032
"08-2019","FUENCARRAL - EL PARDO",249411
"08-2019","SALAMANCA",147562
"08-2019","SAN BLAS-CANILLEJAS",160878
"08-2019","CIUDAD LINEAL",219682
"08-2019","CENTRO",139577
"08-2019","VICÁLVARO",73683
"08-2019","VILLA DE VALLECAS",113480
"08-2019","TETUÁN",160888
"08-2019","CHAMBERÍ",140510
"08-2019","PUENTE DE VALLECAS",240079
"08-2019","LATINA",241752
"08-2019","VILLAVERDE",152920
"08-2019","BARAJAS",49855
"08-2019","CARABANCHEL",258696
"08-2019","USERA",142481
"08-2019","HORTALEZA",192547
"08-2019","RETIRO",120465
"08-2019","CHAMARTÍN",147654
"08-2019","MADRID",3324621
"09-2019","ARGANZUELA",155429
"09-2019","MORATALAZ",95761
"09-2019","MONCLOA - ARAVACA",121172
"09-2019","FUENCARRAL - EL PARDO",249520
"09-2019","SALAMANCA",147362
"09-2019","SAN BLAS-CANILLEJAS",160904
"09-2019","CIUDAD LINEAL",219383
"09-2019","CENTRO",139044
"09-2019","VICÁLVARO",73800
"09-2019","VILLA DE VALLECAS",113687
"09-2019","TETUÁN",160789
"09-2019","CHAMBERÍ",140531
"09-2019","PUENTE DE VALLECAS",239607
"09-2019","LATINA",241458
"09-2019","VILLAVERDE",152873
"09-2019","BARAJAS",49966
"09-2019","CARABANCHEL",258307
"09-2019","USERA",142146
"09-2019","HORTALEZA",192884
"09-2019","RETIRO",120437
"09-2019","CHAMARTÍN",147508
"09-2019","MADRID",3322568
"10-2019","ARGANZUELA",155852
"10-2019","MORATALAZ",95831
"10-2019","MONCLOA - ARAVACA",121742
"10-2019","FUENCARRAL - EL PARDO",250082
"10-2019","SALAMANCA",148077
"10-2019","SAN BLAS-CANILLEJAS",161304
"10-2019","CIUDAD LINEAL",219761
"10-2019","CENTRO",140293
"10-2019","VICÁLVARO",74079
"10-2019","VILLA DE VALLECAS",114265
"10-2019","TETUÁN",161541
"10-2019","CHAMBERÍ",141128
"10-2019","PUENTE DE VALLECAS",240526
"10-2019","LATINA",242054
"10-2019","VILLAVERDE",153712
"10-2019","BARAJAS",50070
"10-2019","CARABANCHEL",259544
"10-2019","USERA",142555
"10-2019","HORTALEZA",193389
"10-2019","RETIRO",120668
"10-2019","CHAMARTÍN",147816
"10-2019","MADRID",3334289
"11-2019","ARGANZUELA",156068
"11-2019","MORATALAZ",95902
"11-2019","MONCLOA - ARAVACA",122057
"11-2019","FUENCARRAL - EL PARDO",250487
"11-2019","SALAMANCA",148349
"11-2019","SAN BLAS-CANILLEJAS",161583
"11-2019","CIUDAD LINEAL",220431
"11-2019","CENTRO",140860
"11-2019","VICÁLVARO",74172
"11-2019","VILLA DE VALLECAS",114632
"11-2019","TETUÁN",161909
"11-2019","CHAMBERÍ",141327
"11-2019","PUENTE DE VALLECAS",241264
"11-2019","LATINA",242569
"11-2019","VILLAVERDE",154292
"11-2019","BARAJAS",50142
"11-2019","CARABANCHEL",260418
"11-2019","USERA",143042
"11-2019","HORTALEZA",193730
"11-2019","RETIRO",120816
"11-2019","CHAMARTÍN",147966
"11-2019","MADRID",3342016
"12-2019","ARGANZUELA",156176
"12-2019","MORATALAZ",95907
"12-2019","MONCLOA - ARAVACA",122164
"12-2019","FUENCARRAL - EL PARDO",250636
"12-2019","SALAMANCA",148405
"12-2019","SAN BLAS-CANILLEJAS",161672
"12-2019","CIUDAD LINEAL",220598
"12-2019","CENTRO",140991
"12-2019","VICÁLVARO",74235
"12-2019","VILLA DE VALLECAS",114832
"12-2019","TETUÁN",161991
"12-2019","CHAMBERÍ",141397
"12-2019","PUENTE DE VALLECAS",241666
"12-2019","LATINA",242923
"12-2019","VILLAVERDE",154915
"12-2019","BARAJAS",50158
"12-2019","CARABANCHEL",261118
"12-2019","USERA",143365
"12-2019","HORTALEZA",193833
"12-2019","RETIRO",120873
"12-2019","CHAMARTÍN",148039
"12-2019","MADRID",3345894
"01-2020","ARGANZUELA",156232
"01-2020","MORATALAZ",95728
"01-2020","MONCLOA - ARAVACA",122214
"01-2020","FUENCARRAL - EL PARDO",250891
"01-2020","SALAMANCA",148264
"01-2020","SAN BLAS-CANILLEJAS",161890
"01-2020","CIUDAD LINEAL",220803
"01-2020","CENTRO",140790
"01-2020","VICÁLVARO",74419
"01-2020","VILLA DE VALLECAS",115173
"01-2020","TETUÁN",161946
"01-2020","CHAMBERÍ",141384
"01-2020","PUENTE DE VALLECAS",241965
"01-2020","LATINA",243313
"01-2020","VILLAVERDE",155208
"01-2020","BARAJAS",50269
"01-2020","CARABANCHEL",261480
"01-2020","USERA",143371
"01-2020","HORTALEZA",194203
"01-2020","RETIRO",120856
"01-2020","CHAMARTÍN",148137
"01-2020","MADRID",3348536
"02-2020","ARGANZUELA",156460
"02-2020","MORATALAZ",95788
"02-2020","MONCLOA - ARAVACA",122385
"02-2020","FUENCARRAL - EL PARDO",251179
"02-2020","SALAMANCA",148391
"02-2020","SAN BLAS-CANILLEJAS",162242
"02-2020","CIUDAD LINEAL",220964
"02-2020","CENTRO",141170
"02-2020","VICÁLVARO",74553
"02-2020","VILLA DE VALLECAS",115398
"02-2020","TETUÁN",162295
"02-2020","CHAMBERÍ",141513
"02-2020","PUENTE DE VALLECAS",242675
"02-2020","LATINA",243609
"02-2020","VILLAVERDE",155665
"02-2020","BARAJAS",50295
"02-2020","CARABANCHEL",262019
"02-2020","USERA",143744
"02-2020","HORTALEZA",194490
"02-2020","RETIRO",120837
"02-2020","CHAMARTÍN",148107
"02-2020","MADRID",3353779
"03-2020","ARGANZUELA",156417
"03-2020","MORATALAZ",95768
"03-2020","MONCLOA - ARAVACA",122254
"03-2020","FUENCARRAL - EL PARDO",251116
"03-2020","SALAMANCA",148305
"03-2020","SAN BLAS-CANILLEJAS",162083
"03-2020","CIUDAD LINEAL",220916
"03-2020","CENTRO",141118
"03-2020","VICÁLVARO",74567
"03-2020","VILLA DE VALLECAS",115375
"03-2020","TETUÁN",162254
"03-2020","CHAMBERÍ",141416
"03-2020","PUENTE DE VALLECAS",242732
"03-2020","LATINA",243563
"03-2020","VILLAVERDE",155537
"03-2020","BARAJAS",50286
"03-2020","CARABANCHEL",262007
"03-2020","USERA",143687
"03-2020","HORTALEZA",194498
"03-2020","RETIRO",120759
"03-2020","CHAMARTÍN",148060
"03-2020","MADRID",3352718
"04-2020","ARGANZUELA",156309
"04-2020","MORATALAZ",95592
"04-2020","MONCLOA - ARAVACA",122083
"04-2020","FUENCARRAL - EL PARDO",251063
"04-2020","SALAMANCA",148125
"04-2020","SAN BLAS-CANILLEJAS",161915
"04-2020","CIUDAD LINEAL",220727
"04-2020","CENTRO",140960
"04-2020","VICÁLVARO",74539
"04-2020","VILLA DE VALLECAS",115366
"04-2020","TETUÁN",162057
"04-2020","CHAMBERÍ",141254
"04-2020","PUENTE DE VALLECAS",242406
"04-2020","LATINA",243214
"04-2020","VILLAVERDE",155389
"04-2020","BARAJAS",50287
"04-2020","CARABANCHEL",261610
"04-2020","USERA",143490
"04-2020","HORTALEZA",194514
"04-2020","RETIRO",120589
"04-2020","CHAMARTÍN",147957
"04-2020","MADRID",3349446
"05-2020","ARGANZUELA",156494
"05-2020","MORATALAZ",95664
"05-2020","MONCLOA - ARAVACA",122217
"05-2020","FUENCARRAL - EL PARDO",251382
"05-2020","SALAMANCA",148159
"05-2020","SAN BLAS-CANILLEJAS",162058
"05-2020","CIUDAD LINEAL",220849
"05-2020","CENTRO",141160
"05-2020","VICÁLVARO",74636
"05-2020","VILLA DE VALLECAS",115580
"05-2020","TETUÁN",162204
"05-2020","CHAMBERÍ",141257
"05-2020","PUENTE DE VALLECAS",242706
"05-2020","LATINA",243397
"05-2020","VILLAVERDE",155556
"05-2020","BARAJAS",50345
"05-2020","CARABANCHEL",261859
"05-2020","USERA",143644
"05-2020","HORTALEZA",194857
"05-2020","RETIRO",120669
"05-2020","CHAMARTÍN",148043
"05-2020","MADRID",3352736
"06-2020","ARGANZUELA",156010
"06-2020","MORATALAZ",95375
"06-2020","MONCLOA - ARAVACA",121880
"06-2020","FUENCARRAL - EL PARDO",250655
"06-2020","SALAMANCA",147349
"06-2020","SAN BLAS-CANILLEJAS",161696
"06-2020","CIUDAD LINEAL",220118
"06-2020","CENTRO",140360
"06-2020","VICÁLVARO",74577
"06-2020","VILLA DE VALLECAS",115495
"06-2020","TETUÁN",161233
"06-2020","CHAMBERÍ",140516
"06-2020","PUENTE DE VALLECAS",241901
"06-2020","LATINA",242447
"06-2020","VILLAVERDE",155149
"06-2020","BARAJAS",50320
"06-2020","CARABANCHEL",260801
"06-2020","USERA",143141
"06-2020","HORTALEZA",194529
"06-2020","RETIRO",120238
"06-2020","CHAMARTÍN",147483
"06-2020","MADRID",3341273
"07-2020","ARGANZUELA",155649
"07-2020","MORATALAZ",95108
"07-2020","MONCLOA - ARAVACA",121630
"07-2020","FUENCARRAL - EL PARDO",250067
"07-2020","SALAMANCA",147047
"07-2020","SAN BLAS-CANILLEJAS",161443
"07-2020","CIUDAD LINEAL",219692
"07-2020","CENTRO",140586
"07-2020","VICÁLVARO",74575
"07-2020","VILLA DE VALLECAS",115229
"07-2020","TETUÁN",161169
"07-2020","CHAMBERÍ",140262
"07-2020","PUENTE DE VALLECAS",241445
"07-2020","LATINA",242262
"07-2020","VILLAVERDE",155277
"07-2020","BARAJAS",50237
"07-2020","CARABANCHEL",260777
"07-2020","USERA",143207
"07-2020","HORTALEZA",194269
"07-2020","RETIRO",119970
"07-2020","CHAMARTÍN",147291
"07-2020","MADRID",3337192
"08-2020","ARGANZUELA",155509
"08-2020","MORATALAZ",94985
"08-2020","MONCLOA - ARAVACA",121487
"08-2020","FUENCARRAL - EL PARDO",249875
"08-2020","SALAMANCA",146946
"08-2020","SAN BLAS-CANILLEJAS",161320
"08-2020","CIUDAD LINEAL",219446
"08-2020","CENTRO",140801
"08-2020","VICÁLVARO",74831
"08-2020","VILLA DE VALLECAS",115288
"08-2020","TETUÁN",161278
"08-2020","CHAMBERÍ",140072
"08-2020","PUENTE DE VALLECAS",241434
"08-2020","LATINA",242228
"08-2020","VILLAVERDE",155459
"08-2020","BARAJAS",50244
"08-2020","CARABANCHEL",260830
"08-2020","USERA",143403
"08-2020","HORTALEZA",194231
"08-2020","RETIRO",119818
"08-2020","CHAMARTÍN",147187
"08-2020","MADRID",3336672
"09-2020","ARGANZUELA",155498
"09-2020","MORATALAZ",94785
"09-2020","MONCLOA - ARAVACA",121439
"09-2020","FUENCARRAL - EL PARDO",249435
"09-2020","SALAMANCA",146626
"09-2020","SAN BLAS-CANILLEJAS",161233
"09-2020","CIUDAD LINEAL",218960
"09-2020","CENTRO",140645
"09-2020","VICÁLVARO",74971
"09-2020","VILLA DE VALLECAS",115275
"09-2020","TETUÁN",160886
"09-2020","CHAMBERÍ",139930
"09-2020","PUENTE DE VALLECAS",240745
"09-2020","LATINA",241715
"09-2020","VILLAVERDE",155390
"09-2020","BARAJAS",50228
"09-2020","CARABANCHEL",260247
"09-2020","USERA",143118
"09-2020","HORTALEZA",194140
"09-2020","RETIRO",119643
"09-2020","CHAMARTÍN",146892
"09-2020","MADRID",3331801
"10-2020","ARGANZUELA",155544
"10-2020","MORATALAZ",94696
"10-2020","MONCLOA - ARAVACA",121588
"10-2020","FUENCARRAL - EL PARDO",249429
"10-2020","SALAMANCA",146820
"10-2020","SAN BLAS-CANILLEJAS",161212
"10-2020","CIUDAD LINEAL",218730
"10-2020","CENTRO",141534
"10-2020","VICÁLVARO",75299
"10-2020","VILLA DE VALLECAS",115387
"10-2020","TETUÁN",160964
"10-2020","CHAMBERÍ",140018
"10-2020","PUENTE DE VALLECAS",240625
"10-2020","LATINA",241821
"10-2020","VILLAVERDE",155591
"10-2020","BARAJAS",50324
"10-2020","CARABANCHEL",260436
"10-2020","USERA",143289
"10-2020","HORTALEZA",194030
"10-2020","RETIRO",119634
"10-2020","CHAMARTÍN",146980
"10-2020","MADRID",3333951
"11-2020","ARGANZUELA",155287
"11-2020","MORATALAZ",94462
"11-2020","MONCLOA - ARAVACA",121518
"11-2020","FUENCARRAL - EL PARDO",248971
"11-2020","SALAMANCA",146779
"11-2020","SAN BLAS-CANILLEJAS",161106
"11-2020","CIUDAD LINEAL",218145
"11-2020","CENTRO",141943
"11-2020","VICÁLVARO",75648
"11-2020","VILLA DE VALLECAS",115299
"11-2020","TETUÁN",160823
"11-2020","CHAMBERÍ",139672
"11-2020","PUENTE DE VALLECAS",240448
"11-2020","LATINA",241648
"11-2020","VILLAVERDE",155578
"11-2020","BARAJAS",50285
"11-2020","CARABANCHEL",260148
"11-2020","USERA",143302
"11-2020","HORTALEZA",194125
"11-2020","RETIRO",119284
"11-2020","CHAMARTÍN",146579
"11-2020","MADRID",3331050
"12-2020","ARGANZUELA",154996
"12-2020","MORATALAZ",94203
"12-2020","MONCLOA - ARAVACA",121407
"12-2020","FUENCARRAL - EL PARDO",248707
"12-2020","SALAMANCA",146667
"12-2020","SAN BLAS-CANILLEJAS",160959
"12-2020","CIUDAD LINEAL",217821
"12-2020","CENTRO",142033
"12-2020","VICÁLVARO",75734
"12-2020","VILLA DE VALLECAS",115185
"12-2020","TETUÁN",160621
"12-2020","CHAMBERÍ",139391
"12-2020","PUENTE DE VALLECAS",240075
"12-2020","LATINA",241375
"12-2020","VILLAVERDE",155451
"12-2020","BARAJAS",50271
"12-2020","CARABANCHEL",259760
"12-2020","USERA",143093
"12-2020","HORTALEZA",193927
"12-2020","RETIRO",119092
"12-2020","CHAMARTÍN",146351
"12-2020","MADRID",3327119
"01-2021","ARGANZUELA",154809
"01-2021","MORATALAZ",94113
"01-2021","MONCLOA - ARAVACA",121339
"01-2021","FUENCARRAL - EL PARDO",248384
"01-2021","SALAMANCA",146698
"01-2021","SAN BLAS-CANILLEJAS",160738
"01-2021","CIUDAD LINEAL",217622
"01-2021","CENTRO",142099
"01-2021","VICÁLVARO",75783
"01-2021","VILLA DE VALLECAS",115062
"01-2021","TETUÁN",160390
"01-2021","CHAMBERÍ",139167
"01-2021","PUENTE DE VALLECAS",239736
"01-2021","LATINA",241013
"01-2021","VILLAVERDE",155313
"01-2021","BARAJAS",50266
"01-2021","CARABANCHEL",259535
"01-2021","USERA",142955
"01-2021","HORTALEZA",193789
"01-2021","RETIRO",119006
"01-2021","CHAMARTÍN",146230
"01-2021","MADRID",3324047
"02-2021","ARGANZUELA",153974
"02-2021","MORATALAZ",93606
"02-2021","MONCLOA - ARAVACA",120714
"02-2021","FUENCARRAL - EL PARDO",247161
"02-2021","SALAMANCA",145316
"02-2021","SAN BLAS-CANILLEJAS",160059
"02-2021","CIUDAD LINEAL",216123
"02-2021","CENTRO",140659
"02-2021","VICÁLVARO",75821
"02-2021","VILLA DE VALLECAS",114685
"02-2021","TETUÁN",158781
"02-2021","CHAMBERÍ",137996
"02-2021","PUENTE DE VALLECAS",237967
"02-2021","LATINA",239076
"02-2021","VILLAVERDE",154141
"02-2021","BARAJAS",50065
"02-2021","CARABANCHEL",257390
"02-2021","USERA",141625
"02-2021","HORTALEZA",192945
"02-2021","RETIRO",118387
"02-2021","CHAMARTÍN",145400
"02-2021","MADRID",3301891
"03-2021","ARGANZUELA",153974
"03-2021","MORATALAZ",93590
"03-2021","MONCLOA - ARAVACA",120895
"03-2021","FUENCARRAL - EL PARDO",247434
"03-2021","SALAMANCA",145603
"03-2021","SAN BLAS-CANILLEJAS",160148
"03-2021","CIUDAD LINEAL",216385
"03-2021","CENTRO",141399
"03-2021","VICÁLVARO",76186
"03-2021","VILLA DE VALLECAS",114705
"03-2021","TETUÁN",159006
"03-2021","CHAMBERÍ",138095
"03-2021","PUENTE DE VALLECAS",238227
"03-2021","LATINA",239403
"03-2021","VILLAVERDE",154504
"03-2021","BARAJAS",50101
"03-2021","CARABANCHEL",257859
"03-2021","USERA",141915
"03-2021","HORTALEZA",193263
"03-2021","RETIRO",118370
"03-2021","CHAMARTÍN",145619
"03-2021","MADRID",3306681
"04-2021","ARGANZUELA",153871
"04-2021","MORATALAZ",93456
"04-2021","MONCLOA - ARAVACA",120837
"04-2021","FUENCARRAL - EL PARDO",247501
"04-2021","SALAMANCA",145510
"04-2021","SAN BLAS-CANILLEJAS",160281
"04-2021","CIUDAD LINEAL",216206
"04-2021","CENTRO",141320
"04-2021","VICÁLVARO",76623
"04-2021","VILLA DE VALLECAS",114815
"04-2021","TETUÁN",158768
"04-2021","CHAMBERÍ",137872
"04-2021","PUENTE DE VALLECAS",238077
"04-2021","LATINA",239242
"04-2021","VILLAVERDE",154547
"04-2021","BARAJAS",50137
"04-2021","CARABANCHEL",257507
"04-2021","USERA",141854
"04-2021","HORTALEZA",193486
"04-2021","RETIRO",118278
"04-2021","CHAMARTÍN",145440
"04-2021","MADRID",3305628
"05-2021","ARGANZUELA",153649
"05-2021","MORATALAZ",93303
"05-2021","MONCLOA - ARAVACA",120743
"05-2021","FUENCARRAL - EL PARDO",247166
"05-2021","SALAMANCA",145241
"05-2021","SAN BLAS-CANILLEJAS",160045
"05-2021","CIUDAD LINEAL",215615
"05-2021","CENTRO",141001
"05-2021","VICÁLVARO",76886
"05-2021","VILLA DE VALLECAS",114618
"05-2021","TETUÁN",158331
"05-2021","CHAMBERÍ",137622
"05-2021","PUENTE DE VALLECAS",237262
"05-2021","LATINA",238671
"05-2021","VILLAVERDE",154263
"05-2021","BARAJAS",50093
"05-2021","CARABANCHEL",256840
"05-2021","USERA",141538
"05-2021","HORTALEZA",193313
"05-2021","RETIRO",118036
"05-2021","CHAMARTÍN",145181
"05-2021","MADRID",3299417
"06-2021","ARGANZUELA",153851
"06-2021","MORATALAZ",93232
"06-2021","MONCLOA - ARAVACA",121032
"06-2021","FUENCARRAL - EL PARDO",247455
"06-2021","SALAMANCA",145711
"06-2021","SAN BLAS-CANILLEJAS",160032
"06-2021","CIUDAD LINEAL",215790
"06-2021","CENTRO",141323
"06-2021","VICÁLVARO",77426
"06-2021","VILLA DE VALLECAS",114839
"06-2021","TETUÁN",158574
"06-2021","CHAMBERÍ",137721
"06-2021","PUENTE DE VALLECAS",237440
"06-2021","LATINA",238949
"06-2021","VILLAVERDE",154515
"06-2021","BARAJAS",50185
"06-2021","CARABANCHEL",257350
"06-2021","USERA",141689
"06-2021","HORTALEZA",193695
"06-2021","RETIRO",118283
"06-2021","CHAMARTÍN",145251
"06-2021","MADRID",3304343
"07-2021","ARGANZUELA",153797
"07-2021","MORATALAZ",93041
"07-2021","MONCLOA - ARAVACA",121058
"07-2021","FUENCARRAL - EL PARDO",247389
"07-2021","SALAMANCA",145775
"07-2021","SAN BLAS-CANILLEJAS",159795
"07-2021","CIUDAD LINEAL",215557
"07-2021","CENTRO",141470
"07-2021","VICÁLVARO",77730
"07-2021","VILLA DE VALLECAS",114898
"07-2021","TETUÁN",158548
"07-2021","CHAMBERÍ",137793
"07-2021","PUENTE DE VALLECAS",237230
"07-2021","LATINA",238869
"07-2021","VILLAVERDE",154466
"07-2021","BARAJAS",50158
"07-2021","CARABANCHEL",257170
"07-2021","USERA",141584
"07-2021","HORTALEZA",193742
"07-2021","RETIRO",118246
"07-2021","CHAMARTÍN",145049
"07-2021","MADRID",3303365
"08-2021","ARGANZUELA",153886
"08-2021","MORATALAZ",93054
"08-2021","MONCLOA - ARAVACA",121074
"08-2021","FUENCARRAL - EL PARDO",247294
"08-2021","SALAMANCA",145952
"08-2021","SAN BLAS-CANILLEJAS",159874
"08-2021","CIUDAD LINEAL",215572
