Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.5. Paro registrado por Distrito, Nivel formativo y Sexo, por Mes (desde 2012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;Sin estudios;Sin estudios;Sin estudios;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios completos;Estudios primarios completos;Estudios primarios completos;Programas de formación profesional;Programas de formación profesional;Programas de formación profesional;Educación general;Educación general;Educación general;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Otros;Otros;Otros;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.
2018;Febrero;03. Retiro;4.487;1.992;2.495;40;19;21;212;91;121;840;389;451;185;84;101;1.401;660;741;270;129;141;300;127;173;1.218;489;729;21;4;17;0;0;0
2018;Febrero;04. Salamanca;5.310;2.273;3.037;21;10;11;125;56;69;1.570;722;848;177;58;119;1.351;624;727;273;122;151;271;91;180;1.496;582;914;26;8;18;0;0;0
2018;Febrero;05. Chamartín;4.964;2.198;2.766;45;19;26;151;82;69;1.011;467;544;162;61;101;1.376;624;752;282;124;158;315;122;193;1.608;692;916;14;7;7;0;0;0
2018;Febrero;06. Tetuán;8.827;4.017;4.810;37;15;22;987;457;530;1.778;834;944;514;211;303;3.446;1.671;1.775;448;196;252;288;94;194;1.317;534;783;12;5;7;0;0;0
2018;Febrero;07. Chamberí;5.241;2.314;2.927;36;16;20;167;73;94;818;413;405;200;76;124;1.728;817;911;279;128;151;312;121;191;1.684;664;1.020;17;6;11;0;0;0
2018;Febrero;08. Fuencarral-El Pardo;9.803;4.224;5.579;52;22;30;429;186;243;1.772;859;913;571;223;348;3.646;1.636;2.010;610;244;366;549;204;345;2.150;842;1.308;24;8;16;0;0;0
2018;Febrero;09. Moncloa-Aravaca;4.408;1.955;2.453;9;3;6;207;112;95;523;244;279;206;87;119;1.643;763;880;252;110;142;250;98;152;1.301;533;768;17;5;12;0;0;0
2018;Febrero;10. Latina;14.415;6.625;7.790;177;77;100;1.519;739;780;2.171;1.048;1.123;1.107;481;626;6.442;3.112;3.330;1.011;439;572;511;169;342;1.462;553;909;15;7;8;0;0;0
2018;Febrero;11. Carabanchel;17.253;7.819;9.434;142;64;78;1.261;574;687;5.787;2.785;3.002;1.095;424;671;6.545;3.089;3.456;835;354;481;459;139;320;1.119;389;730;10;1;9;0;0;0
2018;Febrero;12. Usera;9.995;4.605;5.390;78;38;40;924;422;502;2.056;978;1.078;673;276;397;5.189;2.472;2.717;407;157;250;181;64;117;480;194;286;7;4;3;0;0;0
2018;Febrero;13. Puente de Vallecas;19.585;9.213;10.372;1.367;635;732;2.407;1.161;1.246;3.364;1.674;1.690;1.240;525;715;9.434;4.534;4.900;730;308;422;274;96;178;760;278;482;9;2;7;0;0;0
2018;Febrero;14. Moratalaz;5.557;2.488;3.069;116;57;59;269;121;148;1.623;732;891;340;137;203;2.095;998;1.097;338;146;192;194;65;129;578;230;348;4;2;2;0;0;0
2018;Febrero;15. Ciudad Lineal;11.573;5.129;6.444;98;42;56;279;139;140;3.117;1.430;1.687;660;262;398;4.641;2.159;2.482;662;298;364;482;152;330;1.617;643;974;17;4;13;0;0;0
2018;Febrero;16. Hortaleza;8.422;3.643;4.779;138;52;86;479;233;246;1.375;650;725;517;189;328;3.282;1.528;1.754;569;231;338;439;160;279;1.611;599;1.012;12;1;11;0;0;0
2018;Febrero;17. Villaverde;11.519;5.190;6.329;88;29;59;781;377;404;3.723;1.803;1.920;706;247;459;5.089;2.352;2.737;452;171;281;212;59;153;463;151;312;5;1;4;0;0;0
2018;Febrero;18. Villa de Vallecas;7.587;3.252;4.335;140;61;79;1.194;577;617;1.593;779;814;467;145;322;3.131;1.336;1.795;357;134;223;209;49;160;488;169;319;8;2;6;0;0;0
2018;Febrero;19. Vicálvaro;4.849;2.163;2.686;150;72;78;378;200;178;1.480;721;759;315;102;213;1.782;844;938;279;95;184;133;37;96;330;92;238;2;0;2;0;0;0
2018;Febrero;20. San Blas-Canillejas;9.612;4.268;5.344;93;41;52;325;141;184;2.274;1.116;1.158;644;233;411;4.443;2.074;2.369;600;237;363;332;109;223;894;316;578;7;1;6;0;0;0
2018;Febrero;21. Barajas;1.992;888;1.104;26;8;18;74;28;46;284;130;154;103;45;58;903;414;489;143;69;74;110;35;75;347;159;188;2;0;2;0;0;0
2018;Marzo;Ciudad de Madrid;179.406;80.906;98.500;3.038;1.395;1.643;12.851;6.126;6.725;40.979;19.662;21.317;10.358;4.070;6.288;72.235;34.118;38.117;9.416;3.986;5.430;6.372;2.204;4.168;23.892;9.264;14.628;265;81;184;0;0;0
2018;Marzo;01. Centro;8.176;4.254;3.922;128;73;55;416;246;170;2.100;1.171;929;340;174;166;2.734;1.526;1.208;385;187;198;347;139;208;1.711;731;980;15;7;8;0;0;0
2018;Marzo;02. Arganzuela;7.237;3.236;4.001;38;22;16;238;121;117;1.239;606;633;404;164;240;2.711;1.299;1.412;484;212;272;429;163;266;1.672;641;1.031;22;8;14;0;0;0
2018;Marzo;03. Retiro;4.444;1.951;2.493;41;19;22;210;94;116;868;407;461;174;71;103;1.347;625;722;274;129;145;304;124;180;1.207;477;730;19;5;14;0;0;0
2018;Marzo;04. Salamanca;5.184;2.164;3.020;29;14;15;135;58;77;1.537;682;855;169;51;118;1.333;609;724;266;114;152;265;92;173;1.426;539;887;24;5;19;0;0;0
2018;Marzo;05. Chamartín;4.887;2.155;2.732;44;19;25;146;74;72;986;475;511;175;65;110;1.386;630;756;258;120;138;300;107;193;1.578;657;921;14;8;6;0;0;0
2018;Marzo;06. Tetuán;8.798;4.026;4.772;45;19;26;961;446;515;1.898;888;1.010;479;204;275;3.416;1.664;1.752;412;178;234;274;92;182;1.301;529;772;12;6;6;0;0;0
2018;Marzo;07. Chamberí;5.165;2.272;2.893;36;17;19;167;73;94;798;411;387;197;64;133;1.684;796;888;259;123;136;300;121;179;1.704;661;1.043;20;6;14;0;0;0
2018;Marzo;08. Fuencarral-El Pardo;9.569;4.109;5.460;55;25;30;421;185;236;1.792;870;922;540;204;336;3.568;1.585;1.983;585;237;348;519;190;329;2.060;805;1.255;29;8;21;0;0;0
2018;Marzo;09. Moncloa-Aravaca;4.343;1.965;2.378;10;4;6;202;114;88;518;244;274;196;84;112;1.658;783;875;253;123;130;249;96;153;1.246;515;731;11;2;9;0;0;0
2018;Marzo;10. Latina;14.342;6.557;7.785;172;69;103;1.552;732;820;2.191;1.034;1.157;1.106;472;634;6.409;3.118;3.291;1.012;434;578;465;151;314;1.419;540;879;16;7;9;0;0;0
2018;Marzo;11. Carabanchel;17.340;7.880;9.460;143;62;81;1.279;582;697;5.960;2.850;3.110;1.067;418;649;6.485;3.094;3.391;817;343;474;446;137;309;1.133;393;740;10;1;9;0;0;0
2018;Marzo;12. Usera;10.005;4.593;5.412;84;40;44;963;441;522;2.123;1.006;1.117;664;271;393;5.129;2.438;2.691;392;150;242;165;59;106;480;185;295;5;3;2;0;0;0
2018;Marzo;13. Puente de Vallecas;19.475;9.130;10.345;1.359;632;727;2.389;1.160;1.229;3.429;1.699;1.730;1.207;515;692;9.343;4.450;4.893;729;313;416;275;94;181;732;262;470;12;5;7;0;0;0
2018;Marzo;14. Moratalaz;5.529;2.475;3.054;103;53;50;287;127;160;1.633;746;887;331;141;190;2.077;973;1.104;327;141;186;188;60;128;578;231;347;5;3;2;0;0;0
2018;Marzo;15. Ciudad Lineal;11.419;5.008;6.411;107;45;62;298;142;156;3.132;1.432;1.700;629;247;382;4.527;2.091;2.436;636;282;354;464;149;315;1.611;618;993;15;2;13;0;0;0
2018;Marzo;16. Hortaleza;8.297;3.591;4.706;148;61;87;466;222;244;1.374;639;735;477;168;309;3.255;1.541;1.714;548;214;334;440;155;285;1.576;590;986;13;1;12;0;0;0
2018;Marzo;17. Villaverde;11.480;5.168;6.312;92;34;58;769;365;404;3.761;1.808;1.953;697;247;450;5.056;2.327;2.729;449;178;271;196;55;141;456;153;303;4;1;3;0;0;0
2018;Marzo;18. Villa de Vallecas;7.576;3.253;4.323;142;64;78;1.194;582;612;1.583;767;816;473;152;321;3.121;1.331;1.790;353;134;219;205;52;153;498;170;328;7;1;6;0;0;0
2018;Marzo;19. Vicálvaro;4.764;2.126;2.638;149;72;77;367;191;176;1.478;711;767;297;100;197;1.768;819;949;258;91;167;120;31;89;326;111;215;1;0;1;0;0;0
2018;Marzo;20. San Blas-Canillejas;9.411;4.136;5.275;90;43;47;307;139;168;2.297;1.093;1.204;627;217;410;4.333;2.010;2.323;577;218;359;316;104;212;855;310;545;9;2;7;0;0;0
2018;Marzo;21. Barajas;1.965;857;1.108;23;8;15;84;32;52;282;123;159;109;41;68;895;409;486;142;65;77;105;33;72;323;146;177;2;0;2;0;0;0
2018;Abril;Ciudad de Madrid;175.464;78.484;96.980;2.999;1.353;1.646;12.627;5.941;6.686;40.716;19.390;21.326;10.076;3.880;6.196;70.204;32.833;37.371;9.118;3.831;5.287;6.239;2.183;4.056;23.216;8.992;14.224;269;81;188;0;0;0
2018;Abril;01. Centro;7.932;4.144;3.788;116;66;50;401;229;172;2.090;1.183;907;317;158;159;2.588;1.457;1.131;375;181;194;332;143;189;1.692;718;974;21;9;12;0;0;0
2018;Abril;02. Arganzuela;7.047;3.100;3.947;35;22;13;223;114;109;1.217;587;630;383;149;234;2.661;1.248;1.413;477;213;264;422;158;264;1.611;603;1.008;18;6;12;0;0;0
2018;Abril;03. Retiro;4.324;1.892;2.432;38;18;20;185;73;112;883;413;470;167;71;96;1.299;595;704;264;127;137;288;116;172;1.180;474;706;20;5;15;0;0;0
2018;Abril;04. Salamanca;5.016;2.096;2.920;24;12;12;140;63;77;1.523;680;843;167;57;110;1.269;576;693;246;111;135;256;82;174;1.366;509;857;25;6;19;0;0;0
2018;Abril;05. Chamartín;4.776;2.080;2.696;51;18;33;150;75;75;947;435;512;169;68;101;1.353;615;738;255;112;143;294;110;184;1.544;641;903;13;6;7;0;0;0
2018;Abril;06. Tetuán;8.611;3.905;4.706;41;16;25;906;411;495;1.976;930;1.046;449;182;267;3.307;1.580;1.727;399;172;227;280;97;183;1.241;510;731;12;7;5;0;0;0
2018;Abril;07. Chamberí;5.004;2.188;2.816;32;15;17;168;80;88;798;406;392;184;50;134;1.642;777;865;242;114;128;276;110;166;1.638;628;1.010;24;8;16;0;0;0
2018;Abril;08. Fuencarral-El Pardo;9.355;3.998;5.357;53;22;31;409;183;226;1.762;831;931;518;200;318;3.503;1.557;1.946;568;232;336;507;179;328;2.014;787;1.227;21;7;14;0;0;0
2018;Abril;09. Moncloa-Aravaca;4.303;1.936;2.367;15;7;8;200;111;89;542;250;292;195;78;117;1.615;765;850;253;115;138;242;94;148;1.230;514;716;11;2;9;0;0;0
2018;Abril;10. Latina;13.982;6.315;7.667;175;72;103;1.554;721;833;2.144;1.025;1.119;1.084;439;645;6.225;2.987;3.238;952;392;560;462;162;300;1.368;510;858;18;7;11;0;0;0
2018;Abril;11. Carabanchel;16.982;7.675;9.307;148;62;86;1.240;567;673;6.004;2.833;3.171;1.049;412;637;6.206;2.942;3.264;795;326;469;439;142;297;1.090;391;699;11;0;11;0;0;0
2018;Abril;12. Usera;9.838;4.437;5.401;90;46;44;945;421;524;2.131;971;1.160;640;258;382;5.002;2.344;2.658;390;153;237;163;57;106;474;185;289;3;2;1;0;0;0
2018;Abril;13. Puente de Vallecas;18.951;8.790;10.161;1.288;586;702;2.362;1.141;1.221;3.348;1.639;1.709;1.182;483;699;9.117;4.296;4.821;679;306;373;258;88;170;707;247;460;10;4;6;0;0;0
2018;Abril;14. Moratalaz;5.412;2.385;3.027;102;50;52;263;115;148;1.623;749;874;322;128;194;2.032;933;1.099;304;123;181;185;57;128;577;228;349;4;2;2;0;0;0
2018;Abril;15. Ciudad Lineal;11.122;4.840;6.282;114;52;62;325;151;174;3.018;1.374;1.644;618;227;391;4.395;2.005;2.390;615;271;344;464;153;311;1.558;604;954;15;3;12;0;0;0
2018;Abril;16. Hortaleza;8.113;3.499;4.614;149;64;85;456;208;248;1.354;633;721;475;172;303;3.146;1.465;1.681;542;217;325;433;158;275;1.540;578;962;18;4;14;0;0;0
2018;Abril;17. Villaverde;11.303;5.027;6.276;95;31;64;755;357;398;3.709;1.755;1.954;680;246;434;4.947;2.257;2.690;458;173;285;194;55;139;459;152;307;6;1;5;0;0;0
2018;Abril;18. Villa de Vallecas;7.383;3.143;4.240;151;70;81;1.176;562;614;1.528;733;795;459;141;318;3.062;1.297;1.765;351;137;214;191;47;144;460;156;304;5;0;5;0;0;0
2018;Abril;19. Vicálvaro;4.750;2.108;2.642;148;67;81;377;195;182;1.509;731;778;290;104;186;1.719;785;934;261;87;174;125;34;91;319;105;214;2;0;2;0;0;0
2018;Abril;20. San Blas-Canillejas;9.317;4.092;5.225;103;45;58;311;132;179;2.332;1.104;1.228;628;221;407;4.245;1.966;2.279;557;207;350;316;105;211;816;310;506;9;2;7;0;0;0
2018;Abril;21. Barajas;1.943;834;1.109;31;12;19;81;32;49;278;128;150;100;36;64;871;386;485;135;62;73;112;36;76;332;142;190;3;0;3;0;0;0
2018;Mayo;Ciudad de Madrid;170.620;75.685;94.935;2.824;1.266;1.558;12.255;5.713;6.542;39.732;18.770;20.962;9.782;3.685;6.097;68.152;31.643;36.509;8.769;3.638;5.131;6.076;2.112;3.964;22.646;8.736;13.910;384;122;262;0;0;0
2018;Mayo;01. Centro;7.715;4.010;3.705;111;66;45;392;225;167;2.024;1.139;885;324;161;163;2.488;1.391;1.097;366;173;193;338;144;194;1.637;694;943;35;17;18;0;0;0
2018;Mayo;02. Arganzuela;6.917;3.004;3.913;35;23;12;204;103;101;1.207;574;633;357;135;222;2.596;1.207;1.389;467;212;255;420;150;270;1.595;590;1.005;36;10;26;0;0;0
2018;Mayo;03. Retiro;4.251;1.864;2.387;31;15;16;169;67;102;905;438;467;166;75;91;1.257;576;681;248;119;129;281;116;165;1.171;451;720;23;7;16;0;0;0
2018;Mayo;04. Salamanca;4.904;2.035;2.869;21;10;11;132;58;74;1.479;652;827;168;50;118;1.260;578;682;242;108;134;242;76;166;1.331;495;836;29;8;21;0;0;0
2018;Mayo;05. Chamartín;4.705;2.059;2.646;48;17;31;136;66;70;921;425;496;176;69;107;1.336;624;712;252;112;140;287;106;181;1.525;631;894;24;9;15;0;0;0
2018;Mayo;06. Tetuán;8.258;3.719;4.539;38;13;25;853;373;480;1.921;896;1.025;455;182;273;3.141;1.498;1.643;374;160;214;267;90;177;1.187;498;689;22;9;13;0;0;0
2018;Mayo;07. Chamberí;4.916;2.123;2.793;27;12;15;165;75;90;736;368;368;187;58;129;1.606;762;844;226;102;124;276;109;167;1.646;623;1.023;47;14;33;0;0;0
2018;Mayo;08. Fuencarral-El Pardo;9.123;3.884;5.239;54;20;34;393;171;222;1.724;806;918;487;182;305;3.410;1.498;1.912;554;222;332;485;179;306;1.992;798;1.194;24;8;16;0;0;0
2018;Mayo;09. Moncloa-Aravaca;4.177;1.889;2.288;14;6;8;197;106;91;532;254;278;176;67;109;1.540;730;810;238;107;131;246;96;150;1.215;517;698;19;6;13;0;0;0
2018;Mayo;10. Latina;13.412;5.973;7.439;164;67;97;1.508;686;822;2.089;984;1.105;1.037;418;619;5.931;2.806;3.125;898;368;530;447;155;292;1.319;480;839;19;9;10;0;0;0
2018;Mayo;11. Carabanchel;16.419;7.305;9.114;142;61;81;1.211;567;644;5.855;2.689;3.166;997;392;605;5.951;2.770;3.181;770;315;455;439;139;300;1.041;370;671;13;2;11;0;0;0
2018;Mayo;12. Usera;9.552;4.269;5.283;82;42;40;908;399;509;2.060;942;1.118;625;238;387;4.889;2.264;2.625;373;147;226;152;53;99;457;180;277;6;4;2;0;0;0
2018;Mayo;13. Puente de Vallecas;18.513;8.472;10.041;1.196;540;656;2.297;1.083;1.214;3.296;1.589;1.707;1.158;447;711;8.956;4.200;4.756;671;293;378;251;85;166;678;233;445;10;2;8;0;0;0
2018;Mayo;14. Moratalaz;5.356;2.366;2.990;105;49;56;259;113;146;1.606;745;861;312;117;195;2.023;937;1.086;289;114;175;181;61;120;575;227;348;6;3;3;0;0;0
2018;Mayo;15. Ciudad Lineal;10.671;4.672;5.999;95;40;55;318;157;161;2.845;1.308;1.537;595;224;371;4.246;1.954;2.292;601;258;343;457;147;310;1.496;580;916;18;4;14;0;0;0
2018;Mayo;16. Hortaleza;7.921;3.358;4.563;142;60;82;437;203;234;1.379;629;750;456;154;302;3.042;1.378;1.664;518;216;302;419;158;261;1.505;555;950;23;5;18;0;0;0
2018;Mayo;17. Villaverde;11.071;4.901;6.170;91;30;61;724;339;385;3.705;1.749;1.956;668;246;422;4.816;2.179;2.637;445;167;278;186;49;137;428;141;287;8;1;7;0;0;0
2018;Mayo;18. Villa de Vallecas;7.221;3.069;4.152;147;65;82;1.168;568;600;1.506;724;782;448;127;321;2.983;1.259;1.724;342;126;216;190;47;143;431;152;279;6;1;5;0;0;0
2018;Mayo;19. Vicálvaro;4.598;2.005;2.593;141;65;76;374;193;181;1.468;686;782;272;93;179;1.678;757;921;239;77;162;112;30;82;310;104;206;4;0;4;0;0;0
2018;Mayo;20. San Blas-Canillejas;9.038;3.933;5.105;101;46;55;331;134;197;2.211;1.056;1.155;616;217;399;4.158;1.915;2.243;526;185;341;297;89;208;789;288;501;9;3;6;0;0;0
2018;Mayo;21. Barajas;1.882;775;1.107;39;19;20;79;27;52;263;117;146;102;33;69;845;360;485;130;57;73;103;33;70;318;129;189;3;0;3;0;0;0
2018;Junio;Ciudad de Madrid;166.473;73.039;93.434;2.737;1.220;1.517;12.191;5.657;6.534;39.059;18.255;20.804;9.513;3.538;5.975;65.980;30.254;35.726;8.508;3.474;5.034;5.957;2.026;3.931;22.176;8.501;13.675;352;114;238;0;0;0
2018;Junio;01. Centro;7.612;3.923;3.689;101;57;44;383;220;163;1.991;1.118;873;310;158;152;2.479;1.366;1.113;353;162;191;330;140;190;1.628;687;941;37;15;22;0;0;0
2018;Junio;02. Arganzuela;6.701;2.874;3.827;31;19;12;210;107;103;1.141;531;610;356;135;221;2.474;1.149;1.325;469;212;257;406;140;266;1.582;572;1.010;32;9;23;0;0;0
2018;Junio;03. Retiro;4.145;1.785;2.360;30;14;16;170;64;106;876;401;475;157;76;81;1.238;557;681;234;112;122;261;105;156;1.156;448;708;23;8;15;0;0;0
2018;Junio;04. Salamanca;4.767;1.951;2.816;20;9;11;126;54;72;1.466;647;819;160;48;112;1.194;543;651;214;90;124;237;67;170;1.328;489;839;22;4;18;0;0;0
2018;Junio;05. Chamartín;4.585;2.024;2.561;43;22;21;125;60;65;909;433;476;167;63;104;1.300;601;699;230;102;128;288;107;181;1.500;625;875;23;11;12;0;0;0
2018;Junio;06. Tetuán;8.073;3.604;4.469;35;13;22;843;368;475;1.966;888;1.078;433;164;269;2.996;1.412;1.584;378;159;219;251;88;163;1.152;501;651;19;11;8;0;0;0
2018;Junio;07. Chamberí;4.763;2.030;2.733;25;10;15;165;71;94;723;356;367;178;52;126;1.542;722;820;231;100;131;280;108;172;1.589;600;989;30;11;19;0;0;0
2018;Junio;08. Fuencarral-El Pardo;8.893;3.724;5.169;59;22;37;376;162;214;1.704;777;927;497;185;312;3.234;1.395;1.839;570;227;343;485;170;315;1.943;779;1.164;25;7;18;0;0;0
2018;Junio;09. Moncloa-Aravaca;4.089;1.828;2.261;15;6;9;184;95;89;530;256;274;180;65;115;1.484;699;785;240;108;132;246;97;149;1.194;498;696;16;4;12;0;0;0
2018;Junio;10. Latina;13.153;5.793;7.360;163;67;96;1.450;670;780;2.042;953;1.089;1.051;427;624;5.781;2.697;3.084;895;361;534;451;156;295;1.297;452;845;23;10;13;0;0;0
2018;Junio;11. Carabanchel;15.978;7.026;8.952;135;55;80;1.188;535;653;5.734;2.630;3.104;958;358;600;5.748;2.650;3.098;731;296;435;419;124;295;1.054;377;677;11;1;10;0;0;0
2018;Junio;12. Usera;9.336;4.104;5.232;74;33;41;1.147;512;635;1.941;877;1.064;587;222;365;4.650;2.106;2.544;351;122;229;158;56;102;424;172;252;4;4;0;0;0;0
2018;Junio;13. Puente de Vallecas;18.166;8.257;9.909;1.145;517;628;2.256;1.059;1.197;3.324;1.594;1.730;1.109;442;667;8.778;4.059;4.719;629;266;363;247;78;169;666;237;429;12;5;7;0;0;0
