Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.5. Paro registrado por Distrito, Nivel formativo y Sexo, por Mes (desde 2012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;Sin estudios;Sin estudios;Sin estudios;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios completos;Estudios primarios completos;Estudios primarios completos;Programas de formación profesional;Programas de formación profesional;Programas de formación profesional;Educación general;Educación general;Educación general;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Otros;Otros;Otros;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.
2017;Enero;11. Carabanchel;18.396;8.616;9.780;164;83;81;1.502;752;750;4.896;2.471;2.425;1.189;485;704;7.910;3.817;4.093;918;380;538;559;175;384;1.243;451;792;15;2;13;0;0;0
2017;Enero;12. Usera;10.566;4.992;5.574;90;46;44;957;457;500;2.070;1.031;1.039;735;306;429;5.544;2.707;2.837;454;183;271;206;64;142;501;195;306;9;3;6;0;0;0
2017;Enero;13. Puente de Vallecas;20.476;9.941;10.535;1.790;892;898;2.465;1.276;1.189;3.092;1.548;1.544;1.320;584;736;9.851;4.868;4.983;791;354;437;345;128;217;816;290;526;6;1;5;0;0;0
2017;Enero;14. Moratalaz;5.809;2.643;3.166;145;65;80;298;134;164;1.419;695;724;351;147;204;2.396;1.154;1.242;347;149;198;239;72;167;605;223;382;9;4;5;0;0;0
2017;Enero;15. Ciudad Lineal;12.451;5.717;6.734;83;35;48;310;146;164;3.021;1.453;1.568;705;296;409;5.217;2.505;2.712;739;341;398;597;229;368;1.757;706;1.051;22;6;16;0;0;0
2017;Enero;16. Hortaleza;8.935;3.998;4.937;71;29;42;415;208;207;1.615;808;807;494;172;322;3.526;1.678;1.848;621;276;345;542;218;324;1.637;605;1.032;14;4;10;0;0;0
2017;Enero;17. Villaverde;12.361;5.914;6.447;98;42;56;907;498;409;2.841;1.449;1.392;752;309;443;6.462;3.146;3.316;536;217;319;272;76;196;488;176;312;5;1;4;0;0;0
2017;Enero;18. Villa de Vallecas;7.764;3.452;4.312;126;59;67;1.233;624;609;1.370;695;675;499;167;332;3.361;1.501;1.860;445;182;263;215;60;155;505;162;343;10;2;8;0;0;0
2017;Enero;19. Vicálvaro;5.068;2.287;2.781;180;89;91;405;211;194;1.302;654;648;339;119;220;2.030;952;1.078;288;111;177;153;35;118;368;114;254;3;2;1;0;0;0
2017;Enero;20. San Blas-Canillejas;10.309;4.805;5.504;97;46;51;359;162;197;2.116;1.103;1.013;682;249;433;5.037;2.475;2.562;668;263;405;396;134;262;941;369;572;13;4;9;0;0;0
2017;Enero;21. Barajas;2.127;986;1.141;25;10;15;77;31;46;275;124;151;117;57;60;987;485;502;163;82;81;104;37;67;374;158;216;5;2;3;0;0;0
2017;Febrero;Ciudad de Madrid;194.232;90.030;104.202;3.589;1.708;1.881;14.156;7.065;7.091;38.492;19.170;19.322;11.576;4.706;6.870;82.047;39.743;42.304;10.457;4.597;5.860;7.640;2.723;4.917;25.944;10.221;15.723;331;97;234;0;0;0
2017;Febrero;01. Centro;8.884;4.657;4.227;145;77;68;545;317;228;1.995;1.140;855;381;198;183;3.073;1.770;1.303;431;215;216;354;136;218;1.938;797;1.141;22;7;15;0;0;0
2017;Febrero;02. Arganzuela;8.121;3.668;4.453;55;30;25;284;155;129;1.443;730;713;461;190;271;3.032;1.441;1.591;525;249;276;493;185;308;1.791;679;1.112;37;9;28;0;0;0
2017;Febrero;03. Retiro;4.824;2.167;2.657;71;40;31;313;146;167;739;342;397;192;84;108;1.495;695;800;299;153;146;335;145;190;1.363;560;803;17;2;15;0;0;0
2017;Febrero;04. Salamanca;5.621;2.423;3.198;43;24;19;128;56;72;1.589;704;885;200;74;126;1.409;657;752;289;149;140;320;123;197;1.621;630;991;22;6;16;0;0;0
2017;Febrero;05. Chamartín;5.388;2.410;2.978;23;10;13;113;53;60;1.128;549;579;183;64;119;1.513;692;821;291;127;164;351;142;209;1.768;767;1.001;18;6;12;0;0;0
2017;Febrero;06. Tetuán;9.785;4.553;5.232;40;16;24;1.229;608;621;1.537;736;801;533;219;314;4.167;2.032;2.135;476;213;263;374;129;245;1.420;596;824;9;4;5;0;0;0
2017;Febrero;07. Chamberí;5.575;2.450;3.125;63;19;44;175;82;93;775;389;386;207;66;141;1.830;891;939;285;130;155;343;133;210;1.872;731;1.141;25;9;16;0;0;0
2017;Febrero;08. Fuencarral-El Pardo;10.439;4.579;5.860;42;14;28;478;213;265;1.863;910;953;604;240;364;4.012;1.844;2.168;637;273;364;598;203;395;2.180;875;1.305;25;7;18;0;0;0
2017;Febrero;09. Moncloa-Aravaca;4.563;2.110;2.453;26;13;13;229;131;98;485;236;249;220;92;128;1.792;853;939;253;118;135;270;101;169;1.264;559;705;24;7;17;0;0;0
2017;Febrero;10. Latina;15.606;7.380;8.226;191;95;96;1.660;844;816;2.193;1.111;1.082;1.246;532;714;7.063;3.535;3.528;1.021;451;570;630;203;427;1.574;596;978;28;13;15;0;0;0
2017;Febrero;11. Carabanchel;18.516;8.642;9.874;172;87;85;1.529;736;793;4.974;2.488;2.486;1.207;494;713;7.953;3.856;4.097;918;380;538;538;174;364;1.210;424;786;15;3;12;0;0;0
2017;Febrero;12. Usera;10.664;5.003;5.661;88;43;45;989;460;529;2.113;1.052;1.061;751;307;444;5.546;2.689;2.857;451;180;271;216;69;147;499;200;299;11;3;8;0;0;0
2017;Febrero;13. Puente de Vallecas;20.775;10.015;10.760;1.775;854;921;2.486;1.261;1.225;3.149;1.568;1.581;1.372;598;774;10.021;4.952;5.069;808;372;436;341;119;222;818;290;528;5;1;4;0;0;0
2017;Febrero;14. Moratalaz;5.932;2.722;3.210;152;72;80;284;127;157;1.484;717;767;371;165;206;2.446;1.180;1.266;352;156;196;233;70;163;603;231;372;7;4;3;0;0;0
2017;Febrero;15. Ciudad Lineal;12.572;5.722;6.850;81;31;50;311;151;160;3.088;1.487;1.601;717;301;416;5.256;2.496;2.760;733;326;407;600;226;374;1.765;700;1.065;21;4;17;0;0;0
2017;Febrero;16. Hortaleza;8.988;4.001;4.987;87;39;48;434;220;214;1.600;787;813;516;181;335;3.569;1.695;1.874;614;258;356;515;208;307;1.641;611;1.030;12;2;10;0;0;0
2017;Febrero;17. Villaverde;12.407;5.859;6.548;88;39;49;887;474;413;3.123;1.589;1.534;740;291;449;6.300;2.998;3.302;528;219;309;255;78;177;482;170;312;4;1;3;0;0;0
2017;Febrero;18. Villa de Vallecas;7.798;3.481;4.317;130;57;73;1.220;617;603;1.393;713;680;495;170;325;3.423;1.533;1.890;443;171;272;207;59;148;479;159;320;8;2;6;0;0;0
2017;Febrero;19. Vicálvaro;5.166;2.327;2.839;195;94;101;414;214;200;1.355;660;695;341;115;226;2.052;966;1.086;292;122;170;154;38;116;360;116;244;3;2;1;0;0;0
2017;Febrero;20. San Blas-Canillejas;10.456;4.867;5.589;92;42;50;366;162;204;2.183;1.122;1.061;708;263;445;5.107;2.492;2.615;649;256;393;401;143;258;934;383;551;16;4;12;0;0;0
2017;Febrero;21. Barajas;2.152;994;1.158;30;12;18;82;38;44;283;140;143;131;62;69;988;476;512;162;79;83;112;39;73;362;147;215;2;1;1;0;0;0
2017;Marzo;Ciudad de Madrid;191.437;88.336;103.101;3.625;1.737;1.888;14.102;6.948;7.154;38.748;19.154;19.594;11.226;4.532;6.694;80.636;38.846;41.790;10.153;4.418;5.735;7.379;2.625;4.754;25.258;9.986;15.272;310;90;220;0;0;0
2017;Marzo;01. Centro;8.712;4.589;4.123;147;80;67;538;319;219;2.004;1.146;858;360;180;180;3.019;1.730;1.289;413;208;205;365;147;218;1.845;772;1.073;21;7;14;0;0;0
2017;Marzo;02. Arganzuela;8.002;3.596;4.406;58;31;27;277;142;135;1.444;713;731;445;184;261;2.983;1.423;1.560;519;238;281;477;178;299;1.766;679;1.087;33;8;25;0;0;0
2017;Marzo;03. Retiro;4.724;2.127;2.597;74;41;33;287;134;153;743;336;407;190;77;113;1.483;693;790;275;144;131;338;150;188;1.321;550;771;13;2;11;0;0;0
2017;Marzo;04. Salamanca;5.515;2.382;3.133;27;12;15;142;66;76;1.612;726;886;181;70;111;1.377;627;750;270;133;137;299;112;187;1.587;630;957;20;6;14;0;0;0
2017;Marzo;05. Chamartín;5.297;2.365;2.932;30;12;18;119;62;57;1.120;535;585;176;64;112;1.483;669;814;292;132;160;346;141;205;1.717;746;971;14;4;10;0;0;0
2017;Marzo;06. Tetuán;9.670;4.491;5.179;39;16;23;1.261;605;656;1.565;773;792;538;229;309;4.046;1.968;2.078;469;202;267;371;130;241;1.372;565;807;9;3;6;0;0;0
2017;Marzo;07. Chamberí;5.461;2.409;3.052;65;21;44;177;90;87;789;397;392;182;63;119;1.813;867;946;275;118;157;320;128;192;1.820;717;1.103;20;8;12;0;0;0
2017;Marzo;08. Fuencarral-El Pardo;10.254;4.465;5.789;42;15;27;479;215;264;1.815;879;936;615;230;385;3.964;1.816;2.148;633;280;353;572;194;378;2.108;830;1.278;26;6;20;0;0;0
2017;Marzo;09. Moncloa-Aravaca;4.514;2.046;2.468;28;12;16;220;124;96;491;238;253;215;89;126;1.751;821;930;244;109;135;262;96;166;1.281;553;728;22;4;18;0;0;0
2017;Marzo;10. Latina;15.232;7.215;8.017;206;108;98;1.644;819;825;2.133;1.074;1.059;1.146;490;656;6.966;3.487;3.479;1.000;454;546;591;192;399;1.517;577;940;29;14;15;0;0;0
2017;Marzo;11. Carabanchel;18.231;8.497;9.734;166;88;78;1.506;713;793;5.047;2.508;2.539;1.161;478;683;7.759;3.781;3.978;872;354;518;534;167;367;1.171;405;766;15;3;12;0;0;0
2017;Marzo;12. Usera;10.569;4.942;5.627;89;49;40;987;444;543;2.108;1.031;1.077;705;292;413;5.553;2.691;2.862;429;169;260;198;63;135;491;200;291;9;3;6;0;0;0
2017;Marzo;13. Puente de Vallecas;20.531;9.849;10.682;1.787;863;924;2.469;1.233;1.236;3.128;1.549;1.579;1.329;566;763;9.902;4.858;5.044;793;366;427;318;111;207;798;300;498;7;3;4;0;0;0
2017;Marzo;14. Moratalaz;5.806;2.627;3.179;146;71;75;291;133;158;1.485;702;783;352;147;205;2.390;1.137;1.253;329;138;191;216;65;151;590;230;360;7;4;3;0;0;0
2017;Marzo;15. Ciudad Lineal;12.473;5.642;6.831;83;29;54;314;149;165;3.132;1.487;1.645;713;295;418;5.193;2.456;2.737;727;329;398;572;210;362;1.720;685;1.035;19;2;17;0;0;0
2017;Marzo;16. Hortaleza;8.812;3.848;4.964;92;41;51;441;219;222;1.588;773;815;533;184;349;3.457;1.605;1.852;590;249;341;511;196;315;1.589;579;1.010;11;2;9;0;0;0
2017;Marzo;17. Villaverde;12.293;5.716;6.577;88;40;48;877;459;418;3.258;1.635;1.623;731;290;441;6.106;2.859;3.247;523;207;316;239;71;168;466;154;312;5;1;4;0;0;0
2017;Marzo;18. Villa de Vallecas;7.702;3.416;4.286;137;63;74;1.227;612;615;1.399;707;692;470;160;310;3.352;1.493;1.859;427;157;270;205;58;147;479;164;315;6;2;4;0;0;0
2017;Marzo;19. Vicálvaro;5.143;2.312;2.831;193;91;102;414;216;198;1.361;657;704;341;120;221;2.032;960;1.072;291;111;180;155;41;114;351;113;238;5;3;2;0;0;0
2017;Marzo;20. San Blas-Canillejas;10.344;4.797;5.547;100;43;57;356;158;198;2.215;1.139;1.076;712;267;445;5.025;2.427;2.598;629;246;383;380;135;245;911;379;532;16;3;13;0;0;0
2017;Marzo;21. Barajas;2.152;1.005;1.147;28;11;17;76;36;40;311;149;162;131;57;74;982;478;504;153;74;79;110;40;70;358;158;200;3;2;1;0;0;0
2017;Abril;Ciudad de Madrid;186.033;85.357;100.676;3.496;1.646;1.850;13.902;6.819;7.083;38.205;18.797;19.408;10.857;4.348;6.509;78.234;37.428;40.806;9.663;4.128;5.535;7.043;2.481;4.562;24.329;9.619;14.710;304;91;213;0;0;0
2017;Abril;01. Centro;8.395;4.422;3.973;140;74;66;536;316;220;1.946;1.115;831;335;167;168;2.940;1.673;1.267;396;190;206;361;152;209;1.717;727;990;24;8;16;0;0;0
2017;Abril;02. Arganzuela;7.716;3.425;4.291;59;29;30;278;140;138;1.393;684;709;411;165;246;2.902;1.370;1.532;503;227;276;462;168;294;1.678;636;1.042;30;6;24;0;0;0
2017;Abril;03. Retiro;4.624;2.090;2.534;71;39;32;273;126;147;749;342;407;190;75;115;1.457;696;761;268;135;133;323;145;178;1.280;530;750;13;2;11;0;0;0
2017;Abril;04. Salamanca;5.365;2.304;3.061;26;12;14;137;67;70;1.588;719;869;186;72;114;1.334;590;744;256;122;134;288;109;179;1.530;608;922;20;5;15;0;0;0
2017;Abril;05. Chamartín;5.145;2.258;2.887;24;9;15;117;61;56;1.071;506;565;176;63;113;1.449;639;810;277;121;156;321;115;206;1.698;738;960;12;6;6;0;0;0
2017;Abril;06. Tetuán;9.334;4.326;5.008;44;17;27;1.212;589;623;1.506;745;761;526;216;310;3.908;1.881;2.027;458;194;264;341;121;220;1.328;560;768;11;3;8;0;0;0
2017;Abril;07. Chamberí;5.265;2.304;2.961;52;21;31;175;89;86;774;370;404;177;63;114;1.752;824;928;252;111;141;314;115;199;1.749;701;1.048;20;10;10;0;0;0
2017;Abril;08. Fuencarral-El Pardo;10.010;4.338;5.672;48;19;29;485;218;267;1.781;857;924;619;228;391;3.832;1.742;2.090;614;265;349;551;182;369;2.056;820;1.236;24;7;17;0;0;0
2017;Abril;09. Moncloa-Aravaca;4.431;2.002;2.429;24;11;13;228;124;104;495;237;258;220;94;126;1.709;807;902;230;101;129;254;96;158;1.249;527;722;22;5;17;0;0;0
2017;Abril;10. Latina;14.712;6.932;7.780;193;98;95;1.594;791;803;2.144;1.077;1.067;1.124;473;651;6.737;3.340;3.397;916;403;513;547;183;364;1.431;555;876;26;12;14;0;0;0
2017;Abril;11. Carabanchel;17.579;8.136;9.443;155;82;73;1.436;670;766;4.981;2.468;2.513;1.095;442;653;7.450;3.612;3.838;837;334;503;489;149;340;1.121;376;745;15;3;12;0;0;0
2017;Abril;12. Usera;10.330;4.822;5.508;83;44;39;1.011;456;555;2.063;1.001;1.062;691;279;412;5.417;2.638;2.779;388;145;243;198;67;131;469;188;281;10;4;6;0;0;0
2017;Abril;13. Puente de Vallecas;19.932;9.510;10.422;1.717;809;908;2.437;1.219;1.218;3.057;1.530;1.527;1.267;538;729;9.625;4.694;4.931;747;341;406;292;99;193;784;279;505;6;1;5;0;0;0
2017;Abril;14. Moratalaz;5.612;2.531;3.081;141;69;72;284;128;156;1.453;677;776;325;138;187;2.318;1.100;1.218;314;126;188;205;67;138;564;221;343;8;5;3;0;0;0
2017;Abril;15. Ciudad Lineal;12.083;5.443;6.640;91;37;54;322;153;169;3.060;1.441;1.619;697;286;411;5.007;2.357;2.650;700;320;380;538;194;344;1.649;652;997;19;3;16;0;0;0
2017;Abril;16. Hortaleza;8.639;3.764;4.875;83;31;52;435;209;226;1.574;755;819;519;181;338;3.395;1.579;1.816;577;239;338;485;188;297;1.557;579;978;14;3;11;0;0;0
2017;Abril;17. Villaverde;12.076;5.583;6.493;85;39;46;859;454;405;3.301;1.642;1.659;722;291;431;5.912;2.742;3.170;490;191;299;239;73;166;463;150;313;5;1;4;0;0;0
2017;Abril;18. Villa de Vallecas;7.581;3.350;4.231;140;62;78;1.238;611;627;1.378;705;673;459;154;305;3.257;1.447;1.810;424;159;265;217;50;167;462;161;301;6;1;5;0;0;0
2017;Abril;19. Vicálvaro;5.018;2.245;2.773;187;89;98;414;216;198;1.367;653;714;309;107;202;1.984;929;1.055;271;103;168;150;38;112;332;108;224;4;2;2;0;0;0
2017;Abril;20. San Blas-Canillejas;10.081;4.610;5.471;101;44;57;352;143;209;2.213;1.129;1.084;682;260;422;4.898;2.322;2.576;603;235;368;360;129;231;860;346;514;12;2;10;0;0;0
2017;Abril;21. Barajas;2.105;962;1.143;32;11;21;79;39;40;311;144;167;127;56;71;951;446;505;142;66;76;108;41;67;352;157;195;3;2;1;0;0;0
2017;Mayo;Ciudad de Madrid;181.735;82.796;98.939;3.401;1.594;1.807;13.372;6.474;6.898;37.660;18.424;19.236;10.514;4.173;6.341;76.078;36.176;39.902;9.390;4.022;5.368;6.813;2.379;4.434;24.107;9.436;14.671;400;118;282;0;0;0
2017;Mayo;01. Centro;8.292;4.374;3.918;130;68;62;512;302;210;1.921;1.096;825;330;174;156;2.854;1.628;1.226;390;204;186;356;147;209;1.772;748;1.024;27;7;20;0;0;0
2017;Mayo;02. Arganzuela;7.533;3.323;4.210;59;28;31;266;136;130;1.341;641;700;405;153;252;2.827;1.331;1.496;498;221;277;450;167;283;1.639;633;1.006;48;13;35;0;0;0
2017;Mayo;03. Retiro;4.487;2.009;2.478;67;35;32;256;122;134;734;344;390;180;70;110;1.440;678;762;264;130;134;301;135;166;1.224;491;733;21;4;17;0;0;0
2017;Mayo;04. Salamanca;5.235;2.264;2.971;23;9;14;139;70;69;1.518;693;825;181;65;116;1.328;604;724;246;118;128;267;104;163;1.502;590;912;31;11;20;0;0;0
2017;Mayo;05. Chamartín;5.007;2.200;2.807;23;10;13;123;69;54;1.048;505;543;168;63;105;1.409;619;790;284;124;160;307;106;201;1.627;697;930;18;7;11;0;0;0
2017;Mayo;06. Tetuán;9.111;4.206;4.905;47;20;27;1.174;565;609;1.509;723;786;503;203;300;3.776;1.837;1.939;445;194;251;315;112;203;1.322;546;776;20;6;14;0;0;0
2017;Mayo;07. Chamberí;5.182;2.268;2.914;55;24;31;167;83;84;748;365;383;173;62;111;1.692;805;887;241;106;135;311;120;191;1.759;694;1.065;36;9;27;0;0;0
2017;Mayo;08. Fuencarral-El Pardo;9.805;4.208;5.597;46;19;27;460;201;259;1.746;854;892;570;207;363;3.753;1.685;2.068;581;252;329;540;171;369;2.075;809;1.266;34;10;24;0;0;0
2017;Mayo;09. Moncloa-Aravaca;4.387;1.977;2.410;24;12;12;226;125;101;484;226;258;212;98;114;1.700;794;906;226;103;123;255;90;165;1.235;520;715;25;9;16;0;0;0
2017;Mayo;10. Latina;14.407;6.732;7.675;219;111;108;1.540;739;801;2.112;1.046;1.066;1.108;474;634;6.588;3.253;3.335;885;380;505;534;178;356;1.394;537;857;27;14;13;0;0;0
2017;Mayo;11. Carabanchel;17.156;7.889;9.267;148;71;77;1.355;635;720;5.043;2.454;2.589;1.054;425;629;7.149;3.461;3.688;814;336;478;477;141;336;1.100;364;736;16;2;14;0;0;0
2017;Mayo;12. Usera;10.070;4.674;5.396;78;38;40;988;442;546;1.946;954;992;665;262;403;5.358;2.578;2.780;390;153;237;191;63;128;441;177;264;13;7;6;0;0;0
2017;Mayo;13. Puente de Vallecas;19.406;9.198;10.208;1.645;769;876;2.315;1.139;1.176;3.046;1.525;1.521;1.260;534;726;9.335;4.539;4.796;724;322;402;297;100;197;779;270;509;5;0;5;0;0;0
2017;Mayo;14. Moratalaz;5.525;2.452;3.073;134;68;66;293;131;162;1.449;656;793;328;135;193;2.258;1.038;1.220;293;125;168;197;62;135;566;233;333;7;4;3;0;0;0
2017;Mayo;15. Ciudad Lineal;11.653;5.197;6.456;77;34;43;311;146;165;2.970;1.392;1.578;641;260;381;4.786;2.226;2.560;680;301;379;531;191;340;1.638;645;993;19;2;17;0;0;0
2017;Mayo;16. Hortaleza;8.452;3.640;4.812;80;29;51;429;200;229;1.541;719;822;502;176;326;3.292;1.529;1.763;553;227;326;465;176;289;1.573;579;994;17;5;12;0;0;0
2017;Mayo;17. Villaverde;11.790;5.415;6.375;89;40;49;834;426;408;3.307;1.661;1.646;693;261;432;5.671;2.596;3.075;484;187;297;223;74;149;483;169;314;6;1;5;0;0;0
2017;Mayo;18. Villa de Vallecas;7.516;3.248;4.268;146;67;79;1.189;572;617;1.408;693;715;459;148;311;3.218;1.405;1.813;409;154;255;209;53;156;472;154;318;6;2;4;0;0;0
2017;Mayo;19. Vicálvaro;4.896;2.196;2.700;177;87;90;392;200;192;1.343;649;694;309;105;204;1.935;909;1.026;271;105;166;153;39;114;314;101;213;2;1;1;0;0;0
2017;Mayo;20. San Blas-Canillejas;9.756;4.397;5.359;95;42;53;331;137;194;2.152;1.095;1.057;648;239;409;4.765;2.222;2.543;572;216;356;338;117;221;840;327;513;15;2;13;0;0;0
2017;Mayo;21. Barajas;2.069;929;1.140;39;13;26;72;34;38;294;133;161;125;59;66;944;439;505;140;64;76;96;33;63;352;152;200;7;2;5;0;0;0
2017;Junio;Ciudad de Madrid;179.324;80.059;99.265;3.327;1.536;1.791;13.098;6.222;6.876;37.384;17.925;19.459;10.379;3.944;6.435;74.485;34.793;39.692;9.337;3.875;5.462;6.888;2.310;4.578;24.037;9.338;14.699;389;116;273;0;0;0
2017;Junio;01. Centro;8.181;4.231;3.950;127;68;59;491;289;202;1.872;1.054;818;324;170;154;2.800;1.584;1.216;390;187;203;360;138;222;1.786;731;1.055;31;10;21;0;0;0
2017;Junio;02. Arganzuela;7.405;3.251;4.154;47;23;24;263;126;137;1.278;615;663;402;159;243;2.793;1.315;1.478;486;212;274;439;157;282;1.649;632;1.017;48;12;36;0;0;0
2017;Junio;03. Retiro;4.371;1.940;2.431;59;31;28;242;114;128;753;352;401;166;63;103;1.340;631;709;269;134;135;318;134;184;1.203;477;726;21;4;17;0;0;0
2017;Junio;04. Salamanca;5.158;2.170;2.988;25;12;13;125;59;66;1.481;649;832;182;63;119;1.306;589;717;254;116;138;262;100;162;1.489;573;916;34;9;25;0;0;0
2017;Junio;05. Chamartín;4.934;2.152;2.782;21;7;14;121;60;61;1.016;482;534;159;54;105;1.362;608;754;278;126;152;308;108;200;1.649;701;948;20;6;14;0;0;0
2017;Junio;06. Tetuán;8.954;4.091;4.863;51;20;31;1.107;521;586;1.558;735;823;496;203;293;3.683;1.779;1.904;422;181;241;335;104;231;1.281;541;740;21;7;14;0;0;0
2017;Junio;07. Chamberí;5.101;2.200;2.901;48;18;30;162;77;85;740;357;383;175;54;121;1.636;753;883;248;114;134;311;119;192;1.749;699;1.050;32;9;23;0;0;0
2017;Junio;08. Fuencarral-El Pardo;9.627;4.061;5.566;42;18;24;435;189;246;1.727;821;906;555;198;357;3.665;1.620;2.045;591;243;348;531;175;356;2.051;786;1.265;30;11;19;0;0;0
2017;Junio;09. Moncloa-Aravaca;4.431;1.973;2.458;27;15;12;221;123;98;516;232;284;217;88;129;1.672;790;882;239;102;137;277;100;177;1.242;517;725;20;6;14;0;0;0
2017;Junio;10. Latina;14.177;6.492;7.685;196;99;97;1.516;715;801;2.038;997;1.041;1.110;466;644;6.463;3.113;3.350;904;374;530;534;174;360;1.397;542;855;19;12;7;0;0;0
2017;Junio;11. Carabanchel;16.909;7.540;9.369;144;69;75;1.318;590;728;5.001;2.388;2.613;1.050;403;647;6.953;3.278;3.675;801;311;490;484;131;353;1.140;368;772;18;2;16;0;0;0
2017;Junio;12. Usera;10.109;4.596;5.513;82;42;40;1.018;458;560;1.961;934;1.027;657;250;407;5.349;2.517;2.832;389;144;245;194;63;131;454;184;270;5;4;1;0;0;0
2017;Junio;13. Puente de Vallecas;19.359;8.945;10.414;1.629;736;893;2.280;1.110;1.170;3.095;1.504;1.591;1.237;504;733;9.307;4.416;4.891;724;309;415;308;92;216;773;273;500;6;1;5;0;0;0
