Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.5. Paro registrado por Distrito, Nivel formativo y Sexo, por Mes (desde 2012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;Sin estudios;Sin estudios;Sin estudios;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios completos;Estudios primarios completos;Estudios primarios completos;Programas de formación profesional;Programas de formación profesional;Programas de formación profesional;Educación general;Educación general;Educación general;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Otros;Otros;Otros;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.
;;;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres;Ambos sexos;Hombres;Mujeres
2020;Mayo;04. Salamanca;5.755;2.434;3.321;12;6;6;137;50;87;2.050;891;1.159;187;70;117;1.379;651;728;291;141;150;265;94;171;1.416;528;888;18;3;15;0;0;0
2020;Mayo;05. Chamartín;5.607;2.430;3.177;32;9;23;155;78;77;1.662;780;882;168;56;112;1.394;629;765;285;115;170;266;100;166;1.635;658;977;10;5;5;0;0;0
2020;Mayo;06. Tetuán;9.671;4.329;5.342;32;13;19;736;331;405;3.728;1.768;1.960;422;161;261;2.748;1.291;1.457;424;187;237;242;73;169;1.332;503;829;7;2;5;0;0;0
2020;Mayo;07. Chamberí;5.801;2.510;3.291;22;8;14;229;112;117;1.221;610;611;182;67;115;1.676;771;905;298;140;158;286;112;174;1.866;682;1.184;21;8;13;0;0;0
2020;Mayo;08. Fuencarral-El Pardo;10.325;4.473;5.852;56;27;29;452;212;240;2.790;1.283;1.507;548;211;337;3.222;1.491;1.731;632;286;346;494;154;340;2.116;802;1.314;15;7;8;0;0;0
2020;Mayo;09. Moncloa-Aravaca;4.901;2.162;2.739;17;5;12;220;111;109;1.032;512;520;222;103;119;1.446;694;752;293;117;176;262;103;159;1.397;511;886;12;6;6;0;0;0
2020;Mayo;10. Latina;15.843;7.284;8.559;221;93;128;1.717;803;914;3.160;1.499;1.661;1.121;464;657;6.321;3.105;3.216;1.140;499;641;491;178;313;1.651;634;1.017;21;9;12;0;0;0
2020;Mayo;11. Carabanchel;19.481;8.856;10.625;142;62;80;1.595;733;862;8.288;3.881;4.407;1.004;397;607;5.684;2.745;2.939;965;410;555;435;133;302;1.361;493;868;7;2;5;0;0;0
2020;Mayo;12. Usera;11.725;5.347;6.378;64;30;34;2.771;1.312;1.459;3.140;1.522;1.618;649;252;397;3.930;1.783;2.147;454;179;275;178;63;115;528;200;328;11;6;5;0;0;0
2020;Mayo;13. Puente de Vallecas;21.110;9.873;11.237;820;365;455;2.566;1.186;1.380;5.465;2.653;2.812;1.235;524;711;9.055;4.363;4.692;803;364;439;261;89;172;894;324;570;11;5;6;0;0;0
2020;Mayo;14. Moratalaz;5.891;2.607;3.284;79;33;46;468;209;259;1.783;816;967;341;141;200;2.024;957;1.067;378;163;215;201;73;128;613;213;400;4;2;2;0;0;0
2020;Mayo;15. Ciudad Lineal;12.802;5.723;7.079;86;37;49;353;165;188;4.476;2.077;2.399;639;266;373;4.246;2.024;2.222;743;326;417;476;168;308;1.767;658;1.109;16;2;14;0;0;0
2020;Mayo;16. Hortaleza;9.415;4.039;5.376;113;46;67;438;215;223;2.649;1.220;1.429;494;189;305;3.039;1.399;1.640;574;249;325;442;139;303;1.652;576;1.076;14;6;8;0;0;0
2020;Mayo;17. Villaverde;13.402;5.986;7.416;80;24;56;715;326;389;5.748;2.669;3.079;736;295;441;4.827;2.214;2.613;545;230;315;227;61;166;520;166;354;4;1;3;0;0;0
2020;Mayo;18. Villa de Vallecas;8.556;3.607;4.949;130;55;75;1.244;613;631;2.502;1.100;1.402;513;173;340;2.966;1.248;1.718;436;167;269;221;65;156;541;185;356;3;1;2;0;0;0
2020;Mayo;19. Vicálvaro;5.187;2.278;2.909;112;51;61;486;244;242;1.689;776;913;324;126;198;1.783;824;959;285;107;178;139;33;106;369;117;252;0;0;0;0;0;0
2020;Mayo;20. San Blas-Canillejas;10.468;4.696;5.772;88;33;55;395;166;229;3.414;1.620;1.794;636;242;394;4.039;1.940;2.099;639;259;380;318;98;220;933;335;598;6;3;3;0;0;0
2020;Mayo;21. Barajas;2.335;1.039;1.296;22;7;15;99;40;59;523;257;266;99;41;58;933;444;489;155;66;89;121;41;80;383;143;240;0;0;0;0;0;0
2020;Junio;Ciudad de Madrid;202.644;89.877;112.767;2.272;953;1.319;15.653;7.189;8.464;62.175;28.691;33.484;10.593;4.213;6.380;67.630;31.731;35.899;10.660;4.610;6.050;6.603;2.254;4.349;26.796;10.142;16.654;262;94;168;0;0;0
2020;Junio;01. Centro;10.302;5.380;4.922;70;37;33;469;270;199;3.324;1.844;1.480;383;204;179;2.947;1.647;1.300;534;254;280;392;179;213;2.158;934;1.224;25;11;14;0;0;0
2020;Junio;02. Arganzuela;8.484;3.815;4.669;52;25;27;277;138;139;1.813;882;931;440;181;259;2.788;1.352;1.436;580;282;298;482;177;305;2.021;769;1.252;31;9;22;0;0;0
2020;Junio;03. Retiro;4.920;2.177;2.743;18;7;11;144;69;75;1.384;661;723;187;87;100;1.317;604;713;291;145;146;261;90;171;1.309;513;796;9;1;8;0;0;0
2020;Junio;04. Salamanca;5.872;2.482;3.390;15;7;8;142;51;91;2.088;901;1.187;191;73;118;1.393;657;736;301;147;154;274;92;182;1.447;549;898;21;5;16;0;0;0
2020;Junio;05. Chamartín;5.742;2.478;3.264;31;10;21;152;73;79;1.718;796;922;184;65;119;1.414;634;780;293;119;174;271;101;170;1.666;676;990;13;4;9;0;0;0
2020;Junio;06. Tetuán;9.801;4.321;5.480;30;11;19;696;305;391;3.864;1.782;2.082;433;161;272;2.749;1.269;1.480;428;188;240;258;78;180;1.337;526;811;6;1;5;0;0;0
2020;Junio;07. Chamberí;5.846;2.506;3.340;23;9;14;223;110;113;1.240;596;644;195;72;123;1.696;759;937;296;140;156;291;110;181;1.862;700;1.162;20;10;10;0;0;0
2020;Junio;08. Fuencarral-El Pardo;10.462;4.507;5.955;59;28;31;474;217;257;2.804;1.267;1.537;555;215;340;3.223;1.482;1.741;630;286;344;519;173;346;2.180;832;1.348;18;7;11;0;0;0
2020;Junio;09. Moncloa-Aravaca;4.965;2.181;2.784;16;5;11;220;107;113;1.076;531;545;218;103;115;1.416;665;751;293;119;174;268;108;160;1.442;536;906;16;7;9;0;0;0
2020;Junio;10. Latina;15.893;7.137;8.756;211;86;125;1.721;791;930;3.150;1.432;1.718;1.120;456;664;6.323;3.064;3.259;1.145;493;652;532;182;350;1.669;622;1.047;22;11;11;0;0;0
2020;Junio;11. Carabanchel;19.468;8.629;10.839;141;59;82;1.547;694;853;8.318;3.766;4.552;1.027;391;636;5.639;2.687;2.952;949;399;550;446;132;314;1.396;500;896;5;1;4;0;0;0
2020;Junio;12. Usera;11.687;5.201;6.486;66;29;37;2.794;1.268;1.526;3.141;1.470;1.671;640;244;396;3.884;1.742;2.142;425;167;258;188;67;121;541;208;333;8;6;2;0;0;0
2020;Junio;13. Puente de Vallecas;21.417;9.858;11.559;841;368;473;2.590;1.159;1.431;5.638;2.668;2.970;1.258;519;739;9.109;4.351;4.758;779;348;431;280;103;177;909;336;573;13;6;7;0;0;0
2020;Junio;14. Moratalaz;5.905;2.572;3.333;78;30;48;474;208;266;1.801;806;995;319;132;187;2.056;966;1.090;367;150;217;197;66;131;607;211;396;6;3;3;0;0;0
2020;Junio;15. Ciudad Lineal;12.752;5.564;7.188;75;30;45;354;156;198;4.470;2.001;2.469;623;256;367;4.220;1.978;2.242;752;322;430;471;162;309;1.769;656;1.113;18;3;15;0;0;0
2020;Junio;16. Hortaleza;9.453;4.003;5.450;107;43;64;434;213;221;2.655;1.178;1.477;487;179;308;3.051;1.399;1.652;565;245;320;446;144;302;1.696;598;1.098;12;4;8;0;0;0
2020;Junio;17. Villaverde;13.121;5.677;7.444;82;26;56;706;316;390;5.576;2.471;3.105;753;299;454;4.720;2.127;2.593;531;216;315;223;58;165;523;163;360;7;1;6;0;0;0
2020;Junio;18. Villa de Vallecas;8.568;3.529;5.039;131;51;80;1.255;594;661;2.497;1.074;1.423;520;176;344;2.952;1.214;1.738;443;171;272;220;63;157;546;185;361;4;1;3;0;0;0
2020;Junio;19. Vicálvaro;5.182;2.241;2.941;116;52;64;513;260;253;1.680;751;929;328;127;201;1.762;796;966;272;101;171;142;33;109;367;120;247;2;1;1;0;0;0
2020;Junio;20. San Blas-Canillejas;10.459;4.594;5.865;89;34;55;371;151;220;3.418;1.569;1.849;631;229;402;4.026;1.897;2.129;642;259;383;320;96;224;956;357;599;6;2;4;0;0;0
2020;Junio;21. Barajas;2.345;1.025;1.320;21;6;15;97;39;58;520;245;275;101;44;57;945;441;504;144;59;85;122;40;82;395;151;244;0;0;0;0;0;0
2020;Julio;Ciudad de Madrid;206.549;90.427;116.122;2.283;941;1.342;16.132;7.262;8.870;63.496;28.767;34.729;10.488;4.188;6.300;68.526;31.754;36.772;10.859;4.620;6.239;6.716;2.305;4.411;27.807;10.504;17.303;242;86;156;0;0;0
2020;Julio;01. Centro;10.474;5.447;5.027;68;37;31;485;278;207;3.397;1.893;1.504;372;197;175;2.986;1.645;1.341;523;251;272;415;191;224;2.207;949;1.258;21;6;15;0;0;0
2020;Julio;02. Arganzuela;8.633;3.896;4.737;58;28;30;284;142;142;1.808;866;942;438;189;249;2.850;1.389;1.461;587;294;293;485;180;305;2.096;802;1.294;27;6;21;0;0;0
2020;Julio;03. Retiro;4.982;2.187;2.795;17;7;10;153;71;82;1.413;663;750;181;87;94;1.310;588;722;289;136;153;260;91;169;1.352;543;809;7;1;6;0;0;0
2020;Julio;04. Salamanca;6.040;2.536;3.504;14;6;8;152;55;97;2.138;893;1.245;175;62;113;1.423;669;754;309;147;162;278;91;187;1.533;608;925;18;5;13;0;0;0
2020;Julio;05. Chamartín;5.905;2.550;3.355;30;12;18;160;76;84;1.753;803;950;186;67;119;1.458;666;792;311;130;181;281;105;176;1.714;687;1.027;12;4;8;0;0;0
2020;Julio;06. Tetuán;10.195;4.468;5.727;41;15;26;750;317;433;4.009;1.833;2.176;429;159;270;2.815;1.301;1.514;454;195;259;267;84;183;1.423;562;861;7;2;5;0;0;0
2020;Julio;07. Chamberí;6.025;2.566;3.459;23;9;14;243;112;131;1.280;608;672;195;70;125;1.730;779;951;283;128;155;307;123;184;1.949;730;1.219;15;7;8;0;0;0
2020;Julio;08. Fuencarral-El Pardo;10.771;4.590;6.181;61;33;28;486;229;257;2.845;1.259;1.586;563;217;346;3.305;1.495;1.810;665;301;364;548;191;357;2.282;859;1.423;16;6;10;0;0;0
2020;Julio;09. Moncloa-Aravaca;5.123;2.236;2.887;19;7;12;228;109;119;1.091;524;567;219;98;121;1.482;694;788;303;124;179;269;109;160;1.500;566;934;12;5;7;0;0;0
2020;Julio;10. Latina;16.212;7.141;9.071;202;77;125;1.828;820;1.008;3.246;1.425;1.821;1.125;458;667;6.381;3.062;3.319;1.187;496;691;534;179;355;1.688;615;1.073;21;9;12;0;0;0
2020;Julio;11. Carabanchel;19.929;8.701;11.228;145;56;89;1.617;716;901;8.542;3.802;4.740;1.028;408;620;5.699;2.665;3.034;969;409;560;464;138;326;1.458;505;953;7;2;5;0;0;0
2020;Julio;12. Usera;11.804;5.172;6.632;65;29;36;2.789;1.245;1.544;3.219;1.455;1.764;619;241;378;3.928;1.746;2.182;427;165;262;185;67;118;564;218;346;8;6;2;0;0;0
2020;Julio;13. Puente de Vallecas;21.478;9.680;11.798;814;347;467;2.603;1.127;1.476;5.657;2.617;3.040;1.243;512;731;9.116;4.275;4.841;793;348;445;274;98;176;965;349;616;13;7;6;0;0;0
2020;Julio;14. Moratalaz;6.019;2.621;3.398;90;33;57;517;228;289;1.801;800;1.001;310;133;177;2.094;988;1.106;356;140;216;201;66;135;643;228;415;7;5;2;0;0;0
2020;Julio;15. Ciudad Lineal;13.048;5.601;7.447;82;27;55;372;153;219;4.611;2.025;2.586;621;254;367;4.290;2.007;2.283;767;319;448;474;149;325;1.813;664;1.149;18;3;15;0;0;0
2020;Julio;16. Hortaleza;9.695;4.015;5.680;117;48;69;471;226;245;2.748;1.196;1.552;479;178;301;3.078;1.356;1.722;591;249;342;438;140;298;1.759;615;1.144;14;7;7;0;0;0
2020;Julio;17. Villaverde;13.292;5.631;7.661;83;26;57;721;316;405;5.679;2.474;3.205;739;290;449;4.768;2.065;2.703;526;218;308;217;58;159;554;183;371;5;1;4;0;0;0
2020;Julio;18. Villa de Vallecas;8.644;3.521;5.123;129;51;78;1.267;597;670;2.548;1.069;1.479;498;172;326;2.986;1.215;1.771;442;164;278;221;62;159;548;191;357;5;0;5;0;0;0
2020;Julio;19. Vicálvaro;5.263;2.248;3.015;119;54;65;528;255;273;1.700;743;957;325;126;199;1.790;808;982;278;101;177;145;37;108;376;123;253;2;1;1;0;0;0
2020;Julio;20. San Blas-Canillejas;10.615;4.586;6.029;86;32;54;382;153;229;3.458;1.551;1.907;635;225;410;4.111;1.917;2.194;648;252;396;330;107;223;959;347;612;6;2;4;0;0;0
2020;Julio;21. Barajas;2.402;1.034;1.368;20;7;13;96;37;59;553;268;285;108;45;63;926;424;502;151;53;98;123;39;84;424;160;264;1;1;0;0;0;0
2020;Agosto;Ciudad de Madrid;209.549;91.509;118.040;2.327;958;1.369;16.413;7.339;9.074;64.301;29.134;35.167;10.548;4.201;6.347;69.141;31.937;37.204;11.090;4.741;6.349;6.836;2.322;4.514;28.648;10.792;17.856;245;85;160;0;0;0
2020;Agosto;01. Centro;10.645;5.540;5.105;69;35;34;508;295;213;3.460;1.928;1.532;366;192;174;3.011;1.647;1.364;530;257;273;420;196;224;2.261;984;1.277;20;6;14;0;0;0
2020;Agosto;02. Arganzuela;8.701;3.877;4.824;54;24;30;282;137;145;1.804;843;961;439;188;251;2.875;1.400;1.475;594;294;300;494;177;317;2.135;809;1.326;24;5;19;0;0;0
2020;Agosto;03. Retiro;5.059;2.213;2.846;19;8;11;156;73;83;1.441;669;772;179;87;92;1.309;578;731;289;140;149;264;93;171;1.394;563;831;8;2;6;0;0;0
2020;Agosto;04. Salamanca;6.108;2.551;3.557;15;5;10;168;64;104;2.134;901;1.233;171;64;107;1.427;659;768;308;148;160;272;88;184;1.595;619;976;18;3;15;0;0;0
2020;Agosto;05. Chamartín;6.015;2.629;3.386;32;10;22;150;68;82;1.790;841;949;187;69;118;1.486;684;802;316;130;186;290;113;177;1.754;711;1.043;10;3;7;0;0;0
2020;Agosto;06. Tetuán;10.331;4.534;5.797;40;15;25;754;329;425;4.017;1.828;2.189;437;159;278;2.858;1.336;1.522;458;196;262;284;88;196;1.476;581;895;7;2;5;0;0;0
2020;Agosto;07. Chamberí;6.042;2.550;3.492;26;10;16;247;102;145;1.263;599;664;194;68;126;1.727;777;950;282;125;157;309;118;191;1.973;741;1.232;21;10;11;0;0;0
2020;Agosto;08. Fuencarral-El Pardo;10.988;4.676;6.312;64;34;30;475;215;260;2.953;1.327;1.626;563;213;350;3.338;1.512;1.826;680;305;375;558;192;366;2.339;871;1.468;18;7;11;0;0;0
2020;Agosto;09. Moncloa-Aravaca;5.251;2.296;2.955;18;6;12;234;107;127;1.131;549;582;217;100;117;1.482;689;793;313;133;180;272;108;164;1.570;599;971;14;5;9;0;0;0
2020;Agosto;10. Latina;16.515;7.232;9.283;202;76;126;1.874;824;1.050;3.359;1.466;1.893;1.145;458;687;6.408;3.080;3.328;1.199;516;683;543;175;368;1.763;627;1.136;22;10;12;0;0;0
2020;Agosto;11. Carabanchel;20.110;8.745;11.365;139;51;88;1.619;711;908;8.634;3.835;4.799;1.048;405;643;5.737;2.672;3.065;985;421;564;464;137;327;1.476;511;965;8;2;6;0;0;0
2020;Agosto;12. Usera;11.898;5.177;6.721;63;28;35;2.836;1.263;1.573;3.225;1.450;1.775;616;241;375;3.941;1.728;2.213;427;168;259;191;70;121;592;224;368;7;5;2;0;0;0
2020;Agosto;13. Puente de Vallecas;21.649;9.773;11.876;864;382;482;2.654;1.135;1.519;5.627;2.612;3.015;1.234;508;726;9.167;4.314;4.853;824;360;464;275;97;178;992;360;632;12;5;7;0;0;0
2020;Agosto;14. Moratalaz;6.116;2.643;3.473;92;39;53;529;230;299;1.839;810;1.029;304;125;179;2.117;988;1.129;372;150;222;207;67;140;651;230;421;5;4;1;0;0;0
2020;Agosto;15. Ciudad Lineal;13.266;5.682;7.584;79;25;54;377;153;224;4.672;2.031;2.641;620;259;361;4.349;2.038;2.311;792;327;465;479;149;330;1.881;697;1.184;17;3;14;0;0;0
2020;Agosto;16. Hortaleza;9.942;4.126;5.816;117;47;70;465;225;240;2.776;1.214;1.562;491;184;307;3.175;1.411;1.764;605;256;349;467;145;322;1.829;635;1.194;17;9;8;0;0;0
2020;Agosto;17. Villaverde;13.530;5.711;7.819;83;27;56;749;331;418;5.737;2.500;3.237;750;296;454;4.838;2.073;2.765;563;230;333;222;62;160;583;191;392;5;1;4;0;0;0
2020;Agosto;18. Villa de Vallecas;8.767;3.577;5.190;126;47;79;1.297;606;691;2.597;1.109;1.488;507;171;336;3.001;1.218;1.783;455;165;290;221;62;159;560;199;361;3;0;3;0;0;0
2020;Agosto;19. Vicálvaro;5.344;2.263;3.081;121;52;69;546;272;274;1.728;756;972;329;127;202;1.806;795;1.011;287;105;182;149;37;112;376;118;258;2;1;1;0;0;0
2020;Agosto;20. San Blas-Canillejas;10.832;4.672;6.160;83;30;53;401;162;239;3.561;1.612;1.949;638;239;399;4.150;1.907;2.243;657;258;399;331;107;224;1.006;356;650;5;1;4;0;0;0
2020;Agosto;21. Barajas;2.440;1.042;1.398;21;7;14;92;37;55;553;254;299;113;48;65;939;431;508;154;57;97;124;41;83;442;166;276;2;1;1;0;0;0
2020;Septiembre;Ciudad de Madrid;206.575;90.636;115.939;2.263;934;1.329;16.308;7.270;9.038;63.834;28.895;34.939;10.654;4.267;6.387;68.791;31.947;36.844;10.820;4.635;6.185;6.337;2.204;4.133;27.323;10.399;16.924;245;85;160;0;0;0
2020;Septiembre;01. Centro;10.308;5.355;4.953;64;35;29;502;290;212;3.338;1.849;1.489;373;195;178;2.947;1.621;1.326;505;238;267;407;188;219;2.150;931;1.219;22;8;14;0;0;0
2020;Septiembre;02. Arganzuela;8.430;3.770;4.660;60;26;34;286;142;144;1.738;805;933;457;195;262;2.844;1.380;1.464;582;285;297;453;168;285;1.983;763;1.220;27;6;21;0;0;0
2020;Septiembre;03. Retiro;4.976;2.186;2.790;20;8;12;155;70;85;1.420;649;771;184;90;94;1.310;598;712;295;141;154;233;81;152;1.352;548;804;7;1;6;0;0;0
2020;Septiembre;04. Salamanca;6.032;2.537;3.495;16;5;11;156;60;96;2.129;908;1.221;178;66;112;1.428;664;764;308;146;162;246;76;170;1.552;607;945;19;5;14;0;0;0
2020;Septiembre;05. Chamartín;5.820;2.537;3.283;30;9;21;154;63;91;1.733;808;925;183;69;114;1.459;664;795;316;137;179;275;107;168;1.661;677;984;9;3;6;0;0;0
2020;Septiembre;06. Tetuán;10.224;4.533;5.691;37;12;25;747;327;420;3.977;1.821;2.156;444;174;270;2.879;1.332;1.547;438;194;244;265;88;177;1.428;582;846;9;3;6;0;0;0
2020;Septiembre;07. Chamberí;5.870;2.490;3.380;26;12;14;259;107;152;1.253;603;650;181;65;116;1.702;770;932;249;107;142;296;111;185;1.886;707;1.179;18;8;10;0;0;0
2020;Septiembre;08. Fuencarral-El Pardo;10.738;4.598;6.140;64;36;28;468;205;263;2.938;1.336;1.602;557;217;340;3.277;1.483;1.794;666;304;362;507;169;338;2.244;842;1.402;17;6;11;0;0;0
2020;Septiembre;09. Moncloa-Aravaca;5.141;2.248;2.893;17;5;12;228;108;120;1.110;522;588;228;107;121;1.476;682;794;309;128;181;263;107;156;1.496;582;914;14;7;7;0;0;0
2020;Septiembre;10. Latina;16.351;7.233;9.118;206;78;128;1.848;810;1.038;3.334;1.466;1.868;1.138;459;679;6.469;3.108;3.361;1.211;517;694;501;173;328;1.621;611;1.010;23;11;12;0;0;0
2020;Septiembre;11. Carabanchel;20.057;8.777;11.280;130;48;82;1.585;693;892;8.720;3.868;4.852;1.075;416;659;5.706;2.681;3.025;970;425;545;412;130;282;1.452;515;937;7;1;6;0;0;0
2020;Septiembre;12. Usera;11.816;5.137;6.679;66;31;35;2.828;1.251;1.577;3.171;1.417;1.754;626;247;379;3.964;1.741;2.223;418;166;252;179;67;112;558;213;345;6;4;2;0;0;0
2020;Septiembre;13. Puente de Vallecas;21.324;9.615;11.709;817;354;463;2.640;1.142;1.498;5.617;2.584;3.033;1.254;518;736;9.016;4.236;4.780;787;340;447;248;93;155;932;343;589;13;5;8;0;0;0
2020;Septiembre;14. Moratalaz;6.082;2.633;3.449;93;40;53;544;240;304;1.836;810;1.026;318;124;194;2.118;992;1.126;354;143;211;196;63;133;618;217;401;5;4;1;0;0;0
2020;Septiembre;15. Ciudad Lineal;13.040;5.608;7.432;82;25;57;363;149;214;4.590;2.007;2.583;616;260;356;4.327;2.031;2.296;781;324;457;447;145;302;1.816;665;1.151;18;2;16;0;0;0
2020;Septiembre;16. Hortaleza;9.854;4.128;5.726;116;48;68;447;215;232;2.785;1.202;1.583;505;189;316;3.186;1.443;1.743;591;252;339;446;154;292;1.764;618;1.146;14;7;7;0;0;0
2020;Septiembre;17. Villaverde;13.510;5.764;7.746;81;27;54;749;333;416;5.752;2.509;3.243;760;290;470;4.856;2.130;2.726;556;231;325;202;57;145;549;186;363;5;1;4;0;0;0
2020;Septiembre;18. Villa de Vallecas;8.580;3.524;5.056;123;48;75;1.297;590;707;2.555;1.103;1.452;488;169;319;2.951;1.219;1.732;421;150;271;204;58;146;538;187;351;3;0;3;0;0;0
2020;Septiembre;19. Vicálvaro;5.345;2.300;3.045;120;54;66;547;277;270;1.723;763;960;342;132;210;1.842;827;1.015;277;98;179;135;34;101;356;114;242;3;1;2;0;0;0
2020;Septiembre;20. San Blas-Canillejas;10.702;4.645;6.057;78;27;51;412;162;250;3.556;1.602;1.954;635;240;395;4.113;1.929;2.184;636;251;385;303;98;205;965;335;630;4;1;3;0;0;0
2020;Septiembre;21. Barajas;2.375;1.018;1.357;17;6;11;93;36;57;559;263;296;112;45;67;921;416;505;150;58;92;119;37;82;402;156;246;2;1;1;0;0;0
2020;Octubre;Ciudad de Madrid;209.684;92.309;117.375;2.291;949;1.342;17.106;7.666;9.440;65.197;29.390;35.807;11.029;4.418;6.611;70.124;32.689;37.435;10.819;4.687;6.132;6.121;2.164;3.957;26.746;10.263;16.483;251;83;168;0;0;0
2020;Octubre;01. Centro;10.342;5.385;4.957;70;39;31;533;309;224;3.383;1.872;1.511;394;203;191;2.958;1.623;1.335;495;234;261;392;174;218;2.092;922;1.170;25;9;16;0;0;0
2020;Octubre;02. Arganzuela;8.478;3.836;4.642;66;29;37;296;154;142;1.790;833;957;469;204;265;2.870;1.403;1.467;593;297;296;437;169;268;1.926;741;1.185;31;6;25;0;0;0
2020;Octubre;03. Retiro;4.958;2.181;2.777;21;10;11;178;79;99;1.409;642;767;186;87;99;1.339;604;735;279;143;136;233;84;149;1.305;530;775;8;2;6;0;0;0
2020;Octubre;04. Salamanca;5.992;2.506;3.486;14;7;7;171;59;112;2.113;892;1.221;185;61;124;1.431;671;760;309;147;162;242;77;165;1.509;589;920;18;3;15;0;0;0
2020;Octubre;05. Chamartín;5.881;2.572;3.309;31;11;20;150;71;79;1.774;832;942;190;70;120;1.505;694;811;309;132;177;270;106;164;1.639;650;989;13;6;7;0;0;0
2020;Octubre;06. Tetuán;10.363;4.595;5.768;40;14;26;782;345;437;4.057;1.852;2.205;452;171;281;2.957;1.356;1.601;444;197;247;250;85;165;1.374;571;803;7;4;3;0;0;0
2020;Octubre;07. Chamberí;5.993;2.589;3.404;26;10;16;277;114;163;1.267;618;649;190;71;119;1.753;797;956;261;117;144;287;125;162;1.914;728;1.186;18;9;9;0;0;0
2020;Octubre;08. Fuencarral-El Pardo;10.930;4.727;6.203;64;36;28;497;223;274;3.015;1.368;1.647;584;235;349;3.365;1.541;1.824;656;299;357;495;162;333;2.237;856;1.381;17;7;10;0;0;0
2020;Octubre;09. Moncloa-Aravaca;5.264;2.326;2.938;17;6;11;261;123;138;1.151;535;616;233;112;121;1.521;720;801;319;143;176;265;102;163;1.483;579;904;14;6;8;0;0;0
2020;Octubre;10. Latina;16.600;7.350;9.250;202;78;124;1.905;820;1.085;3.394;1.492;1.902;1.220;504;716;6.596;3.156;3.440;1.208;529;679;472;168;304;1.579;596;983;24;7;17;0;0;0
2020;Octubre;11. Carabanchel;20.419;8.956;11.463;138;55;83;1.655;734;921;8.904;3.926;4.978;1.118;434;684;5.821;2.751;3.070;982;426;556;399;132;267;1.395;497;898;7;1;6;0;0;0
2020;Octubre;12. Usera;12.133;5.298;6.835;68;32;36;2.985;1.337;1.648;3.225;1.434;1.791;646;247;399;4.071;1.805;2.266;427;168;259;167;61;106;537;210;327;7;4;3;0;0;0
2020;Octubre;13. Puente de Vallecas;21.791;9.837;11.954;816;342;474;2.763;1.185;1.578;5.800;2.675;3.125;1.280;532;748;9.222;4.338;4.884;780;344;436;231;90;141;887;326;561;12;5;7;0;0;0
2020;Octubre;14. Moratalaz;6.136;2.673;3.463;95;40;55;560;247;313;1.864;827;1.037;325;128;197;2.125;1.003;1.122;355;142;213;190;71;119;618;212;406;4;3;1;0;0;0
2020;Octubre;15. Ciudad Lineal;13.129;5.695;7.434;79;26;53;383;159;224;4.668;2.045;2.623;628;260;368;4.389;2.077;2.312;761;320;441;446;138;308;1.757;668;1.089;18;2;16;0;0;0
2020;Octubre;16. Hortaleza;9.926;4.186;5.740;121;47;74;486;243;243;2.808;1.215;1.593;517;192;325;3.245;1.476;1.769;584;251;333;431;148;283;1.722;609;1.113;12;5;7;0;0;0
2020;Octubre;17. Villaverde;13.812;5.889;7.923;83;29;54;785;347;438;5.926;2.555;3.371;795;307;488;4.945;2.182;2.763;553;232;321;185;53;132;536;183;353;4;1;3;0;0;0
2020;Octubre;18. Villa de Vallecas;8.757;3.614;5.143;127;52;75;1.336;605;731;2.619;1.129;1.490;522;184;338;3.015;1.258;1.757;421;155;266;191;53;138;523;178;345;3;0;3;0;0;0
2020;Octubre;19. Vicálvaro;5.470;2.321;3.149;123;56;67;552;278;274;1.792;774;1.018;335;122;213;1.882;836;1.046;281;97;184;131;30;101;372;127;245;2;1;1;0;0;0
2020;Octubre;20. San Blas-Canillejas;10.874;4.723;6.151;74;24;50;446;194;252;3.669;1.610;2.059;645;245;400;4.161;1.967;2.194;651;257;394;285;97;188;939;328;611;4;1;3;0;0;0
2020;Octubre;21. Barajas;2.436;1.050;1.386;16;6;10;105;40;65;569;264;305;115;49;66;953;431;522;151;57;94;122;39;83;402;163;239;3;1;2;0;0;0
