Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.5. Paro registrado por Distrito, Nivel formativo y Sexo, por Mes (desde 2012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;Sin estudios;Sin estudios;Sin estudios;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios completos;Estudios primarios completos;Estudios primarios completos;Programas de formación profesional;Programas de formación profesional;Programas de formación profesional;Educación general;Educación general;Educación general;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Otros;Otros;Otros;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.
2019;Febrero;04. Salamanca;4.733;1.955;2.778;19;9;10;115;36;79;1.505;663;842;173;53;120;1.162;535;627;231;116;115;217;69;148;1.290;470;820;21;4;17;0;0;0
2019;Febrero;05. Chamartín;4.521;1.956;2.565;31;15;16;112;52;60;1.062;492;570;163;64;99;1.251;571;680;248;111;137;251;85;166;1.390;560;830;13;6;7;0;0;0
2019;Febrero;06. Tetuán;8.092;3.595;4.497;41;15;26;765;341;424;2.338;1.060;1.278;404;160;244;2.729;1.277;1.452;375;166;209;234;78;156;1.198;496;702;8;2;6;0;0;0
2019;Febrero;07. Chamberí;4.779;2.041;2.738;23;10;13;137;70;67;806;376;430;170;52;118;1.534;704;830;228;106;122;274;101;173;1.585;616;969;22;6;16;0;0;0
2019;Febrero;08. Fuencarral-El Pardo;8.993;3.739;5.254;60;17;43;383;160;223;1.971;896;1.075;493;191;302;3.180;1.379;1.801;570;236;334;461;149;312;1.858;708;1.150;17;3;14;0;0;0
2019;Febrero;09. Moncloa-Aravaca;4.098;1.823;2.275;16;4;12;185;98;87;611;291;320;193;86;107;1.446;671;775;249;110;139;232;88;144;1.152;468;684;14;7;7;0;0;0
2019;Febrero;10. Latina;13.262;5.938;7.324;174;72;102;1.535;717;818;2.106;974;1.132;1.029;398;631;5.696;2.740;2.956;928;377;551;432;147;285;1.346;507;839;16;6;10;0;0;0
2019;Febrero;11. Carabanchel;16.284;7.311;8.973;122;47;75;1.140;516;624;6.618;3.104;3.514;946;363;583;5.244;2.473;2.771;781;323;458;376;115;261;1.049;369;680;8;1;7;0;0;0
2019;Febrero;12. Usera;9.802;4.349;5.453;62;24;38;1.639;767;872;2.430;1.106;1.324;578;218;360;4.097;1.863;2.234;358;132;226;165;52;113;469;184;285;4;3;1;0;0;0
2019;Febrero;13. Puente de Vallecas;18.315;8.381;9.934;926;400;526;2.172;1.000;1.172;4.043;1.953;2.090;1.126;465;661;8.382;3.916;4.466;693;313;380;249;80;169;713;249;464;11;5;6;0;0;0
2019;Febrero;14. Moratalaz;5.050;2.189;2.861;77;30;47;280;122;158;1.513;666;847;296;113;183;1.889;897;992;297;118;179;154;43;111;538;197;341;6;3;3;0;0;0
2019;Febrero;15. Ciudad Lineal;10.618;4.595;6.023;86;32;54;256;114;142;3.120;1.419;1.701;569;204;365;4.010;1.864;2.146;632;259;373;453;144;309;1.480;558;922;12;1;11;0;0;0
2019;Febrero;16. Hortaleza;7.683;3.234;4.449;130;51;79;381;181;200;1.615;705;910;446;161;285;2.844;1.283;1.561;478;207;271;378;132;246;1.399;512;887;12;2;10;0;0;0
2019;Febrero;17. Villaverde;10.765;4.697;6.068;81;26;55;669;298;371;3.893;1.781;2.112;663;246;417;4.462;1.990;2.472;433;174;259;172;42;130;387;138;249;5;2;3;0;0;0
2019;Febrero;18. Villa de Vallecas;7.169;2.964;4.205;132;54;78;1.073;510;563;1.858;864;994;448;142;306;2.700;1.085;1.615;352;139;213;170;40;130;432;129;303;4;1;3;0;0;0
2019;Febrero;19. Vicálvaro;4.512;1.885;2.627;119;52;67;373;177;196;1.420;637;783;295;109;186;1.647;716;931;243;79;164;115;29;86;300;86;214;0;0;0;0;0;0
2019;Febrero;20. San Blas-Canillejas;8.806;3.844;4.962;95;39;56;289;113;176;2.469;1.157;1.312;584;215;369;3.752;1.741;2.011;547;211;336;271;87;184;790;278;512;9;3;6;0;0;0
2019;Febrero;21. Barajas;1.874;793;1.081;28;14;14;73;29;44;312;133;179;90;36;54;812;352;460;124;63;61;111;34;77;322;132;190;2;0;2;0;0;0
2019;Marzo;Ciudad de Madrid;167.672;73.632;94.040;2.292;934;1.358;12.366;5.680;6.686;44.490;20.582;23.908;9.590;3.671;5.919;62.536;28.772;33.764;8.867;3.758;5.109;5.649;1.887;3.762;21.647;8.271;13.376;235;77;158;0;0;0
2019;Marzo;01. Centro;7.641;3.922;3.719;85;49;36;357;193;164;2.193;1.224;969;315;150;165;2.409;1.342;1.067;359;159;200;313;132;181;1.595;666;929;15;7;8;0;0;0
2019;Marzo;02. Arganzuela;6.790;2.953;3.837;37;19;18;217;115;102;1.200;550;650;405;165;240;2.423;1.119;1.304;484;214;270;407;151;256;1.593;615;978;24;5;19;0;0;0
2019;Marzo;03. Retiro;4.067;1.748;2.319;25;13;12;146;58;88;997;456;541;165;72;93;1.156;512;644;249;130;119;236;82;154;1.086;424;662;7;1;6;0;0;0
2019;Marzo;04. Salamanca;4.681;1.948;2.733;17;9;8;107;33;74;1.492;660;832;152;44;108;1.191;530;661;235;116;119;218;72;146;1.250;479;771;19;5;14;0;0;0
2019;Marzo;05. Chamartín;4.531;1.926;2.605;26;11;15;110;52;58;1.094;490;604;164;61;103;1.252;566;686;240;105;135;255;89;166;1.374;545;829;16;7;9;0;0;0
2019;Marzo;06. Tetuán;8.079;3.549;4.530;39;15;24;736;334;402;2.426;1.100;1.326;415;165;250;2.673;1.223;1.450;385;168;217;227;71;156;1.170;472;698;8;1;7;0;0;0
2019;Marzo;07. Chamberí;4.733;2.046;2.687;23;9;14;150;85;65;792;361;431;176;51;125;1.517;714;803;230;107;123;285;106;179;1.541;605;936;19;8;11;0;0;0
2019;Marzo;08. Fuencarral-El Pardo;8.928;3.759;5.169;53;16;37;388;163;225;1.991;923;1.068;480;188;292;3.149;1.362;1.787;561;234;327;451;149;302;1.835;718;1.117;20;6;14;0;0;0
2019;Marzo;09. Moncloa-Aravaca;4.099;1.825;2.274;14;5;9;177;98;79;620;295;325;188;77;111;1.445;672;773;255;112;143;220;84;136;1.166;476;690;14;6;8;0;0;0
2019;Marzo;10. Latina;13.170;5.872;7.298;172;62;110;1.546;727;819;2.127;979;1.148;1.042;406;636;5.619;2.678;2.941;928;382;546;432;142;290;1.287;490;797;17;6;11;0;0;0
2019;Marzo;11. Carabanchel;16.332;7.279;9.053;118;46;72;1.149;510;639;6.667;3.086;3.581;970;369;601;5.196;2.434;2.762;801;334;467;379;124;255;1.045;376;669;7;0;7;0;0;0
2019;Marzo;12. Usera;9.707;4.283;5.424;60;19;41;1.663;771;892;2.413;1.093;1.320;575;211;364;4.052;1.841;2.211;344;127;217;157;49;108;438;168;270;5;4;1;0;0;0
2019;Marzo;13. Puente de Vallecas;18.350;8.385;9.965;902;393;509;2.185;995;1.190;4.102;1.977;2.125;1.128;461;667;8.377;3.906;4.471;700;316;384;253;85;168;691;246;445;12;6;6;0;0;0
2019;Marzo;14. Moratalaz;5.030;2.169;2.861;74;29;45;299;128;171;1.493;648;845;288;109;179;1.894;891;1.003;305;133;172;163;46;117;507;181;326;7;4;3;0;0;0
2019;Marzo;15. Ciudad Lineal;10.530;4.567;5.963;87;23;64;256;117;139;3.147;1.429;1.718;573;221;352;3.999;1.861;2.138;596;236;360;428;137;291;1.429;542;887;15;1;14;0;0;0
2019;Marzo;16. Hortaleza;7.729;3.229;4.500;110;42;68;388;183;205;1.662;725;937;459;173;286;2.837;1.259;1.578;482;209;273;369;127;242;1.413;509;904;9;2;7;0;0;0
2019;Marzo;17. Villaverde;10.746;4.631;6.115;74;19;55;656;287;369;3.918;1.780;2.138;680;249;431;4.426;1.956;2.470;437;171;266;175;40;135;374;127;247;6;2;4;0;0;0
2019;Marzo;18. Villa de Vallecas;7.273;2.999;4.274;129;51;78;1.087;510;577;1.897;873;1.024;457;155;302;2.731;1.090;1.641;351;139;212;172;45;127;445;134;311;4;2;2;0;0;0
2019;Marzo;19. Vicálvaro;4.542;1.909;2.633;123;54;69;383;178;205;1.424;636;788;297;109;188;1.649;724;925;251;93;158;118;32;86;297;83;214;0;0;0;0;0;0
2019;Marzo;20. San Blas-Canillejas;8.849;3.846;5.003;90;34;56;295;119;176;2.530;1.169;1.361;567;200;367;3.740;1.735;2.005;544;214;330;275;83;192;798;288;510;10;4;6;0;0;0
2019;Marzo;21. Barajas;1.865;787;1.078;34;16;18;71;24;47;305;128;177;94;35;59;801;357;444;130;59;71;116;41;75;313;127;186;1;0;1;0;0;0
2019;Abril;Ciudad de Madrid;164.835;72.542;92.293;2.212;890;1.322;12.212;5.577;6.635;44.643;20.663;23.980;9.236;3.546;5.690;61.109;28.117;32.992;8.623;3.711;4.912;5.442;1.842;3.600;21.135;8.122;13.013;223;74;149;0;0;0
2019;Abril;01. Centro;7.452;3.848;3.604;77;43;34;340;188;152;2.136;1.169;967;306;150;156;2.370;1.335;1.035;349;160;189;300;132;168;1.559;665;894;15;6;9;0;0;0
2019;Abril;02. Arganzuela;6.612;2.900;3.712;40;18;22;225;117;108;1.216;561;655;388;162;226;2.359;1.085;1.274;460;203;257;385;149;236;1.516;601;915;23;4;19;0;0;0
2019;Abril;03. Retiro;4.063;1.773;2.290;29;15;14;143;59;84;992;456;536;172;79;93;1.154;520;634;260;140;120;229;82;147;1.077;420;657;7;2;5;0;0;0
2019;Abril;04. Salamanca;4.623;1.925;2.698;17;9;8;96;30;66;1.482;653;829;139;38;101;1.170;514;656;241;119;122;214;71;143;1.245;486;759;19;5;14;0;0;0
2019;Abril;05. Chamartín;4.477;1.904;2.573;20;8;12;105;49;56;1.121;503;618;160;58;102;1.212;540;672;231;103;128;239;80;159;1.373;555;818;16;8;8;0;0;0
2019;Abril;06. Tetuán;7.968;3.514;4.454;30;13;17;693;311;382;2.543;1.177;1.366;403;152;251;2.555;1.159;1.396;383;164;219;205;65;140;1.150;471;679;6;2;4;0;0;0
2019;Abril;07. Chamberí;4.572;1.977;2.595;21;5;16;137;73;64;792;366;426;164;48;116;1.463;676;787;231;116;115;262;96;166;1.482;590;892;20;7;13;0;0;0
2019;Abril;08. Fuencarral-El Pardo;8.878;3.738;5.140;50;15;35;384;155;229;2.074;968;1.106;466;181;285;3.101;1.356;1.745;516;222;294;454;148;306;1.818;687;1.131;15;6;9;0;0;0
2019;Abril;09. Moncloa-Aravaca;4.018;1.789;2.229;17;5;12;181;95;86;626;296;330;183;73;110;1.403;644;759;255;116;139;214;82;132;1.127;473;654;12;5;7;0;0;0
2019;Abril;10. Latina;12.899;5.824;7.075;164;63;101;1.521;708;813;2.160;1.018;1.142;1.004;403;601;5.430;2.619;2.811;907;378;529;421;146;275;1.277;483;794;15;6;9;0;0;0
2019;Abril;11. Carabanchel;16.155;7.226;8.929;115;48;67;1.126;507;619;6.656;3.060;3.596;947;370;577;5.153;2.427;2.726;776;323;453;369;124;245;1.006;367;639;7;0;7;0;0;0
2019;Abril;12. Usera;9.489;4.156;5.333;63;23;40;1.689;760;929;2.396;1.079;1.317;524;192;332;3.904;1.763;2.141;340;128;212;150;51;99;417;156;261;6;4;2;0;0;0
2019;Abril;13. Puente de Vallecas;18.143;8.297;9.846;867;370;497;2.178;991;1.187;4.130;2.003;2.127;1.111;466;645;8.257;3.829;4.428;664;306;358;237;78;159;686;248;438;13;6;7;0;0;0
2019;Abril;14. Moratalaz;4.923;2.092;2.831;69;27;42;299;127;172;1.448;623;825;270;101;169;1.886;874;1.012;287;119;168;151;41;110;508;178;330;5;2;3;0;0;0
2019;Abril;15. Ciudad Lineal;10.248;4.414;5.834;73;20;53;242;107;135;3.123;1.405;1.718;533;205;328;3.873;1.797;2.076;593;248;345;418;132;286;1.378;499;879;15;1;14;0;0;0
2019;Abril;16. Hortaleza;7.582;3.171;4.411;110;43;67;384;183;201;1.691;729;962;445;154;291;2.772;1.236;1.536;479;210;269;371;124;247;1.321;490;831;9;2;7;0;0;0
2019;Abril;17. Villaverde;10.595;4.583;6.012;76;17;59;642;282;360;3.908;1.766;2.142;642;229;413;4.376;1.950;2.426;414;171;243;168;36;132;366;131;235;3;1;2;0;0;0
2019;Abril;18. Villa de Vallecas;7.212;2.983;4.229;130;50;80;1.070;505;565;1.956;904;1.052;444;149;295;2.657;1.059;1.598;339;126;213;166;46;120;447;142;305;3;2;1;0;0;0
2019;Abril;19. Vicálvaro;4.438;1.910;2.528;121;53;68;381;179;202;1.399;641;758;285;107;178;1.603;724;879;244;94;150;114;34;80;291;78;213;0;0;0;0;0;0
2019;Abril;20. San Blas-Canillejas;8.658;3.771;4.887;92;33;59;307;131;176;2.492;1.162;1.330;553;190;363;3.644;1.676;1.968;519;206;313;268;88;180;771;280;491;12;5;7;0;0;0
2019;Abril;21. Barajas;1.830;747;1.083;31;12;19;69;20;49;302;124;178;97;39;58;767;334;433;135;59;76;107;37;70;320;122;198;2;0;2;0;0;0
2019;Mayo;Ciudad de Madrid;161.423;70.476;90.947;2.133;863;1.270;11.929;5.371;6.558;43.830;20.207;23.623;9.135;3.442;5.693;59.149;27.000;32.149;8.462;3.557;4.905;5.313;1.814;3.499;21.156;8.120;13.036;316;102;214;0;0;0
2019;Mayo;01. Centro;7.269;3.683;3.586;67;35;32;336;182;154;2.106;1.130;976;296;140;156;2.255;1.248;1.007;347;162;185;301;138;163;1.530;635;895;31;13;18;0;0;0
2019;Mayo;02. Arganzuela;6.487;2.853;3.634;35;16;19;217;112;105;1.180;574;606;394;163;231;2.284;1.055;1.229;453;190;263;369;138;231;1.523;596;927;32;9;23;0;0;0
2019;Mayo;03. Retiro;4.025;1.756;2.269;28;13;15;138;56;82;1.038;474;564;158;77;81;1.124;514;610;235;117;118;228;78;150;1.065;423;642;11;4;7;0;0;0
2019;Mayo;04. Salamanca;4.505;1.861;2.644;14;6;8;101;36;65;1.416;609;807;143;45;98;1.137;505;632;230;106;124;200;68;132;1.242;481;761;22;5;17;0;0;0
2019;Mayo;05. Chamartín;4.398;1.851;2.547;20;7;13;102;42;60;1.110;502;608;156;52;104;1.183;519;664;221;98;123;229;77;152;1.358;547;811;19;7;12;0;0;0
2019;Mayo;06. Tetuán;7.803;3.419;4.384;28;9;19;643;279;364;2.585;1.212;1.373;396;153;243;2.419;1.088;1.331;370;152;218;203;67;136;1.146;457;689;13;2;11;0;0;0
2019;Mayo;07. Chamberí;4.487;1.918;2.569;21;10;11;147;81;66;767;360;407;159;49;110;1.398;648;750;236;119;117;244;90;154;1.478;550;928;37;11;26;0;0;0
2019;Mayo;08. Fuencarral-El Pardo;8.726;3.635;5.091;44;14;30;366;145;221;2.051;930;1.121;460;169;291;2.976;1.287;1.689;497;206;291;450;142;308;1.863;734;1.129;19;8;11;0;0;0
2019;Mayo;09. Moncloa-Aravaca;3.912;1.732;2.180;18;5;13;171;87;84;611;290;321;182;71;111;1.345;605;740;237;110;127;198;76;122;1.132;483;649;18;5;13;0;0;0
2019;Mayo;10. Latina;12.607;5.594;7.013;169;62;107;1.459;634;825;2.107;981;1.126;1.003;392;611;5.291;2.530;2.761;887;360;527;389;138;251;1.280;490;790;22;7;15;0;0;0
2019;Mayo;11. Carabanchel;15.725;6.913;8.812;109;49;60;1.113;489;624;6.448;2.895;3.553;937;364;573;4.952;2.295;2.657;775;330;445;369;124;245;1.013;365;648;9;2;7;0;0;0
2019;Mayo;12. Usera;9.293;4.042;5.251;61;25;36;1.663;737;926;2.308;1.038;1.270;532;193;339;3.803;1.701;2.102;339;125;214;153;55;98;425;162;263;9;6;3;0;0;0
2019;Mayo;13. Puente de Vallecas;17.726;8.113;9.613;819;343;476;2.136;982;1.154;4.065;2.001;2.064;1.093;457;636;8.029;3.695;4.334;652;290;362;235;83;152;683;255;428;14;7;7;0;0;0
2019;Mayo;14. Moratalaz;4.893;2.062;2.831;76;32;44;292;119;173;1.415;591;824;279;102;177;1.864;865;999;291;120;171;165;51;114;505;181;324;6;1;5;0;0;0
2019;Mayo;15. Ciudad Lineal;10.021;4.299;5.722;86;27;59;232;106;126;3.023;1.356;1.667;534;191;343;3.755;1.729;2.026;579;232;347;406;132;274;1.385;522;863;21;4;17;0;0;0
2019;Mayo;16. Hortaleza;7.454;3.121;4.333;96;41;55;374;179;195;1.668;746;922;429;157;272;2.688;1.172;1.516;477;193;284;370;127;243;1.339;502;837;13;4;9;0;0;0
2019;Mayo;17. Villaverde;10.453;4.470;5.983;69;17;52;631;269;362;3.886;1.755;2.131;648;211;437;4.268;1.882;2.386;398;165;233;175;40;135;374;130;244;4;1;3;0;0;0
2019;Mayo;18. Villa de Vallecas;7.037;2.912;4.125;134;59;75;1.060;504;556;1.933;877;1.056;424;139;285;2.540;1.015;1.525;324;127;197;169;44;125;449;144;305;4;3;1;0;0;0
2019;Mayo;19. Vicálvaro;4.352;1.845;2.507;116;51;65;380;181;199;1.368;618;750;274;102;172;1.562;694;868;253;90;163;106;30;76;293;79;214;0;0;0;0;0;0
2019;Mayo;20. San Blas-Canillejas;8.482;3.672;4.810;94;32;62;301;133;168;2.448;1.142;1.306;542;177;365;3.552;1.639;1.913;527;204;323;254;82;172;753;260;493;11;3;8;0;0;0
2019;Mayo;21. Barajas;1.768;725;1.043;29;10;19;67;18;49;297;126;171;96;38;58;724;314;410;134;61;73;100;34;66;320;124;196;1;0;1;0;0;0
2019;Junio;Ciudad de Madrid;159.355;68.753;90.602;2.045;816;1.229;11.756;5.248;6.508;43.371;19.748;23.623;8.927;3.301;5.626;57.767;26.067;31.700;8.406;3.499;4.907;5.452;1.849;3.603;21.302;8.130;13.172;329;95;234;0;0;0
2019;Junio;01. Centro;7.246;3.683;3.563;60;30;30;328;183;145;2.127;1.134;993;291;137;154;2.236;1.225;1.011;324;157;167;297;138;159;1.555;669;886;28;10;18;0;0;0
2019;Junio;02. Arganzuela;6.360;2.737;3.623;34;15;19;206;103;103;1.130;539;591;368;145;223;2.228;997;1.231;441;192;249;376;143;233;1.542;595;947;35;8;27;0;0;0
2019;Junio;03. Retiro;3.917;1.686;2.231;20;9;11;120;46;74;1.008;454;554;155;71;84;1.080;488;592;238;120;118;220;72;148;1.059;418;641;17;8;9;0;0;0
2019;Junio;04. Salamanca;4.428;1.831;2.597;11;4;7;88;32;56;1.381;590;791;142;50;92;1.086;476;610;227;108;119;213;73;140;1.249;491;758;31;7;24;0;0;0
2019;Junio;05. Chamartín;4.326;1.809;2.517;21;9;12;101;43;58;1.088;488;600;157;50;107;1.158;507;651;214;97;117;230;85;145;1.335;523;812;22;7;15;0;0;0
2019;Junio;06. Tetuán;7.765;3.375;4.390;29;11;18;623;264;359;2.594;1.205;1.389;383;140;243;2.401;1.081;1.320;365;146;219;208;68;140;1.151;459;692;11;1;10;0;0;0
2019;Junio;07. Chamberí;4.478;1.877;2.601;21;10;11;169;83;86;780;348;432;160;50;110;1.369;622;747;220;107;113;253;98;155;1.477;549;928;29;10;19;0;0;0
2019;Junio;08. Fuencarral-El Pardo;8.599;3.554;5.045;37;11;26;364;141;223;2.009;915;1.094;443;158;285;2.883;1.242;1.641;532;218;314;461;141;320;1.849;722;1.127;21;6;15;0;0;0
2019;Junio;09. Moncloa-Aravaca;3.854;1.706;2.148;13;2;11;175;88;87;619;294;325;170;69;101;1.290;588;702;243;110;133;195;73;122;1.130;477;653;19;5;14;0;0;0
2019;Junio;10. Latina;12.518;5.497;7.021;168;65;103;1.427;614;813;2.062;942;1.120;980;378;602;5.196;2.494;2.702;892;355;537;425;143;282;1.346;499;847;22;7;15;0;0;0
2019;Junio;11. Carabanchel;15.530;6.700;8.830;101;42;59;1.130;483;647;6.349;2.823;3.526;910;331;579;4.814;2.181;2.633;784;322;462;373;126;247;1.058;390;668;11;2;9;0;0;0
2019;Junio;12. Usera;9.095;3.929;5.166;57;23;34;1.695;755;940;2.235;1.006;1.229;539;191;348;3.654;1.615;2.039;333;120;213;156;57;99;417;157;260;9;5;4;0;0;0
2019;Junio;13. Puente de Vallecas;17.353;7.785;9.568;787;318;469;2.037;931;1.106;4.028;1.930;2.098;1.050;426;624;7.856;3.563;4.293;648;281;367;248;89;159;685;240;445;14;7;7;0;0;0
2019;Junio;14. Moratalaz;4.787;2.003;2.784;76;32;44;292;121;171;1.397;581;816;272;106;166;1.784;810;974;281;111;170;178;58;120;499;181;318;8;3;5;0;0;0
