Paro registrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paro registrado en la Ciudad de Madrid (desde mayo de 2005);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Características;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.2.5. Paro registrado por Distrito, Nivel formativo y Sexo, por Mes (desde 2012);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Total;Total;Total;Sin estudios;Sin estudios;Sin estudios;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios incompletos;Estudios primarios completos;Estudios primarios completos;Estudios primarios completos;Programas de formación profesional;Programas de formación profesional;Programas de formación profesional;Educación general;Educación general;Educación general;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios técnico-profesionales superiores;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Primer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Estudios universitarios Segundo y Tercer ciclo;Otros;Otros;Otros;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.;Otras titulaciones de F.P. n.c.o.p.
2024;Enero;19. Vicálvaro;4.403;1.813;2.590;67;30;37;431;190;241;1.549;670;879;288;95;193;1.385;622;763;263;90;173;107;28;79;308;87;221;5;1;4;0;0;0
2024;Enero;20. San Blas-Canillejas;7.847;3.258;4.589;27;10;17;249;114;135;3.317;1.439;1.878;488;153;335;2.422;1.047;1.375;487;212;275;187;53;134;661;227;434;9;3;6;0;0;0
2024;Enero;21. Barajas;1.511;629;882;7;2;5;68;25;43;431;180;251;72;29;43;532;244;288;105;43;62;63;19;44;229;85;144;4;2;2;0;0;0
2024;Febrero;Ciudad de Madrid;145.433;62.066;83.367;1.050;431;619;12.197;5.404;6.793;49.945;21.844;28.101;8.115;2.884;5.231;44.099;19.832;24.267;7.840;3.377;4.463;3.725;1.214;2.511;18.279;7.014;11.265;183;66;117;0;0;0
2024;Febrero;01. Centro;6.482;3.353;3.129;33;16;17;530;277;253;2.162;1.151;1.011;234;111;123;1.738;970;768;309;177;132;189;82;107;1.275;567;708;12;2;10;0;0;0
2024;Febrero;02. Arganzuela;5.508;2.400;3.108;15;9;6;324;156;168;1.234;549;685;292;107;185;1.698;808;890;383;166;217;216;82;134;1.324;516;808;22;7;15;0;0;0
2024;Febrero;03. Retiro;3.210;1.341;1.869;8;5;3;212;89;123;828;335;493;137;53;84;807;365;442;180;63;117;141;53;88;889;376;513;8;2;6;0;0;0
2024;Febrero;04. Salamanca;3.912;1.666;2.246;14;7;7;216;97;119;1.231;526;705;131;47;84;876;380;496;187;96;91;146;55;91;1.101;454;647;10;4;6;0;0;0
2024;Febrero;05. Chamartín;3.768;1.626;2.142;14;5;9;185;74;111;1.118;507;611;118;43;75;875;406;469;211;91;120;172;55;117;1.069;442;627;6;3;3;0;0;0
2024;Febrero;06. Tetuán;6.971;2.990;3.981;8;5;3;428;192;236;2.916;1.260;1.656;321;112;209;1.809;823;986;325;135;190;151;56;95;1.006;403;603;7;4;3;0;0;0
2024;Febrero;07. Chamberí;3.915;1.663;2.252;9;1;8;142;60;82;1.200;542;658;131;45;86;883;408;475;196;91;105;155;59;96;1.188;453;735;11;4;7;0;0;0
2024;Febrero;08. Fuencarral-El Pardo;7.537;3.153;4.384;22;8;14;364;150;214;2.198;946;1.252;421;161;260;2.179;958;1.221;474;219;255;305;88;217;1.559;616;943;15;7;8;0;0;0
2024;Febrero;09. Moncloa-Aravaca;3.501;1.518;1.983;5;2;3;121;65;56;1.040;455;585;145;59;86;938;465;473;194;87;107;147;51;96;901;330;571;10;4;6;0;0;0
2024;Febrero;10. Latina;11.690;5.048;6.642;157;57;100;943;436;507;3.253;1.453;1.800;839;292;547;4.225;1.947;2.278;834;364;470;313;98;215;1.115;397;718;11;4;7;0;0;0
2024;Febrero;11. Carabanchel;14.295;6.085;8.210;71;31;40;1.350;600;750;6.045;2.621;3.424;839;299;540;4.021;1.800;2.221;717;307;410;270;76;194;977;348;629;5;3;2;0;0;0
2024;Febrero;12. Usera;8.401;3.541;4.860;35;17;18;2.145;918;1.227;2.265;975;1.290;495;176;319;2.607;1.133;1.474;351;137;214;108;32;76;388;151;237;7;2;5;0;0;0
2024;Febrero;13. Puente de Vallecas;15.907;6.883;9.024;306;122;184;1.845;806;1.039;5.372;2.345;3.027;986;366;620;5.949;2.647;3.302;641;297;344;154;48;106;645;246;399;9;6;3;0;0;0
2024;Febrero;14. Moratalaz;4.411;1.872;2.539;36;16;20;338;140;198;1.463;640;823;264;110;154;1.453;661;792;265;111;154;124;31;93;465;162;303;3;1;2;0;0;0
2024;Febrero;15. Ciudad Lineal;9.148;3.851;5.297;25;11;14;283;119;164;3.737;1.615;2.122;480;167;313;2.584;1.182;1.402;538;220;318;304;102;202;1.186;431;755;11;4;7;0;0;0
2024;Febrero;16. Hortaleza;6.614;2.716;3.898;63;21;42;426;193;233;1.949;861;1.088;368;115;253;1.905;813;1.092;453;183;270;251;86;165;1.189;441;748;10;3;7;0;0;0
2024;Febrero;17. Villaverde;9.874;4.127;5.747;45;17;28;754;330;424;4.276;1.850;2.426;674;220;454;3.157;1.346;1.811;433;182;251;103;25;78;427;156;271;5;1;4;0;0;0
2024;Febrero;18. Villa de Vallecas;6.544;2.565;3.979;81;35;46;852;378;474;2.310;946;1.364;389;114;275;2.080;814;1.266;304;114;190;128;31;97;395;132;263;5;1;4;0;0;0
2024;Febrero;19. Vicálvaro;4.435;1.831;2.604;69;33;36;419;175;244;1.583;664;919;290;99;191;1.390;637;753;267;94;173;107;30;77;305;99;206;5;0;5;0;0;0
2024;Febrero;20. San Blas-Canillejas;7.797;3.241;4.556;27;11;16;252;123;129;3.317;1.427;1.890;498;163;335;2.394;1.044;1.350;478;205;273;179;55;124;645;211;434;7;2;5;0;0;0
2024;Febrero;21. Barajas;1.513;596;917;7;2;5;68;26;42;448;176;272;63;25;38;531;225;306;100;38;62;62;19;43;230;83;147;4;2;2;0;0;0
2024;Marzo;Ciudad de Madrid;146.168;62.510;83.658;1.046;426;620;12.281;5.453;6.828;50.468;22.047;28.421;8.089;2.944;5.145;44.117;19.850;24.267;7.838;3.414;4.424;3.735;1.229;2.506;18.423;7.083;11.340;171;64;107;0;0;0
2024;Marzo;01. Centro;6.543;3.398;3.145;32;15;17;523;283;240;2.172;1.155;1.017;228;117;111;1.768;1.002;766;301;167;134;196;87;109;1.311;569;742;12;3;9;0;0;0
2024;Marzo;02. Arganzuela;5.536;2.441;3.095;15;9;6;333;162;171;1.254;572;682;294;112;182;1.707;821;886;387;163;224;214;75;139;1.310;520;790;22;7;15;0;0;0
2024;Marzo;03. Retiro;3.198;1.346;1.852;6;4;2;223;94;129;822;330;492;134;53;81;795;361;434;172;66;106;143;58;85;897;379;518;6;1;5;0;0;0
2024;Marzo;04. Salamanca;3.897;1.658;2.239;12;4;8;218;96;122;1.242;529;713;124;47;77;886;381;505;186;95;91;145;51;94;1.075;452;623;9;3;6;0;0;0
2024;Marzo;05. Chamartín;3.810;1.628;2.182;14;6;8;193;78;115;1.137;511;626;124;40;84;869;395;474;205;92;113;166;52;114;1.097;452;645;5;2;3;0;0;0
2024;Marzo;06. Tetuán;7.001;3.015;3.986;10;6;4;410;178;232;2.931;1.280;1.651;330;124;206;1.822;822;1.000;316;134;182;159;56;103;1.016;411;605;7;4;3;0;0;0
2024;Marzo;07. Chamberí;3.888;1.656;2.232;9;2;7;135;58;77;1.183;542;641;133;43;90;885;408;477;192;91;101;159;61;98;1.181;447;734;11;4;7;0;0;0
2024;Marzo;08. Fuencarral-El Pardo;7.594;3.193;4.401;19;7;12;373;154;219;2.237;968;1.269;435;168;267;2.178;965;1.213;472;215;257;306;91;215;1.560;618;942;14;7;7;0;0;0
2024;Marzo;09. Moncloa-Aravaca;3.472;1.501;1.971;6;2;4;108;53;55;1.039;452;587;139;59;80;920;453;467;189;87;102;142;49;93;921;344;577;8;2;6;0;0;0
2024;Marzo;10. Latina;11.704;5.119;6.585;156;61;95;952;440;512;3.282;1.464;1.818;842;313;529;4.182;1.945;2.237;848;374;474;308;106;202;1.123;411;712;11;5;6;0;0;0
2024;Marzo;11. Carabanchel;14.465;6.153;8.312;78;35;43;1.355;596;759;6.144;2.672;3.472;835;298;537;4.067;1.824;2.243;719;304;415;263;78;185;998;342;656;6;4;2;0;0;0
2024;Marzo;12. Usera;8.522;3.589;4.933;33;16;17;2.188;934;1.254;2.323;988;1.335;494;173;321;2.630;1.155;1.475;352;141;211;104;31;73;393;149;244;5;2;3;0;0;0
2024;Marzo;13. Puente de Vallecas;15.926;6.886;9.040;289;110;179;1.850;816;1.034;5.438;2.368;3.070;963;374;589;5.910;2.607;3.303;639;302;337;159;48;111;669;255;414;9;6;3;0;0;0
2024;Marzo;14. Moratalaz;4.415;1.857;2.558;37;14;23;338;139;199;1.447;627;820;266;109;157;1.467;669;798;264;109;155;131;32;99;462;157;305;3;1;2;0;0;0
2024;Marzo;15. Ciudad Lineal;9.210;3.896;5.314;28;13;15;292;130;162;3.765;1.614;2.151;477;169;308;2.557;1.177;1.380;567;242;325;307;103;204;1.206;444;762;11;4;7;0;0;0
2024;Marzo;16. Hortaleza;6.636;2.746;3.890;68;21;47;434;199;235;1.955;873;1.082;362;118;244;1.905;809;1.096;437;183;254;247;85;162;1.219;454;765;9;4;5;0;0;0
2024;Marzo;17. Villaverde;9.850;4.138;5.712;47;18;29;780;352;428;4.294;1.850;2.444;676;230;446;3.138;1.342;1.796;418;171;247;98;28;70;394;146;248;5;1;4;0;0;0
2024;Marzo;18. Villa de Vallecas;6.572;2.539;4.033;81;36;45;835;362;473;2.335;936;1.399;377;112;265;2.085;802;1.283;315;115;200;127;30;97;412;145;267;5;1;4;0;0;0
2024;Marzo;19. Vicálvaro;4.520;1.852;2.668;71;34;37;423;177;246;1.621;683;938;286;94;192;1.424;640;784;276;103;173;111;32;79;304;89;215;4;0;4;0;0;0
2024;Marzo;20. San Blas-Canillejas;7.890;3.288;4.602;26;10;16;247;123;124;3.401;1.454;1.947;504;165;339;2.394;1.043;1.351;488;218;270;186;57;129;638;216;422;6;2;4;0;0;0
2024;Marzo;21. Barajas;1.519;611;908;9;3;6;71;29;42;446;179;267;66;26;40;528;229;299;95;42;53;64;19;45;237;83;154;3;1;2;0;0;0
2024;Abril;Ciudad de Madrid;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;01. Centro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;02. Arganzuela;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;03. Retiro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;04. Salamanca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;05. Chamartín;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;06. Tetuán;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;07. Chamberí;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;08. Fuencarral-El Pardo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;09. Moncloa-Aravaca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;10. Latina;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;11. Carabanchel;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;12. Usera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;13. Puente de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;14. Moratalaz;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;15. Ciudad Lineal;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;16. Hortaleza;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;17. Villaverde;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;18. Villa de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;19. Vicálvaro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;20. San Blas-Canillejas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Abril;21. Barajas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;Ciudad de Madrid;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;01. Centro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;02. Arganzuela;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;03. Retiro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;04. Salamanca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;05. Chamartín;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;06. Tetuán;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;07. Chamberí;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;08. Fuencarral-El Pardo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;09. Moncloa-Aravaca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;10. Latina;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;11. Carabanchel;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;12. Usera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;13. Puente de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;14. Moratalaz;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;15. Ciudad Lineal;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;16. Hortaleza;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;17. Villaverde;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;18. Villa de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;19. Vicálvaro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;20. San Blas-Canillejas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Mayo;21. Barajas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;Ciudad de Madrid;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;01. Centro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;02. Arganzuela;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;03. Retiro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;04. Salamanca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;05. Chamartín;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;06. Tetuán;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;07. Chamberí;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;08. Fuencarral-El Pardo;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;09. Moncloa-Aravaca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;10. Latina;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;11. Carabanchel;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;12. Usera;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;13. Puente de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;14. Moratalaz;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;15. Ciudad Lineal;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;16. Hortaleza;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;17. Villaverde;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;18. Villa de Vallecas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;19. Vicálvaro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;20. San Blas-Canillejas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Junio;21. Barajas;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;Ciudad de Madrid;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;01. Centro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;02. Arganzuela;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;03. Retiro;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;04. Salamanca;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;05. Chamartín;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2024;Julio;06. Tetuán;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
